house,country,wealth_index,hh_size,migrant_num,any_remit,migrant_hh,migrant_loc,hh_months,remit,census_tract,lat,long,district
1024,south_africa,0.502955256984445,9,1,NA,hh,national,NA,NA,greater groblersdal,-25.14887162,29.49468059,sekhukhune cross boundary district municipality
1025,south_africa,-0.38188384682381815,3,0,NA,NA,NA,NA,NA,greater groblersdal,-25.14887162,29.49468059,sekhukhune cross boundary district municipality
1026,south_africa,-1.0345182730106282,8,1,NA,hh,national,NA,NA,greater groblersdal,-25.14887162,29.49468059,sekhukhune cross boundary district municipality
1027,south_africa,-1.292304495313022,1,0,NA,NA,NA,NA,NA,greater groblersdal,-25.14887162,29.49468059,sekhukhune cross boundary district municipality
1028,south_africa,1.9102147608923692,3,1,1,hh,national,NA,1,greater groblersdal,-25.14887162,29.49468059,sekhukhune cross boundary district municipality
1029,south_africa,-0.285101821793284,1,0,NA,NA,NA,NA,NA,greater groblersdal,-25.14887162,29.49468059,sekhukhune cross boundary district municipality
1030,south_africa,-0.7510984643652896,6,1,1,hh,national,NA,1,greater groblersdal,-25.14887162,29.49468059,sekhukhune cross boundary district municipality
1031,south_africa,0.6819187626344027,6,0,NA,NA,NA,NA,NA,greater groblersdal,-25.14887162,29.49468059,sekhukhune cross boundary district municipality
1032,south_africa,-0.749949710002969,4,1,1,hh,national,NA,1,greater groblersdal,-25.14887162,29.49468059,sekhukhune cross boundary district municipality
1033,south_africa,-1.5342949437815656,7,1,1,hh,national,NA,1,greater groblersdal,-25.14887162,29.49468059,sekhukhune cross boundary district municipality
1034,south_africa,-0.5545215675401731,4,1,1,hh,national,NA,1,greater groblersdal,-25.14887162,29.49468059,sekhukhune cross boundary district municipality
1035,south_africa,1.5662652415638076,6,1,NA,hh,national,NA,NA,greater groblersdal,-25.14887162,29.49468059,sekhukhune cross boundary district municipality
1036,south_africa,-0.5192947851898553,4,1,NA,hh,national,NA,NA,greater groblersdal,-25.14887162,29.49468059,sekhukhune cross boundary district municipality
1037,south_africa,0.8591147842361025,6,1,1,hh,national,NA,1,greater groblersdal,-25.14887162,29.49468059,sekhukhune cross boundary district municipality
1038,south_africa,-1.592166385102306,5,1,1,hh,national,NA,1,greater groblersdal,-25.14887162,29.49468059,sekhukhune cross boundary district municipality
1039,south_africa,1.5735053021546892,1,1,1,hh,national,NA,1,greater groblersdal,-25.14887162,29.49468059,sekhukhune cross boundary district municipality
1040,south_africa,-0.5805559303632428,8,2,1,hh,national,NA,1,greater groblersdal,-25.14887162,29.49468059,sekhukhune cross boundary district municipality
1040,south_africa,-0.5805559303632428,8,2,1,hh,national,NA,NA,greater groblersdal,-25.14887162,29.49468059,sekhukhune cross boundary district municipality
1041,south_africa,-0.8266186701723837,3,0,NA,NA,NA,NA,NA,greater groblersdal,-25.14887162,29.49468059,sekhukhune cross boundary district municipality
1042,south_africa,-0.8023717651833607,6,0,NA,NA,NA,NA,NA,greater groblersdal,-25.14887162,29.49468059,sekhukhune cross boundary district municipality
1044,south_africa,-0.18235703993819052,2,2,1,hh,international,NA,1,greater groblersdal,-25.14887162,29.49468059,sekhukhune cross boundary district municipality
1044,south_africa,-0.18235703993819052,2,2,1,hh,national,NA,1,greater groblersdal,-25.14887162,29.49468059,sekhukhune cross boundary district municipality
1045,south_africa,2.936045474110691,6,0,NA,NA,NA,NA,NA,greater groblersdal,-25.14887162,29.49468059,sekhukhune cross boundary district municipality
1046,south_africa,0.36485801354965786,5,0,NA,NA,NA,NA,NA,greater groblersdal,-25.14887162,29.49468059,sekhukhune cross boundary district municipality
1047,south_africa,-1.375862132097536,2,0,NA,NA,NA,NA,NA,greater groblersdal,-25.14887162,29.49468059,sekhukhune cross boundary district municipality
1048,south_africa,-2.290088919225591,2,0,1,non-hh,national,NA,1,greater groblersdal,-25.14887162,29.49468059,sekhukhune cross boundary district municipality
1049,south_africa,-1.630031174980927,3,0,NA,NA,NA,NA,NA,greater groblersdal,-25.14887162,29.49468059,sekhukhune cross boundary district municipality
1050,south_africa,-0.6130596059977784,2,0,1,non-hh,national,NA,1,greater groblersdal,-25.14887162,29.49468059,sekhukhune cross boundary district municipality
1051,south_africa,-2.0294731030248285,2,0,NA,NA,NA,NA,NA,greater groblersdal,-25.14887162,29.49468059,sekhukhune cross boundary district municipality
1052,south_africa,-3.1518823656174133,3,0,NA,NA,NA,NA,NA,greater groblersdal,-25.14887162,29.49468059,sekhukhune cross boundary district municipality
1053,south_africa,-0.8340320030275352,4,2,NA,hh,national,NA,NA,greater groblersdal,-25.14887162,29.49468059,sekhukhune cross boundary district municipality
1053,south_africa,-0.8340320030275352,4,2,NA,hh,national,NA,NA,greater groblersdal,-25.14887162,29.49468059,sekhukhune cross boundary district municipality
1054,south_africa,-2.087344544345569,3,0,NA,NA,NA,NA,NA,greater groblersdal,-25.14887162,29.49468059,sekhukhune cross boundary district municipality
1055,south_africa,0.3763392999811056,3,3,1,hh,national,NA,1,greater groblersdal,-25.14887162,29.49468059,sekhukhune cross boundary district municipality
1055,south_africa,0.3763392999811056,3,3,1,hh,national,NA,NA,greater groblersdal,-25.14887162,29.49468059,sekhukhune cross boundary district municipality
1055,south_africa,0.3763392999811056,3,3,1,hh,,NA,1,greater groblersdal,-25.14887162,29.49468059,sekhukhune cross boundary district municipality
1056,south_africa,-0.6966172427822921,5,0,NA,NA,NA,NA,NA,greater groblersdal,-25.14887162,29.49468059,sekhukhune cross boundary district municipality
1057,south_africa,-0.5681862654634253,5,1,NA,hh,national,NA,NA,greater groblersdal,-25.14887162,29.49468059,sekhukhune cross boundary district municipality
1058,south_africa,-1.0125015340416796,5,1,1,hh,national,NA,1,greater groblersdal,-25.14887162,29.49468059,sekhukhune cross boundary district municipality
1059,south_africa,-0.15378609439238441,4,0,NA,NA,NA,NA,NA,greater groblersdal,-25.14887162,29.49468059,sekhukhune cross boundary district municipality
1060,south_africa,-2.7760160189757537,3,1,1,hh,national,NA,1,greater groblersdal,-25.14887162,29.49468059,sekhukhune cross boundary district municipality
1061,south_africa,0.2723249622098973,4,0,NA,NA,NA,NA,NA,greater groblersdal,-25.14887162,29.49468059,sekhukhune cross boundary district municipality
1062,south_africa,0.38137056777636935,8,2,1,hh,national,NA,1,greater groblersdal,-25.14887162,29.49468059,sekhukhune cross boundary district municipality
1062,south_africa,0.38137056777636935,8,2,1,hh,national,NA,NA,greater groblersdal,-25.14887162,29.49468059,sekhukhune cross boundary district municipality
1063,south_africa,-1.353982075272614,2,2,1,hh,national,NA,1,greater groblersdal,-25.14887162,29.49468059,sekhukhune cross boundary district municipality
1063,south_africa,-1.353982075272614,2,2,1,hh,national,NA,1,greater groblersdal,-25.14887162,29.49468059,sekhukhune cross boundary district municipality
1064,south_africa,-3.305999538400054,4,0,1,non-hh,international,NA,1,greater groblersdal,-25.14887162,29.49468059,sekhukhune cross boundary district municipality
1065,south_africa,-1.0605924425704276,3,0,NA,NA,NA,NA,NA,greater groblersdal,-25.14887162,29.49468059,sekhukhune cross boundary district municipality
1066,south_africa,-2.1616579419067246,1,0,NA,NA,NA,NA,NA,greater groblersdal,-25.14887162,29.49468059,sekhukhune cross boundary district municipality
1067,south_africa,-2.862835165122713,2,0,NA,NA,NA,NA,NA,greater groblersdal,-25.14887162,29.49468059,sekhukhune cross boundary district municipality
1068,south_africa,-2.164403130736889,2,0,NA,NA,NA,NA,NA,greater groblersdal,-25.14887162,29.49468059,sekhukhune cross boundary district municipality
1069,south_africa,-2.4726374763021695,4,0,NA,NA,NA,NA,NA,greater groblersdal,-25.14887162,29.49468059,sekhukhune cross boundary district municipality
1070,south_africa,0.9186107945660911,3,0,NA,NA,NA,NA,NA,greater groblersdal,-25.14887162,29.49468059,sekhukhune cross boundary district municipality
1071,south_africa,-1.6048156396149669,3,0,NA,NA,NA,NA,NA,greater groblersdal,-25.14887162,29.49468059,sekhukhune cross boundary district municipality
1072,south_africa,-0.9487056001525574,2,1,1,hh,national,NA,1,greater groblersdal,-25.14887162,29.49468059,sekhukhune cross boundary district municipality
1073,south_africa,-3.094010924296673,7,0,NA,NA,NA,NA,NA,greater groblersdal,-25.14887162,29.49468059,sekhukhune cross boundary district municipality
1074,south_africa,-1.8753559302421887,1,1,NA,hh,national,NA,NA,greater groblersdal,-25.14887162,29.49468059,sekhukhune cross boundary district municipality
1075,south_africa,-1.4928266185365155,4,0,NA,NA,NA,NA,NA,greater groblersdal,-25.14887162,29.49468059,sekhukhune cross boundary district municipality
1076,south_africa,0.4691103847394109,6,0,NA,NA,NA,NA,NA,greater groblersdal,-25.14887162,29.49468059,sekhukhune cross boundary district municipality
1077,south_africa,-1.0565350119795769,9,4,1,hh,national,NA,1,greater groblersdal,-25.14887162,29.49468059,sekhukhune cross boundary district municipality
1077,south_africa,-1.0565350119795769,9,4,1,hh,national,NA,NA,greater groblersdal,-25.14887162,29.49468059,sekhukhune cross boundary district municipality
1077,south_africa,-1.0565350119795769,9,4,1,hh,national,NA,NA,greater groblersdal,-25.14887162,29.49468059,sekhukhune cross boundary district municipality
1077,south_africa,-1.0565350119795769,9,4,1,hh,national,NA,1,greater groblersdal,-25.14887162,29.49468059,sekhukhune cross boundary district municipality
1078,south_africa,-0.3243452234154398,1,0,NA,NA,NA,NA,NA,greater groblersdal,-25.14887162,29.49468059,sekhukhune cross boundary district municipality
1079,south_africa,-2.750028962020228,1,0,NA,NA,NA,NA,NA,greater groblersdal,-25.14887162,29.49468059,sekhukhune cross boundary district municipality
1080,south_africa,-1.2062089498286668,1,0,1,non-hh,national,NA,1,greater groblersdal,-25.14887162,29.49468059,sekhukhune cross boundary district municipality
1081,south_africa,-2.103786500585984,2,0,NA,NA,NA,NA,NA,greater groblersdal,-25.14887162,29.49468059,sekhukhune cross boundary district municipality
1082,south_africa,-0.6080921655110847,1,0,NA,NA,NA,NA,NA,greater groblersdal,-25.14887162,29.49468059,sekhukhune cross boundary district municipality
1083,south_africa,-3.3035880628467695,1,0,NA,NA,NA,NA,NA,greater groblersdal,-25.14887162,29.49468059,sekhukhune cross boundary district municipality
1084,south_africa,-3.4268818010728817,1,0,NA,NA,NA,NA,NA,greater groblersdal,-25.14887162,29.49468059,sekhukhune cross boundary district municipality
1085,south_africa,-3.1538424419105433,2,0,NA,NA,NA,NA,NA,greater groblersdal,-25.14887162,29.49468059,sekhukhune cross boundary district municipality
1086,south_africa,-2.735213368796062,6,0,NA,NA,NA,NA,NA,greater groblersdal,-25.14887162,29.49468059,sekhukhune cross boundary district municipality
1087,south_africa,0.9166073473510108,4,1,1,hh,national,NA,1,greater groblersdal,-25.14887162,29.49468059,sekhukhune cross boundary district municipality
1088,south_africa,0.9332886205453901,3,2,1,hh,national,NA,1,greater groblersdal,-25.14887162,29.49468059,sekhukhune cross boundary district municipality
1088,south_africa,0.9332886205453901,3,2,1,hh,national,NA,1,greater groblersdal,-25.14887162,29.49468059,sekhukhune cross boundary district municipality
1089,south_africa,0.6442414200506893,8,1,NA,hh,national,NA,NA,greater groblersdal,-25.14887162,29.49468059,sekhukhune cross boundary district municipality
1090,south_africa,0.63396694186518,14,2,1,hh,national,NA,1,greater groblersdal,-25.14887162,29.49468059,sekhukhune cross boundary district municipality
1090,south_africa,0.63396694186518,14,2,1,hh,national,NA,1,greater groblersdal,-25.14887162,29.49468059,sekhukhune cross boundary district municipality
1091,south_africa,-0.7770810074922493,3,2,1,hh,national,NA,1,greater groblersdal,-25.14887162,29.49468059,sekhukhune cross boundary district municipality
1091,south_africa,-0.7770810074922493,3,2,1,hh,national,NA,NA,greater groblersdal,-25.14887162,29.49468059,sekhukhune cross boundary district municipality
1092,south_africa,-0.9161783010525296,3,5,NA,hh,national,NA,NA,greater groblersdal,-25.14887162,29.49468059,sekhukhune cross boundary district municipality
1092,south_africa,-0.9161783010525296,3,5,NA,hh,national,NA,NA,greater groblersdal,-25.14887162,29.49468059,sekhukhune cross boundary district municipality
1092,south_africa,-0.9161783010525296,3,5,NA,hh,national,NA,NA,greater groblersdal,-25.14887162,29.49468059,sekhukhune cross boundary district municipality
1092,south_africa,-0.9161783010525296,3,5,NA,hh,national,NA,NA,greater groblersdal,-25.14887162,29.49468059,sekhukhune cross boundary district municipality
1092,south_africa,-0.9161783010525296,3,5,NA,hh,national,NA,NA,greater groblersdal,-25.14887162,29.49468059,sekhukhune cross boundary district municipality
1093,south_africa,-0.6452448518547453,8,0,NA,NA,NA,NA,NA,greater groblersdal,-25.14887162,29.49468059,sekhukhune cross boundary district municipality
1094,south_africa,0.4628511027296428,7,1,NA,hh,national,NA,NA,greater groblersdal,-25.14887162,29.49468059,sekhukhune cross boundary district municipality
1095,south_africa,-2.1835902758074686,3,0,NA,NA,NA,NA,NA,greater groblersdal,-25.14887162,29.49468059,sekhukhune cross boundary district municipality
1096,south_africa,-0.09077741397888947,4,2,1,hh,national,NA,1,greater groblersdal,-25.14887162,29.49468059,sekhukhune cross boundary district municipality
1096,south_africa,-0.09077741397888947,4,2,1,hh,national,NA,NA,greater groblersdal,-25.14887162,29.49468059,sekhukhune cross boundary district municipality
1097,south_africa,-0.5938724609271987,3,1,1,hh,national,NA,1,greater groblersdal,-25.14887162,29.49468059,sekhukhune cross boundary district municipality
1098,south_africa,-1.971756664758589,3,0,NA,NA,NA,NA,NA,greater groblersdal,-25.14887162,29.49468059,sekhukhune cross boundary district municipality
1099,south_africa,-0.45691402477783427,1,0,NA,NA,NA,NA,NA,greater tubatse,-24.6469,30.3008,sekhukhune cross boundary district municipality
1100,south_africa,-0.20154418500877025,4,0,NA,NA,NA,NA,NA,greater tubatse,-24.6469,30.3008,sekhukhune cross boundary district municipality
1101,south_africa,0.43110191064639514,2,0,NA,NA,NA,NA,NA,greater tubatse,-24.6469,30.3008,sekhukhune cross boundary district municipality
1102,south_africa,2.8481721984247885,3,0,NA,NA,NA,NA,NA,greater tubatse,-24.6469,30.3008,sekhukhune cross boundary district municipality
1103,south_africa,-0.9354429476503596,3,0,NA,NA,NA,NA,NA,greater tubatse,-24.6469,30.3008,sekhukhune cross boundary district municipality
1104,south_africa,0.19000653092091724,3,1,1,hh,national,NA,1,greater tubatse,-24.6469,30.3008,sekhukhune cross boundary district municipality
1105,south_africa,-1.2799332294272687,7,0,NA,NA,NA,NA,NA,greater tubatse,-24.6469,30.3008,sekhukhune cross boundary district municipality
1106,south_africa,-2.055578853258913,9,0,NA,NA,NA,NA,NA,greater tubatse,-24.6469,30.3008,sekhukhune cross boundary district municipality
1107,south_africa,-2.190353877916473,8,1,NA,hh,national,NA,NA,greater tubatse,-24.6469,30.3008,sekhukhune cross boundary district municipality
1108,south_africa,-2.955901592846395,9,0,NA,NA,NA,NA,NA,greater tubatse,-24.6469,30.3008,sekhukhune cross boundary district municipality
1109,south_africa,-2.281561460395094,2,0,NA,NA,NA,NA,NA,greater tubatse,-24.6469,30.3008,sekhukhune cross boundary district municipality
1110,south_africa,-1.7280023595685525,3,0,NA,NA,NA,NA,NA,greater tubatse,-24.6469,30.3008,sekhukhune cross boundary district municipality
1111,south_africa,-1.480373147026534,2,0,NA,NA,NA,NA,NA,greater tubatse,-24.6469,30.3008,sekhukhune cross boundary district municipality
1112,south_africa,-0.6130596059977784,2,0,NA,NA,NA,NA,NA,greater tubatse,-24.6469,30.3008,sekhukhune cross boundary district municipality
1113,south_africa,-2.862835165122713,2,0,NA,NA,NA,NA,NA,greater tubatse,-24.6469,30.3008,sekhukhune cross boundary district municipality
1114,south_africa,-2.7087179923400724,1,0,NA,NA,NA,NA,NA,greater tubatse,-24.6469,30.3008,sekhukhune cross boundary district municipality
1115,south_africa,-2.87332270024634,1,0,NA,NA,NA,NA,NA,greater tubatse,-24.6469,30.3008,sekhukhune cross boundary district municipality
1116,south_africa,-2.1551588915135307,1,0,NA,NA,NA,NA,NA,greater tubatse,-24.6469,30.3008,sekhukhune cross boundary district municipality
1117,south_africa,-0.7692918581280492,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
1118,south_africa,-0.7510984643652896,6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
1119,south_africa,-0.03211871918252182,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
1120,south_africa,-1.1028227729351976,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
1121,south_africa,-0.8175817110793483,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
1122,south_africa,-0.28230380856920023,7,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
1123,south_africa,-0.06397114712712659,2,0,1,non-hh,national,NA,1,greater letaba,-23.5117,30.2746,mopani district municipality
1124,south_africa,-1.1028227729351976,5,0,NA,NA,NA,NA,NA,greater letaba,-23.5117,30.2746,mopani district municipality
1125,south_africa,-0.9615486978844441,3,0,NA,NA,NA,NA,NA,greater letaba,-23.5117,30.2746,mopani district municipality
1126,south_africa,-1.785873800889293,2,0,NA,NA,NA,NA,NA,greater letaba,-23.5117,30.2746,mopani district municipality
1127,south_africa,1.276902990171845,6,0,NA,NA,NA,NA,NA,greater letaba,-23.5117,30.2746,mopani district municipality
1128,south_africa,0.9457487823300667,2,0,NA,NA,NA,NA,NA,greater letaba,-23.5117,30.2746,mopani district municipality
1129,south_africa,-0.19240212444599347,7,0,NA,NA,NA,NA,NA,greater letaba,-23.5117,30.2746,mopani district municipality
1130,south_africa,-0.7821349558599359,2,0,NA,NA,NA,NA,NA,greater letaba,-23.5117,30.2746,mopani district municipality
1131,south_africa,-1.862932387280613,5,0,NA,NA,NA,NA,NA,greater letaba,-23.5117,30.2746,mopani district municipality
1132,south_africa,0.6735970720092875,8,0,NA,NA,NA,NA,NA,greater letaba,-23.5117,30.2746,mopani district municipality
1133,south_africa,0.7469862019057827,4,0,NA,NA,NA,NA,NA,greater letaba,-23.5117,30.2746,mopani district municipality
1134,south_africa,-2.0170495600632528,4,0,NA,NA,NA,NA,NA,greater letaba,-23.5117,30.2746,mopani district municipality
1135,south_africa,-0.956044513142207,5,0,NA,NA,NA,NA,NA,greater letaba,-23.5117,30.2746,mopani district municipality
1136,south_africa,1.1560207274990162,5,0,NA,NA,NA,NA,NA,greater letaba,-23.5117,30.2746,mopani district municipality
1137,south_africa,0.07095888058493383,2,0,NA,NA,NA,NA,NA,greater letaba,-23.5117,30.2746,mopani district municipality
1138,south_africa,1.7817142325622413,3,0,NA,NA,NA,NA,NA,greater letaba,-23.5117,30.2746,mopani district municipality
1139,south_africa,0.12233127151248058,7,0,NA,NA,NA,NA,NA,greater letaba,-23.5117,30.2746,mopani district municipality
1140,south_africa,1.197331697179172,4,0,NA,NA,NA,NA,NA,greater letaba,-23.5117,30.2746,mopani district municipality
1141,south_africa,-0.7973336162000817,6,0,NA,NA,NA,NA,NA,greater tzaneen,-23.8637,30.2827,mopani district municipality
1142,south_africa,-0.8270857979215392,5,0,NA,NA,NA,NA,NA,greater tzaneen,-23.8637,30.2827,mopani district municipality
1143,south_africa,1.2178806535501907,6,0,NA,NA,NA,NA,NA,greater tzaneen,-23.8637,30.2827,mopani district municipality
1144,south_africa,-0.10506905986916404,3,0,NA,NA,NA,NA,NA,greater tzaneen,-23.8637,30.2827,mopani district municipality
1145,south_africa,-0.9771369844464952,8,0,NA,NA,NA,NA,NA,greater tzaneen,-23.8637,30.2827,mopani district municipality
1146,south_africa,-0.14469919001327147,6,0,NA,NA,NA,NA,NA,greater tzaneen,-23.8637,30.2827,mopani district municipality
1147,south_africa,-0.10367810275223488,3,0,NA,NA,NA,NA,NA,greater tzaneen,-23.8637,30.2827,mopani district municipality
1148,south_africa,-3.2117138832312837,3,0,NA,NA,NA,NA,NA,greater tzaneen,-23.8637,30.2827,mopani district municipality
1149,south_africa,-0.16671592898222004,2,0,1,non-hh,national,NA,1,greater tzaneen,-23.8637,30.2827,mopani district municipality
1149,south_africa,-0.16671592898222004,2,0,1,non-hh,national,NA,1,greater tzaneen,-23.8637,30.2827,mopani district municipality
1149,south_africa,-0.16671592898222004,2,0,1,non-hh,national,NA,1,greater tzaneen,-23.8637,30.2827,mopani district municipality
1150,south_africa,-0.6894515952522335,4,0,NA,NA,NA,NA,NA,greater tzaneen,-23.8637,30.2827,mopani district municipality
1151,south_africa,-0.39789168815618037,5,0,NA,NA,NA,NA,NA,greater tzaneen,-23.8637,30.2827,mopani district municipality
1152,south_africa,-1.077136577471424,6,0,NA,NA,NA,NA,NA,greater tzaneen,-23.8637,30.2827,mopani district municipality
1153,south_africa,-0.11534353805467334,4,0,NA,NA,NA,NA,NA,greater tzaneen,-23.8637,30.2827,mopani district municipality
1154,south_africa,-0.16969175706416548,9,0,NA,NA,NA,NA,NA,greater tzaneen,-23.8637,30.2827,mopani district municipality
1155,south_africa,-1.183687497965369,4,0,NA,NA,NA,NA,NA,greater tzaneen,-23.8637,30.2827,mopani district municipality
1156,south_africa,-2.6002833410840016,4,0,NA,NA,NA,NA,NA,greater tzaneen,-23.8637,30.2827,mopani district municipality
1157,south_africa,-0.0461993360068825,2,0,NA,NA,NA,NA,NA,greater tzaneen,-23.8637,30.2827,mopani district municipality
1158,south_africa,-1.2455361384607013,8,2,1,hh,national,NA,1,greater tzaneen,-23.8637,30.2827,mopani district municipality
1158,south_africa,-1.2455361384607013,8,2,1,hh,national,NA,1,greater tzaneen,-23.8637,30.2827,mopani district municipality
1159,south_africa,1.292910831504207,6,0,NA,NA,NA,NA,NA,greater tzaneen,-23.8637,30.2827,mopani district municipality
1160,south_africa,0.6240473213136624,5,0,NA,NA,NA,NA,NA,greater tzaneen,-23.8637,30.2827,mopani district municipality
1161,south_africa,-3.1710695106879934,4,0,NA,NA,NA,NA,NA,greater tzaneen,-23.8637,30.2827,mopani district municipality
1162,south_africa,0.12233127151248058,2,1,NA,hh,national,NA,NA,greater tzaneen,-23.8637,30.2827,mopani district municipality
1163,south_africa,0.8613672732468246,4,0,NA,NA,NA,NA,NA,greater tzaneen,-23.8637,30.2827,mopani district municipality
1164,south_africa,0.9846610114729366,7,0,NA,NA,NA,NA,NA,greater tzaneen,-23.8637,30.2827,mopani district municipality
1165,south_africa,-2.455020781302814,5,0,NA,NA,NA,NA,NA,greater tzaneen,-23.8637,30.2827,mopani district municipality
1166,south_africa,-2.4935500744984744,6,0,NA,NA,NA,NA,NA,greater tzaneen,-23.8637,30.2827,mopani district municipality
1167,south_africa,-1.9143047782081595,4,0,NA,NA,NA,NA,NA,greater tzaneen,-23.8637,30.2827,mopani district municipality
1168,south_africa,0.7726723973695562,4,0,NA,NA,NA,NA,NA,greater tzaneen,-23.8637,30.2827,mopani district municipality
1169,south_africa,-2.4781383572202103,7,0,NA,NA,NA,NA,NA,greater tzaneen,-23.8637,30.2827,mopani district municipality
1170,south_africa,-0.16671592898222004,5,0,NA,NA,NA,NA,NA,greater tzaneen,-23.8637,30.2827,mopani district municipality
1171,south_africa,1.745753558912959,5,0,NA,NA,NA,NA,NA,greater tzaneen,-23.8637,30.2827,mopani district municipality
1172,south_africa,0.85623003415407,5,0,NA,NA,NA,NA,NA,greater tzaneen,-23.8637,30.2827,mopani district municipality
1173,south_africa,0.04527268512116045,3,0,NA,NA,NA,NA,NA,greater tzaneen,-23.8637,30.2827,mopani district municipality
1174,south_africa,0.307808172420283,4,0,NA,NA,NA,NA,NA,greater tzaneen,-23.8637,30.2827,mopani district municipality
1175,south_africa,1.5719785809619262,6,0,NA,NA,NA,NA,NA,greater tzaneen,-23.8637,30.2827,mopani district municipality
1176,south_africa,0.9332886205453901,2,0,NA,NA,NA,NA,NA,greater tzaneen,-23.8637,30.2827,mopani district municipality
1177,south_africa,-0.7202750298087616,3,0,NA,NA,NA,NA,NA,greater tzaneen,-23.8637,30.2827,mopani district municipality
1178,south_africa,-0.7721720769763609,8,0,NA,NA,NA,NA,NA,greater tzaneen,-23.8637,30.2827,mopani district municipality
1179,south_africa,-1.073603803120626,9,0,NA,NA,NA,NA,NA,greater tzaneen,-23.8637,30.2827,mopani district municipality
1180,south_africa,-0.8946402974706684,7,0,NA,NA,NA,NA,NA,greater tzaneen,-23.8637,30.2827,mopani district municipality
1181,south_africa,-0.8143002286805496,2,0,NA,NA,NA,NA,NA,greater tzaneen,-23.8637,30.2827,mopani district municipality
1182,south_africa,-0.9525117387914087,2,0,NA,NA,NA,NA,NA,greater tzaneen,-23.8637,30.2827,mopani district municipality
1183,south_africa,2.387204057606594,4,0,NA,NA,NA,NA,NA,greater tzaneen,-23.8637,30.2827,mopani district municipality
1184,south_africa,3.2989865173962363,7,0,NA,NA,NA,NA,NA,greater tzaneen,-23.8637,30.2827,mopani district municipality
1185,south_africa,2.721051743800191,2,2,NA,hh,national,NA,NA,greater tzaneen,-23.8637,30.2827,mopani district municipality
1185,south_africa,2.721051743800191,2,2,NA,hh,national,NA,NA,greater tzaneen,-23.8637,30.2827,mopani district municipality
1186,south_africa,1.7971259498405054,4,0,NA,NA,NA,NA,NA,greater tzaneen,-23.8637,30.2827,mopani district municipality
1187,south_africa,3.3907229297668557,4,0,NA,NA,NA,NA,NA,greater tzaneen,-23.8637,30.2827,mopani district municipality
1188,south_africa,2.1537321811180563,3,0,NA,NA,NA,NA,NA,greater tzaneen,-23.8637,30.2827,mopani district municipality
1189,south_africa,-1.6447762951223266,7,0,NA,NA,NA,NA,NA,greater tzaneen,-23.8637,30.2827,mopani district municipality
1190,south_africa,-1.321796829415647,2,0,NA,NA,NA,NA,NA,greater tzaneen,-23.8637,30.2827,mopani district municipality
1191,south_africa,-2.3064077932624114,2,0,NA,NA,NA,NA,NA,greater tzaneen,-23.8637,30.2827,mopani district municipality
1192,south_africa,-1.7473445076936327,1,0,NA,NA,NA,NA,NA,greater tzaneen,-23.8637,30.2827,mopani district municipality
1193,south_africa,-2.908517686649282,4,0,NA,NA,NA,NA,NA,greater tzaneen,-23.8637,30.2827,mopani district municipality
1194,south_africa,-1.073603803120626,9,0,NA,NA,NA,NA,NA,greater tzaneen,-23.8637,30.2827,mopani district municipality
1195,south_africa,-1.5279508964428723,5,0,NA,NA,NA,NA,NA,greater tzaneen,-23.8637,30.2827,mopani district municipality
1196,south_africa,0.6048601762430825,6,0,NA,NA,NA,NA,NA,greater tzaneen,-23.8637,30.2827,mopani district municipality
1197,south_africa,1.6429312755306154,5,0,NA,NA,NA,NA,NA,greater tzaneen,-23.8637,30.2827,mopani district municipality
1198,south_africa,-2.529723805085875,2,0,NA,NA,NA,NA,NA,greater tzaneen,-23.8637,30.2827,mopani district municipality
1199,south_africa,-0.7202750298087616,7,0,NA,NA,NA,NA,NA,greater tzaneen,-23.8637,30.2827,mopani district municipality
1200,south_africa,-1.734501409961746,1,0,NA,NA,NA,NA,NA,greater tzaneen,-23.8637,30.2827,mopani district municipality
1201,south_africa,-0.03178590127015965,4,0,NA,NA,NA,NA,NA,greater tzaneen,-23.8637,30.2827,mopani district municipality
1202,south_africa,-0.650221769453016,6,0,NA,NA,NA,NA,NA,greater tzaneen,-23.8637,30.2827,mopani district municipality
1203,south_africa,-1.8409156483116644,6,0,NA,NA,NA,NA,NA,greater tzaneen,-23.8637,30.2827,mopani district municipality
1204,south_africa,-0.19036221888104676,2,0,NA,NA,NA,NA,NA,greater tzaneen,-23.8637,30.2827,mopani district municipality
1205,south_africa,-1.8937558218371409,6,0,NA,NA,NA,NA,NA,greater tzaneen,-23.8637,30.2827,mopani district municipality
1206,south_africa,-1.8821195323511926,2,0,NA,NA,NA,NA,NA,greater tzaneen,-23.8637,30.2827,mopani district municipality
1208,south_africa,0.5469887349223422,3,0,NA,NA,NA,NA,NA,ba-phalaborwa,-23.9234474,31.03751737,mopani district municipality
1209,south_africa,-0.0626093358266877,6,0,NA,NA,NA,NA,NA,ba-phalaborwa,-23.9234474,31.03751737,mopani district municipality
1210,south_africa,-0.16671592898222004,7,0,NA,NA,NA,NA,NA,ba-phalaborwa,-23.9234474,31.03751737,mopani district municipality
