house,country,wealth_index,hh_size,migrant_num,any_remit,migrant_hh,migrant_loc,hh_months,remit,census_tract,lat,long,district
1211,south_africa,-0.09343277038321574,7,0,NA,NA,NA,NA,NA,ba-phalaborwa,-23.9234474,31.03751737,mopani district municipality
1212,south_africa,-0.7716474207363083,4,0,NA,NA,NA,NA,NA,ba-phalaborwa,-23.9234474,31.03751737,mopani district municipality
1213,south_africa,0.04527268512116045,2,1,NA,hh,national,NA,NA,ba-phalaborwa,-23.9234474,31.03751737,mopani district municipality
1214,south_africa,-0.6130596059977784,2,0,NA,NA,NA,NA,NA,ba-phalaborwa,-23.9234474,31.03751737,mopani district municipality
1215,south_africa,-0.5468157089010411,3,0,NA,NA,NA,NA,NA,ba-phalaborwa,-23.9234474,31.03751737,mopani district municipality
1216,south_africa,-0.28637332717554176,2,0,NA,NA,NA,NA,NA,ba-phalaborwa,-23.9234474,31.03751737,mopani district municipality
1217,south_africa,-0.4749502745475005,3,0,NA,NA,NA,NA,NA,ba-phalaborwa,-23.9234474,31.03751737,mopani district municipality
1218,south_africa,-0.7202750298087616,5,0,NA,NA,NA,NA,NA,ba-phalaborwa,-23.9234474,31.03751737,mopani district municipality
1219,south_africa,-1.183687497965369,10,0,NA,NA,NA,NA,NA,ba-phalaborwa,-23.9234474,31.03751737,mopani district municipality
1220,south_africa,-3.237400078695057,5,0,NA,NA,NA,NA,NA,ba-phalaborwa,-23.9234474,31.03751737,mopani district municipality
1221,south_africa,-1.880056517589795,10,0,NA,NA,NA,NA,NA,ba-phalaborwa,-23.9234474,31.03751737,mopani district municipality
1222,south_africa,-3.1346552968399637,5,0,NA,NA,NA,NA,NA,ba-phalaborwa,-23.9234474,31.03751737,mopani district municipality
1223,south_africa,-0.10066571207537423,4,0,NA,NA,NA,NA,NA,ba-phalaborwa,-23.9234474,31.03751737,mopani district municipality
1224,south_africa,-2.735213368796062,6,0,NA,NA,NA,NA,NA,ba-phalaborwa,-23.9234474,31.03751737,mopani district municipality
1225,south_africa,-0.0626093358266877,6,0,NA,NA,NA,NA,NA,musina,-22.34535,30.02685,vhembe district municipality
1226,south_africa,-1.6023165710798504,2,2,1,hh,national,NA,NA,musina,-22.34535,30.02685,vhembe district municipality
1226,south_africa,-1.6023165710798504,2,2,1,hh,national,NA,NA,musina,-22.34535,30.02685,vhembe district municipality
1226,south_africa,-1.6023165710798504,2,2,1,non-hh,national,NA,1,musina,-22.34535,30.02685,vhembe district municipality
1227,south_africa,-3.1346552968399637,6,1,1,hh,national,NA,1,musina,-22.34535,30.02685,vhembe district municipality
1228,south_africa,-2.7439129787430145,4,0,1,non-hh,national,NA,1,musina,-22.34535,30.02685,vhembe district municipality
1228,south_africa,-2.7439129787430145,4,0,1,non-hh,national,NA,1,musina,-22.34535,30.02685,vhembe district municipality
1229,south_africa,-1.6631155473223376,10,0,NA,NA,NA,NA,NA,musina,-22.34535,30.02685,vhembe district municipality
1230,south_africa,-1.9827537001447542,5,0,NA,NA,NA,NA,NA,musina,-22.34535,30.02685,vhembe district municipality
1231,south_africa,0.9618595660911959,1,0,NA,NA,NA,NA,NA,musina,-22.34535,30.02685,vhembe district municipality
1232,south_africa,-0.8946402974706684,3,0,1,non-hh,national,NA,1,musina,-22.34535,30.02685,vhembe district municipality
1233,south_africa,-0.497542922855135,2,0,NA,NA,NA,NA,NA,musina,-22.34535,30.02685,vhembe district municipality
1234,south_africa,-1.7564337438624904,9,0,NA,NA,NA,NA,NA,musina,-22.34535,30.02685,vhembe district municipality
1235,south_africa,-1.7665316527642123,5,0,NA,NA,NA,NA,NA,musina,-22.34535,30.02685,vhembe district municipality
1236,south_africa,-0.26296166044411995,10,0,NA,NA,NA,NA,NA,musina,-22.34535,30.02685,vhembe district municipality
1237,south_africa,-0.4749502745475005,6,0,NA,NA,NA,NA,NA,musina,-22.34535,30.02685,vhembe district municipality
1238,south_africa,-0.3785495400311002,13,0,NA,NA,NA,NA,NA,musina,-22.34535,30.02685,vhembe district municipality
1239,south_africa,-0.6624035884880213,3,0,1,non-hh,national,NA,1,musina,-22.34535,30.02685,vhembe district municipality
1239,south_africa,-0.6624035884880213,3,0,1,non-hh,national,NA,1,musina,-22.34535,30.02685,vhembe district municipality
1240,south_africa,2.057408948128906,4,0,NA,NA,NA,NA,NA,musina,-22.34535,30.02685,vhembe district municipality
1241,south_africa,0.7644936217834506,10,2,NA,hh,national,NA,NA,musina,-22.34535,30.02685,vhembe district municipality
1241,south_africa,0.7644936217834506,10,2,NA,hh,national,NA,NA,musina,-22.34535,30.02685,vhembe district municipality
1242,south_africa,-0.8602432065041008,11,2,1,hh,national,NA,1,musina,-22.34535,30.02685,vhembe district municipality
1242,south_africa,-0.8602432065041008,11,2,1,hh,national,NA,NA,musina,-22.34535,30.02685,vhembe district municipality
1243,south_africa,-0.10884448766147975,6,0,NA,NA,NA,NA,NA,musina,-22.34535,30.02685,vhembe district municipality
1244,south_africa,-2.204502874003774,2,0,NA,NA,NA,NA,NA,musina,-22.34535,30.02685,vhembe district municipality
1245,south_africa,-0.13453068312525313,5,0,NA,NA,NA,NA,NA,musina,-22.34535,30.02685,vhembe district municipality
1246,south_africa,-0.5853450020967012,4,0,NA,NA,NA,NA,NA,musina,-22.34535,30.02685,vhembe district municipality
1247,south_africa,-0.5339726111691544,2,0,NA,NA,NA,NA,NA,musina,-22.34535,30.02685,vhembe district municipality
1248,south_africa,-0.5681024588532615,6,0,NA,NA,NA,NA,NA,musina,-22.34535,30.02685,vhembe district municipality
1249,south_africa,-1.5234802544869825,5,0,NA,NA,NA,NA,NA,musina,-22.34535,30.02685,vhembe district municipality
1250,south_africa,-0.8230198116638551,5,0,NA,NA,NA,NA,NA,musina,-22.34535,30.02685,vhembe district municipality
1251,south_africa,-3.3603816698735756,8,0,NA,NA,NA,NA,NA,musina,-22.34535,30.02685,vhembe district municipality
1252,south_africa,-0.08315829219770637,4,1,NA,hh,national,NA,NA,musina,-22.34535,30.02685,vhembe district municipality
1253,south_africa,-0.26575967366820374,7,0,NA,NA,NA,NA,NA,musina,-22.34535,30.02685,vhembe district municipality
1254,south_africa,-1.028509375374042,9,0,NA,NA,NA,NA,NA,musina,-22.34535,30.02685,vhembe district municipality
1255,south_africa,-0.5853450020967012,4,0,NA,NA,NA,NA,NA,musina,-22.34535,30.02685,vhembe district municipality
1256,south_africa,0.8819162296178432,4,0,NA,NA,NA,NA,NA,musina,-22.34535,30.02685,vhembe district municipality
1257,south_africa,-1.52525798468853,6,0,NA,NA,NA,NA,NA,musina,-22.34535,30.02685,vhembe district municipality
1258,south_africa,-2.5384234150328275,8,0,NA,NA,NA,NA,NA,musina,-22.34535,30.02685,vhembe district municipality
1259,south_africa,-1.4995717892247569,4,2,1,hh,national,NA,1,musina,-22.34535,30.02685,vhembe district municipality
1259,south_africa,-1.4995717892247569,4,2,1,hh,national,NA,NA,musina,-22.34535,30.02685,vhembe district municipality
1260,south_africa,-2.961195975932243,3,0,NA,NA,NA,NA,NA,musina,-22.34535,30.02685,vhembe district municipality
1261,south_africa,-1.387883629638057,4,1,1,hh,national,NA,1,musina,-22.34535,30.02685,vhembe district municipality
1262,south_africa,-2.641168196887921,10,0,NA,NA,NA,NA,NA,musina,-22.34535,30.02685,vhembe district municipality
1263,south_africa,-0.30149095363978007,11,0,NA,NA,NA,NA,NA,musina,-22.34535,30.02685,vhembe district municipality
1264,south_africa,-0.3400202468354401,9,0,NA,NA,NA,NA,NA,musina,-22.34535,30.02685,vhembe district municipality
1265,south_africa,-1.6216587192049305,5,0,NA,NA,NA,NA,NA,musina,-22.34535,30.02685,vhembe district municipality
1266,south_africa,-0.8743922025914017,6,0,NA,NA,NA,NA,NA,musina,-22.34535,30.02685,vhembe district municipality
1267,south_africa,-2.036236705133833,6,1,1,hh,national,NA,1,mutale,-22.5587,30.828,vhembe district municipality
1268,south_africa,-0.7202750298087616,5,3,1,hh,national,NA,1,mutale,-22.5587,30.828,vhembe district municipality
1268,south_africa,-0.7202750298087616,5,3,1,hh,national,NA,1,mutale,-22.5587,30.828,vhembe district municipality
1268,south_africa,-0.7202750298087616,5,3,1,hh,national,NA,1,mutale,-22.5587,30.828,vhembe district municipality
1269,south_africa,-1.028509375374042,9,0,NA,NA,NA,NA,NA,mutale,-22.5587,30.828,vhembe district municipality
1270,south_africa,-0.9257645935189485,7,0,NA,NA,NA,NA,NA,mutale,-22.5587,30.828,vhembe district municipality
1271,south_africa,-2.581096196013422,2,0,NA,NA,NA,NA,NA,mutale,-22.5587,30.828,vhembe district municipality
1272,south_africa,0.1111992387715254,7,1,1,hh,national,NA,1,mutale,-22.5587,30.828,vhembe district municipality
1273,south_africa,-0.2052452221778801,5,0,NA,NA,NA,NA,NA,thulamela,-22.929,30.9332,vhembe district municipality
1274,south_africa,-0.9362521286425761,8,0,NA,NA,NA,NA,NA,thulamela,-22.929,30.9332,vhembe district municipality
1275,south_africa,-2.194742314248135,1,1,NA,hh,national,NA,NA,thulamela,-22.929,30.9332,vhembe district municipality
1276,south_africa,-0.2180883199097668,4,0,NA,NA,NA,NA,NA,thulamela,-22.929,30.9332,vhembe district municipality
1277,south_africa,0.24362681149796997,5,0,NA,NA,NA,NA,NA,thulamela,-22.929,30.9332,vhembe district municipality
1278,south_africa,-0.9771369844464952,8,2,1,hh,national,NA,1,thulamela,-22.929,30.9332,vhembe district municipality
1278,south_africa,-0.9771369844464952,8,2,1,hh,national,NA,NA,thulamela,-22.929,30.9332,vhembe district municipality
1279,south_africa,-2.190353877916473,4,0,NA,NA,NA,NA,NA,thulamela,-22.929,30.9332,vhembe district municipality
1280,south_africa,-1.7280023595685525,3,0,NA,NA,NA,NA,NA,thulamela,-22.929,30.9332,vhembe district municipality
1281,south_africa,-0.006099705806386274,5,0,NA,NA,NA,NA,NA,thulamela,-22.929,30.9332,vhembe district municipality
1282,south_africa,-1.0809427161102756,4,0,NA,NA,NA,NA,NA,thulamela,-22.929,30.9332,vhembe district municipality
1283,south_africa,-2.3329338513226405,4,0,NA,NA,NA,NA,NA,thulamela,-22.929,30.9332,vhembe district municipality
1284,south_africa,-2.435678633177734,2,0,NA,NA,NA,NA,NA,thulamela,-22.929,30.9332,vhembe district municipality
1285,south_africa,-1.8821195323511926,4,0,NA,NA,NA,NA,NA,thulamela,-22.929,30.9332,vhembe district municipality
1286,south_africa,-0.6161684366532292,6,0,NA,NA,NA,NA,NA,thulamela,-22.929,30.9332,vhembe district municipality
1287,south_africa,-0.8358629093957417,7,0,NA,NA,NA,NA,NA,thulamela,-22.929,30.9332,vhembe district municipality
1288,south_africa,1.4173251146106516,6,0,NA,NA,NA,NA,NA,thulamela,-22.929,30.9332,vhembe district municipality
1289,south_africa,-0.135892494425692,4,0,NA,NA,NA,NA,NA,thulamela,-22.929,30.9332,vhembe district municipality
1290,south_africa,-0.18590307405279985,8,0,NA,NA,NA,NA,NA,thulamela,-22.929,30.9332,vhembe district municipality
1291,south_africa,-1.6023165710798504,6,0,NA,NA,NA,NA,NA,thulamela,-22.929,30.9332,vhembe district municipality
1292,south_africa,-0.14102973351844672,5,1,1,hh,national,NA,1,thulamela,-22.929,30.9332,vhembe district municipality
1293,south_africa,-0.2694607108373136,5,0,NA,NA,NA,NA,NA,thulamela,-22.929,30.9332,vhembe district municipality
1294,south_africa,-0.19753936353874813,6,0,NA,NA,NA,NA,NA,thulamela,-22.929,30.9332,vhembe district municipality
1295,south_africa,-1.028509375374042,9,0,NA,NA,NA,NA,NA,thulamela,-22.929,30.9332,vhembe district municipality
1296,south_africa,-0.9422065497593638,3,0,NA,NA,NA,NA,NA,thulamela,-22.929,30.9332,vhembe district municipality
1297,south_africa,-2.0170495600632528,4,2,1,hh,national,NA,1,thulamela,-22.929,30.9332,vhembe district municipality
1297,south_africa,-2.0170495600632528,4,2,1,hh,national,NA,NA,thulamela,-22.929,30.9332,vhembe district municipality
1298,south_africa,-1.4384388385415707,3,1,NA,hh,national,NA,NA,thulamela,-22.929,30.9332,vhembe district municipality
1299,south_africa,-0.14102973351844672,5,0,NA,NA,NA,NA,NA,thulamela,-22.929,30.9332,vhembe district municipality
1300,south_africa,-0.135892494425692,4,1,1,hh,national,NA,1,thulamela,-22.929,30.9332,vhembe district municipality
1301,south_africa,-1.44819939829721,2,3,NA,hh,national,NA,NA,thulamela,-22.929,30.9332,vhembe district municipality
1301,south_africa,-1.44819939829721,2,3,NA,hh,national,NA,NA,thulamela,-22.929,30.9332,vhembe district municipality
1301,south_africa,-1.44819939829721,2,3,NA,hh,international,NA,NA,thulamela,-22.929,30.9332,vhembe district municipality
1302,south_africa,-0.8463504445193694,3,0,NA,NA,NA,NA,NA,thulamela,-22.929,30.9332,vhembe district municipality
1303,south_africa,-1.9486083779946572,5,0,NA,NA,NA,NA,NA,thulamela,-22.929,30.9332,vhembe district municipality
1304,south_africa,-0.7797008928393632,5,0,NA,NA,NA,NA,NA,thulamela,-22.929,30.9332,vhembe district municipality
1305,south_africa,-1.0914189656780608,7,0,NA,NA,NA,NA,NA,thulamela,-22.929,30.9332,vhembe district municipality
1306,south_africa,-2.0170495600632528,4,0,NA,NA,NA,NA,NA,thulamela,-22.929,30.9332,vhembe district municipality
1307,south_africa,-2.435678633177734,4,1,NA,hh,national,NA,NA,thulamela,-22.929,30.9332,vhembe district municipality
1309,south_africa,-0.2694607108373136,5,0,NA,NA,NA,NA,NA,makhado,-23.0176,29.7984,vhembe district municipality
1310,south_africa,-2.5706086608897945,8,0,NA,NA,NA,NA,NA,makhado,-23.0176,29.7984,vhembe district municipality
1311,south_africa,-0.6238742952923612,5,0,NA,NA,NA,NA,NA,makhado,-23.0176,29.7984,vhembe district municipality
1312,south_africa,0.38737946541295565,9,1,NA,hh,national,NA,NA,makhado,-23.0176,29.7984,vhembe district municipality
1313,south_africa,-0.16671592898222004,6,1,1,hh,national,NA,1,makhado,-23.0176,29.7984,vhembe district municipality
1314,south_africa,-0.7395396764065916,9,1,1,hh,national,NA,1,makhado,-23.0176,29.7984,vhembe district municipality
1315,south_africa,-0.24377451537354017,6,0,NA,NA,NA,NA,NA,makhado,-23.0176,29.7984,vhembe district municipality
1316,south_africa,-0.10506905986916404,3,1,NA,hh,national,NA,NA,makhado,-23.0176,29.7984,vhembe district municipality
1317,south_africa,-0.06397114712712659,5,3,1,hh,national,NA,1,makhado,-23.0176,29.7984,vhembe district municipality
1317,south_africa,-0.06397114712712659,5,3,1,hh,national,NA,1,makhado,-23.0176,29.7984,vhembe district municipality
1317,south_africa,-0.06397114712712659,5,3,1,hh,national,NA,1,makhado,-23.0176,29.7984,vhembe district municipality
1318,south_africa,-0.04342219075610795,1,0,NA,NA,NA,NA,NA,makhado,-23.0176,29.7984,vhembe district municipality
1319,south_africa,1.4671124146762884,5,3,1,hh,national,NA,1,makhado,-23.0176,29.7984,vhembe district municipality
1319,south_africa,1.4671124146762884,5,3,1,hh,national,NA,NA,makhado,-23.0176,29.7984,vhembe district municipality
1319,south_africa,1.4671124146762884,5,3,1,hh,national,NA,1,makhado,-23.0176,29.7984,vhembe district municipality
1320,south_africa,-0.006099705806386274,5,0,NA,NA,NA,NA,NA,makhado,-23.0176,29.7984,vhembe district municipality
1321,south_africa,-1.6858742078643638,5,0,NA,NA,NA,NA,NA,makhado,-23.0176,29.7984,vhembe district municipality
1322,south_africa,-0.07835387101731381,4,3,1,hh,national,NA,1,makhado,-23.0176,29.7984,vhembe district municipality
1322,south_africa,-0.07835387101731381,4,3,1,hh,national,NA,NA,makhado,-23.0176,29.7984,vhembe district municipality
1322,south_africa,-0.07835387101731381,4,3,1,hh,national,NA,NA,makhado,-23.0176,29.7984,vhembe district municipality
1323,south_africa,-0.03178590127015965,5,0,NA,NA,NA,NA,NA,makhado,-23.0176,29.7984,vhembe district municipality
1324,south_africa,0.5508804386708221,6,0,NA,NA,NA,NA,NA,makhado,-23.0176,29.7984,vhembe district municipality
1325,south_africa,0.07149517415356799,7,1,1,hh,national,NA,1,makhado,-23.0176,29.7984,vhembe district municipality
1326,south_africa,-0.16671592898222004,2,0,NA,NA,NA,NA,NA,makhado,-23.0176,29.7984,vhembe district municipality
1327,south_africa,0.5315382905457419,9,0,NA,NA,NA,NA,NA,makhado,-23.0176,29.7984,vhembe district municipality
1328,south_africa,0.27473224885303305,6,0,NA,non-hh,national,NA,NA,makhado,-23.0176,29.7984,vhembe district municipality
1329,south_africa,-0.14469919001327147,6,0,NA,NA,NA,NA,NA,makhado,-23.0176,29.7984,vhembe district municipality
1330,south_africa,0.11925326476995393,4,1,NA,hh,national,NA,NA,makhado,-23.0176,29.7984,vhembe district municipality
1331,south_africa,-1.2853713300117755,14,3,1,hh,national,NA,1,makhado,-23.0176,29.7984,vhembe district municipality
1331,south_africa,-1.2853713300117755,14,3,1,hh,national,NA,NA,makhado,-23.0176,29.7984,vhembe district municipality
1331,south_africa,-1.2853713300117755,14,3,1,hh,national,NA,NA,makhado,-23.0176,29.7984,vhembe district municipality
1332,south_africa,-2.281561460395094,3,0,NA,NA,NA,NA,NA,makhado,-23.0176,29.7984,vhembe district municipality
1333,south_africa,-0.13453068312525313,5,2,NA,hh,national,NA,NA,makhado,-23.0176,29.7984,vhembe district municipality
1333,south_africa,-0.13453068312525313,5,2,NA,hh,national,NA,NA,makhado,-23.0176,29.7984,vhembe district municipality
1334,south_africa,1.205037555818304,6,0,NA,NA,NA,NA,NA,makhado,-23.0176,29.7984,vhembe district municipality
1335,south_africa,-0.3692492747963284,3,0,NA,NA,NA,NA,NA,makhado,-23.0176,29.7984,vhembe district municipality
1336,south_africa,0.1307192017544675,5,0,NA,NA,NA,NA,NA,makhado,-23.0176,29.7984,vhembe district municipality
1337,south_africa,-0.8743922025914017,12,0,NA,NA,NA,NA,NA,makhado,-23.0176,29.7984,vhembe district municipality
1339,south_africa,0.6200628139215755,5,0,NA,NA,NA,NA,NA,makhado,-23.0176,29.7984,vhembe district municipality
1340,south_africa,-1.7280023595685525,2,0,NA,NA,NA,NA,NA,makhado,-23.0176,29.7984,vhembe district municipality
1341,south_africa,-2.6324685869409685,4,1,NA,hh,national,NA,NA,makhado,-23.0176,29.7984,vhembe district municipality
