house,district,census_tract,country,wealth_index,hh_size,migrant_num,any_remit,migrant_hh,migrant_loc,hh_months,remit,lat,long
116,rivers,afam nta,nigeria,0.0725683247412175,7,1,1,hh,national,96,1,4.8060600000000004,7.3447
117,rivers,afam nta,nigeria,0.6195519065995764,5,0,NA,NA,NA,NA,NA,4.8060600000000004,7.3447
118,rivers,afam nta,nigeria,-0.7545518664479542,12,0,NA,NA,NA,NA,NA,4.8060600000000004,7.3447
119,rivers,afam nta,nigeria,0.0805847930702302,11,0,NA,NA,NA,NA,NA,4.8060600000000004,7.3447
120,rivers,afam nta,nigeria,-0.6907788317710339,7,1,1,hh,international,192,1,4.8060600000000004,7.3447
121,rivers,afam nta,nigeria,1.1404048620879048,7,1,1,hh,international,36,1,4.8060600000000004,7.3447
122,rivers,afam nta,nigeria,0.09561567118712905,8,1,1,hh,international,60,1,4.8060600000000004,7.3447
123,rivers,afam nta,nigeria,-0.7274962858375362,9,1,1,hh,international,60,1,4.8060600000000004,7.3447
124,rivers,afam nta,nigeria,0.47240539683072014,8,1,1,hh,international,84,1,4.8060600000000004,7.3447
125,rivers,afam nta,nigeria,-1.5190263388189729,8,1,1,hh,international,72,1,4.8060600000000004,7.3447
126,rivers,afam nta,nigeria,-1.5415726559943213,15,1,NA,hh,international,48,NA,4.8060600000000004,7.3447
127,rivers,afam nta,nigeria,-0.7039308501233204,7,1,1,hh,international,72,1,4.8060600000000004,7.3447
128,rivers,afam nta,nigeria,0.740567789998402,7,1,1,hh,international,36,1,4.8060600000000004,7.3447
129,rivers,afam nta,nigeria,-0.7014257037705041,10,1,1,hh,international,48,1,4.8060600000000004,7.3447
130,lagos,ajido,nigeria,1.6661558164210022,1,1,NA,hh,international,24,NA,6.41667,3.01667
131,lagos,ajido,nigeria,1.5141213820654138,10,1,1,hh,international,36,1,6.41667,3.01667
132,lagos,ajido,nigeria,0.5098172162074096,3,2,NA,hh,international,12,NA,6.41667,3.01667
132,lagos,ajido,nigeria,0.5098172162074096,3,2,NA,hh,international,36,NA,6.41667,3.01667
133,lagos,ajido,nigeria,1.0440271241169543,3,1,NA,hh,international,6,NA,6.41667,3.01667
134,lagos,ajido,nigeria,0.9530637168131212,6,1,NA,hh,international,72,NA,6.41667,3.01667
135,lagos,ajido,nigeria,2.2050207503302137,8,3,NA,hh,national,12,NA,6.41667,3.01667
135,lagos,ajido,nigeria,2.2050207503302137,8,3,NA,hh,national,12,NA,6.41667,3.01667
135,lagos,ajido,nigeria,2.2050207503302137,8,3,NA,hh,international,24,NA,6.41667,3.01667
136,lagos,ajido,nigeria,1.055807847065429,9,2,1,hh,national,36,1,6.41667,3.01667
136,lagos,ajido,nigeria,1.055807847065429,9,2,1,hh,national,60,1,6.41667,3.01667
137,lagos,ajido,nigeria,-2.0486453427740234,8,1,1,hh,national,12,1,6.41667,3.01667
139,lagos,ajido,nigeria,-0.006646795162024918,5,2,NA,hh,national,36,NA,6.41667,3.01667
139,lagos,ajido,nigeria,-0.006646795162024918,5,2,NA,hh,national,36,NA,6.41667,3.01667
140,lagos,ajido,nigeria,-0.3640788151669464,8,1,NA,hh,international,48,NA,6.41667,3.01667
141,lagos,ajido,nigeria,0.10790647188367107,4,0,NA,NA,NA,NA,NA,6.41667,3.01667
142,lagos,ajido,nigeria,0.5017207896851332,9,2,NA,hh,national,24,NA,6.41667,3.01667
142,lagos,ajido,nigeria,0.5017207896851332,9,2,NA,hh,national,36,NA,6.41667,3.01667
143,lagos,ajido,nigeria,2.1976965566259503,1,1,1,hh,international,48,1,6.41667,3.01667
144,lagos,ajido,nigeria,1.2003629986399427,5,2,NA,hh,national,36,NA,6.41667,3.01667
144,lagos,ajido,nigeria,1.2003629986399427,5,2,NA,hh,national,24,NA,6.41667,3.01667
145,lagos,ajido,nigeria,1.2454556329906392,3,1,NA,hh,national,24,NA,6.41667,3.01667
146,lagos,ajido,nigeria,1.2680019501659876,2,1,1,hh,international,36,1,6.41667,3.01667
147,lagos,ajido,nigeria,1.1778166814645943,3,0,NA,NA,NA,NA,NA,6.41667,3.01667
148,lagos,ajido,nigeria,1.1327240471138975,8,2,1,hh,international,36,1,6.41667,3.01667
148,lagos,ajido,nigeria,1.1327240471138975,8,2,1,hh,international,36,NA,6.41667,3.01667
149,lagos,ajido,nigeria,0.8854247652870763,3,2,NA,hh,national,12,NA,6.41667,3.01667
149,lagos,ajido,nigeria,0.8854247652870763,3,2,NA,hh,national,24,NA,6.41667,3.01667
150,lagos,ajido,nigeria,0.9885715789370916,8,1,NA,hh,national,24,NA,6.41667,3.01667
151,ondo,akinala alade,nigeria,3.2629455867585633,5,2,1,hh,national,24,1,7.109534365,5.115648862
151,ondo,akinala alade,nigeria,3.2629455867585633,5,2,1,hh,international,36,1,7.109534365,5.115648862
152,ondo,akinala alade,nigeria,0.7412722971102707,3,1,NA,hh,international,24,NA,7.109534365,5.115648862
153,ondo,akinala alade,nigeria,1.9949549838139626,3,1,1,hh,international,36,1,7.109534365,5.115648862
153,ondo,akinala alade,nigeria,1.9949549838139626,3,1,1,non-hh,national,NA,1,7.109534365,5.115648862
154,ondo,akinala alade,nigeria,1.125373983971006,4,2,NA,hh,national,12,NA,7.109534365,5.115648862
154,ondo,akinala alade,nigeria,1.125373983971006,4,2,NA,hh,international,24,NA,7.109534365,5.115648862
155,ondo,akinala alade,nigeria,1.7057650780558746,3,2,NA,hh,national,24,NA,7.109534365,5.115648862
155,ondo,akinala alade,nigeria,1.7057650780558746,3,2,NA,hh,international,12,NA,7.109534365,5.115648862
156,ondo,akinala alade,nigeria,2.2801751409147077,4,3,1,hh,national,24,NA,7.109534365,5.115648862
156,ondo,akinala alade,nigeria,2.2801751409147077,4,3,1,hh,national,24,NA,7.109534365,5.115648862
