house,district,census_tract,country,date,wealth_index,hh_size,migrant_num,any_remit,migrant_hh,migrant_loc,hh_months,remit,lat,long
888,machakos,mbondoni,kenya,2009-11-09,-0.9383240914496853,5,2,1,hh,national,25,1,-0.971685469,37.99497116
889,machakos,mbondoni,kenya,2009-11-09,-1.7379899191070638,6,2,1,hh,international,254,1,-0.971685469,37.99497116
889,machakos,mbondoni,kenya,2009-11-09,-1.7379899191070638,6,2,1,hh,international,120,1,-0.971685469,37.99497116
890,machakos,mbondoni,kenya,2009-11-10,0.3411888319719998,4,1,NA,hh,national,92,NA,-0.971685469,37.99497116
891,machakos,mususye,kenya,2009-11-13,0.8183199699826396,5,1,1,hh,international,121,1,-1.521255838,37.26570298
892,machakos,mususye,kenya,2009-11-13,1.3036270646621053,2,4,1,hh,international,372,1,-1.521255838,37.26570298
892,machakos,mususye,kenya,2009-11-13,1.3036270646621053,2,4,1,hh,international,180,NA,-1.521255838,37.26570298
892,machakos,mususye,kenya,2009-11-13,1.3036270646621053,2,4,1,hh,international,336,NA,-1.521255838,37.26570298
892,machakos,mususye,kenya,2009-11-13,1.3036270646621053,2,4,1,hh,international,312,NA,-1.521255838,37.26570298
893,machakos,mususye,kenya,2009-11-13,0.828346444114828,4,2,1,hh,national,28,NA,-1.521255838,37.26570298
893,machakos,mususye,kenya,2009-11-13,0.828346444114828,4,2,1,hh,international,156,1,-1.521255838,37.26570298
893,machakos,mususye,kenya,2009-11-13,0.828346444114828,4,2,1,non-hh,national,NA,1,-1.521255838,37.26570298
894,machakos,mususye,kenya,2009-11-13,0.594916354439494,1,2,1,hh,international,87,1,-1.521255838,37.26570298
894,machakos,mususye,kenya,2009-11-13,0.594916354439494,1,2,1,hh,national,76,1,-1.521255838,37.26570298
895,machakos,mususye,kenya,2009-11-13,-0.3183245631316846,3,1,1,hh,international,108,1,-1.521255838,37.26570298
896,machakos,mususye,kenya,2009-11-13,-0.3062927941730584,4,2,1,hh,international,120,1,-1.521255838,37.26570298
896,machakos,mususye,kenya,2009-11-13,-0.3062927941730584,4,2,1,hh,international,72,NA,-1.521255838,37.26570298
897,machakos,mususye,kenya,2009-11-13,-0.21209014531525522,5,1,NA,hh,international,120,NA,-1.521255838,37.26570298
898,machakos,mususye,kenya,2009-11-13,2.0052709870498373,3,2,1,hh,national,27,1,-1.521255838,37.26570298
898,machakos,mususye,kenya,2009-11-13,2.0052709870498373,3,2,1,hh,national,73,NA,-1.521255838,37.26570298
899,machakos,mususye,kenya,2009-11-13,1.5299903665025598,5,2,1,hh,national,14,1,-1.521255838,37.26570298
899,machakos,mususye,kenya,2009-11-13,1.5299903665025598,5,2,1,hh,national,14,1,-1.521255838,37.26570298
900,machakos,mususye,kenya,2009-11-13,0.6049976867009883,4,2,1,hh,national,48,1,-1.521255838,37.26570298
900,machakos,mususye,kenya,2009-11-13,0.6049976867009883,4,2,1,hh,national,48,1,-1.521255838,37.26570298
901,machakos,mususye,kenya,2009-11-13,1.1461181716631708,5,1,NA,hh,national,173,NA,-1.521255838,37.26570298
902,machakos,mususye,kenya,2009-11-13,0.36727700064454577,3,1,NA,hh,national,3,NA,-1.521255838,37.26570298
903,machakos,mususye,kenya,2009-11-13,1.1060122751344168,4,1,1,hh,national,15,1,-1.521255838,37.26570298
904,machakos,mususye,kenya,2009-11-13,1.0859593268700398,4,2,1,hh,national,42,1,-1.521255838,37.26570298
904,machakos,mususye,kenya,2009-11-13,1.0859593268700398,4,2,1,hh,national,24,1,-1.521255838,37.26570298
905,machakos,mususye,kenya,2009-11-13,1.295609663592756,5,0,NA,NA,NA,NA,NA,-1.521255838,37.26570298
906,machakos,mususye,kenya,2009-11-13,-0.2856669045296992,8,0,NA,NA,NA,NA,NA,-1.521255838,37.26570298
907,machakos,mususye,kenya,2009-11-13,0.38732994890892275,8,0,NA,NA,NA,NA,NA,-1.521255838,37.26570298
908,nairobi,loresho,kenya,2009-11-23,-2.935074603495319,8,2,1,hh,international,156,1,-1.253745825,36.75036738
908,nairobi,loresho,kenya,2009-11-23,-2.935074603495319,8,2,1,hh,international,120,NA,-1.253745825,36.75036738
909,machakos,kanzia,kenya,2009-11-14,2.0453768835785913,5,0,NA,NA,NA,NA,NA,-1.522119854,37.26569689
910,machakos,mbondoni,kenya,2009-11-09,1.5299903665025598,5,1,1,hh,national,80,1,-0.971685469,37.99497116
911,machakos,mbondoni,kenya,2009-11-09,-0.3805080386801092,5,1,1,hh,national,70,1,-0.971685469,37.99497116
912,machakos,mbondoni,kenya,2009-11-09,-0.24104302088271212,10,1,1,hh,national,240,1,-0.971685469,37.99497116
913,machakos,mbondoni,kenya,2009-11-09,0.3211358837076228,5,1,1,hh,national,276,1,-0.971685469,37.99497116
914,machakos,mbondoni,kenya,2009-11-09,0.3050935250961212,7,1,1,hh,national,66,1,-0.971685469,37.99497116
915,machakos,mbondoni,kenya,2009-11-09,1.4898844699738059,4,4,1,hh,national,59,1,-0.971685469,37.99497116
915,machakos,mbondoni,kenya,2009-11-09,1.4898844699738059,4,4,1,hh,national,47,1,-0.971685469,37.99497116
915,machakos,mbondoni,kenya,2009-11-09,1.4898844699738059,4,4,1,hh,national,47,1,-0.971685469,37.99497116
915,machakos,mbondoni,kenya,2009-11-09,1.4898844699738059,4,4,1,hh,national,35,1,-0.971685469,37.99497116
916,machakos,mbondoni,kenya,2009-11-09,0.5046330940685699,8,2,NA,hh,national,23,NA,-0.971685469,37.99497116
916,machakos,mbondoni,kenya,2009-11-09,0.5046330940685699,8,2,NA,hh,national,23,NA,-0.971685469,37.99497116
917,machakos,mbondoni,kenya,2009-11-09,-0.9483505655818738,5,0,NA,NA,NA,NA,NA,-0.971685469,37.99497116
918,machakos,mbondoni,kenya,2009-11-09,0.26097703891449175,2,1,NA,hh,international,60,NA,-0.971685469,37.99497116
919,machakos,mbondoni,kenya,2009-11-09,-0.9684035138462508,3,1,1,hh,national,276,1,-0.971685469,37.99497116
920,machakos,mbondoni,kenya,2009-11-11,-2.4613398224177265,2,1,1,hh,international,91,1,-0.971685469,37.99497116
921,machakos,mbondoni,kenya,2009-11-09,0.34429380157163314,2,2,1,hh,international,15,1,-0.971685469,37.99497116
921,machakos,mbondoni,kenya,2009-11-09,0.34429380157163314,2,2,1,hh,national,120,1,-0.971685469,37.99497116
922,machakos,mbondoni,kenya,2009-11-09,-2.4553239379384135,3,2,1,hh,national,73,1,-0.971685469,37.99497116
922,machakos,mbondoni,kenya,2009-11-09,-2.4553239379384135,3,2,1,hh,national,40,NA,-0.971685469,37.99497116
923,machakos,mbondoni,kenya,2009-11-09,0.32614912077371705,7,1,1,hh,national,154,1,-0.971685469,37.99497116
923,machakos,mbondoni,kenya,2009-11-09,0.32614912077371705,7,1,1,non-hh,national,NA,1,-0.971685469,37.99497116
924,machakos,mbondoni,kenya,2009-11-09,-0.9142605535324329,7,2,NA,hh,national,16,NA,-0.971685469,37.99497116
924,machakos,mbondoni,kenya,2009-11-09,-0.9142605535324329,7,2,NA,hh,national,52,NA,-0.971685469,37.99497116
925,machakos,mbondoni,kenya,2009-11-09,-0.3404021421513552,5,1,1,hh,national,15,1,-0.971685469,37.99497116
926,machakos,mbondoni,kenya,2009-11-09,-0.3955477498783919,3,1,1,hh,national,69,1,-0.971685469,37.99497116
926,machakos,mbondoni,kenya,2009-11-09,-0.3955477498783919,3,1,1,non-hh,national,NA,1,-0.971685469,37.99497116
927,machakos,mususye,kenya,2009-11-13,-1.0828388643820126,3,0,1,non-hh,national,NA,1,-1.521255838,37.26570298
928,machakos,mususye,kenya,2009-11-13,2.194868375508177,5,0,NA,NA,NA,NA,NA,-1.521255838,37.26570298
929,machakos,mususye,kenya,2009-11-13,1.4898844699738059,4,0,NA,NA,NA,NA,NA,-1.521255838,37.26570298
930,machakos,mususye,kenya,2009-11-14,0.40134767676513083,6,0,NA,NA,NA,NA,NA,-1.521255838,37.26570298
931,machakos,makadara,kenya,2009-11-12,0.5989602452244311,2,2,NA,hh,national,660,NA,-1.296292895,36.87271104
931,machakos,makadara,kenya,2009-11-12,0.5989602452244311,2,2,NA,hh,national,540,NA,-1.296292895,36.87271104
932,machakos,makadara,kenya,2009-11-12,-1.3759737681091682,2,1,1,hh,national,4,1,-1.296292895,36.87271104
932,machakos,makadara,kenya,2009-11-12,-1.3759737681091682,2,1,1,non-hh,national,NA,1,-1.296292895,36.87271104
933,machakos,makadara,kenya,2009-11-12,-2.425244515541848,4,2,1,hh,national,38,1,-1.296292895,36.87271104
933,machakos,makadara,kenya,2009-11-12,-2.425244515541848,4,2,1,hh,national,16,NA,-1.296292895,36.87271104
934,machakos,makadara,kenya,2009-11-12,-1.5962159206834008,5,1,NA,hh,national,24,NA,-1.296292895,36.87271104
935,machakos,makadara,kenya,2009-11-12,1.3256890859893216,3,1,1,hh,national,15,1,-1.296292895,36.87271104
936,machakos,makadara,kenya,2009-11-11,-1.6864541878730972,1,1,NA,hh,national,36,NA,-1.296292895,36.87271104
938,machakos,makadara,kenya,2009-11-12,-2.8591105885351156,3,1,1,hh,international,38,1,-1.296292895,36.87271104
939,machakos,makadara,kenya,2009-11-12,-0.1608312278252041,3,1,1,hh,international,84,1,-1.296292895,36.87271104
940,machakos,makadara,kenya,2009-11-12,-0.7186472805947801,3,3,1,hh,international,64,NA,-1.296292895,36.87271104
940,machakos,makadara,kenya,2009-11-12,-0.7186472805947801,3,3,1,hh,international,86,NA,-1.296292895,36.87271104
940,machakos,makadara,kenya,2009-11-12,-0.7186472805947801,3,3,1,hh,international,85,1,-1.296292895,36.87271104
941,machakos,makadara,kenya,2009-11-12,-3.11587804943086,3,3,1,hh,national,158,1,-1.296292895,36.87271104
941,machakos,makadara,kenya,2009-11-12,-3.11587804943086,3,3,1,hh,national,137,1,-1.296292895,36.87271104
941,machakos,makadara,kenya,2009-11-12,-3.11587804943086,3,3,1,hh,international,15,NA,-1.296292895,36.87271104
942,thika,juja,kenya,2009-11-21,-3.320279494146605,4,1,1,hh,international,36,1,-1.097205267,37.02491062
943,thika,majengo,kenya,2009-11-20,-1.1192433131699804,1,2,1,hh,international,28,1,-1.280655187,36.84627548
943,thika,majengo,kenya,2009-11-20,-1.1192433131699804,1,2,1,hh,international,15,1,-1.280655187,36.84627548
944,thika,majengo,kenya,2009-11-20,-0.8995665023150752,3,1,1,hh,international,22,1,-1.280655187,36.84627548
945,thika,mabanda,kenya,2009-11-18,1.5299903665025598,5,3,1,hh,national,53,1,-1.041188884,37.0787284
945,thika,mabanda,kenya,2009-11-18,1.5299903665025598,5,3,1,hh,national,64,1,-1.041188884,37.0787284
945,thika,mabanda,kenya,2009-11-18,1.5299903665025598,5,3,1,hh,national,20,1,-1.041188884,37.0787284
946,thika,muirini,kenya,2009-11-19,0.888505288907959,6,1,1,hh,national,58,1,-0.923809304,37.00615886
946,thika,muirini,kenya,2009-11-19,0.888505288907959,6,1,1,non-hh,national,NA,1,-0.923809304,37.00615886
947,thika,muirini,kenya,2009-11-19,0.7964165042549,3,6,1,hh,national,245,1,-0.923809304,37.00615886
947,thika,muirini,kenya,2009-11-19,0.7964165042549,3,6,1,hh,national,126,1,-0.923809304,37.00615886
947,thika,muirini,kenya,2009-11-19,0.7964165042549,3,6,1,hh,national,240,1,-0.923809304,37.00615886
947,thika,muirini,kenya,2009-11-19,0.7964165042549,3,6,1,hh,national,360,1,-0.923809304,37.00615886
947,thika,muirini,kenya,2009-11-19,0.7964165042549,3,6,1,hh,national,60,NA,-0.923809304,37.00615886
947,thika,muirini,kenya,2009-11-19,0.7964165042549,3,6,1,hh,national,12,NA,-0.923809304,37.00615886
948,thika,muirini,kenya,2009-11-19,1.7549494120790392,3,1,1,hh,national,44,1,-0.923809304,37.00615886
949,thika,muirini,kenya,2009-11-20,0.05953174722839155,3,3,1,hh,national,NA,1,-0.923809304,37.00615886
949,thika,muirini,kenya,2009-11-20,0.05953174722839155,3,3,1,hh,national,NA,NA,-0.923809304,37.00615886
949,thika,muirini,kenya,2009-11-20,0.05953174722839155,3,3,1,hh,national,NA,NA,-0.923809304,37.00615886
950,thika,muirini,kenya,2009-11-19,0.030708412208070968,3,1,1,hh,national,34,1,-0.923809304,37.00615886
951,thika,muirini,kenya,2009-11-19,0.5208805687775142,4,1,1,hh,national,82,1,-0.923809304,37.00615886
951,thika,muirini,kenya,2009-11-19,0.5208805687775142,4,1,1,non-hh,national,NA,1,-0.923809304,37.00615886
952,thika,mabanda,kenya,2009-11-18,-0.6929871510835175,5,1,NA,hh,national,24,NA,-1.041188884,37.0787284
953,thika,juja,kenya,2009-11-21,-0.7837154411222675,5,2,NA,hh,national,12,NA,-1.097205267,37.02491062
954,thika,juja,kenya,2009-11-21,-2.3311675915070564,4,2,1,hh,national,24,1,-1.097205267,37.02491062
954,thika,juja,kenya,2009-11-21,-2.3311675915070564,4,2,1,hh,national,96,1,-1.097205267,37.02491062
955,thika,juja,kenya,2009-11-21,-2.301088169110491,3,1,1,hh,national,18,1,-1.097205267,37.02491062
956,thika,majengo,kenya,2009-11-20,-0.9647573172209882,2,1,NA,hh,national,60,NA,-1.280655187,36.84627548
957,thika,majengo,kenya,2009-11-20,-0.44937080014495695,2,1,1,hh,national,249,1,-1.280655187,36.84627548
958,thika,majengo,kenya,2009-11-20,-1.535491734170942,2,1,1,hh,national,84,1,-1.280655187,36.84627548
959,thika,mabanda,kenya,2009-11-18,0.5862008258128562,5,1,NA,hh,national,12,NA,-1.041188884,37.0787284
960,thika,mabanda,kenya,2009-11-18,-0.9948367396175539,3,1,NA,hh,national,84,NA,-1.041188884,37.0787284
961,thika,guthunguri,kenya,2009-11-19,-1.6262953430799663,2,1,1,hh,national,8,1,-1.058419348,36.773918020000004
962,thika,guthunguri,kenya,2009-11-19,-0.6086677410131573,4,1,1,hh,national,24,1,-1.058419348,36.773918020000004
963,thika,mabanda,kenya,2009-11-18,-0.30930073641271494,3,7,1,hh,national,180,1,-1.041188884,37.0787284
963,thika,mabanda,kenya,2009-11-18,-0.30930073641271494,3,7,1,hh,national,60,NA,-1.041188884,37.0787284
963,thika,mabanda,kenya,2009-11-18,-0.30930073641271494,3,7,1,hh,national,96,NA,-1.041188884,37.0787284
963,thika,mabanda,kenya,2009-11-18,-0.30930073641271494,3,7,1,hh,national,144,NA,-1.041188884,37.0787284
963,thika,mabanda,kenya,2009-11-18,-0.30930073641271494,3,7,1,hh,national,156,1,-1.041188884,37.0787284
963,thika,mabanda,kenya,2009-11-18,-0.30930073641271494,3,7,1,hh,national,168,NA,-1.041188884,37.0787284
963,thika,mabanda,kenya,2009-11-18,-0.30930073641271494,3,7,1,hh,national,144,NA,-1.041188884,37.0787284
964,thika,juja,kenya,2009-11-20,-1.536998413193536,2,4,NA,hh,national,504,NA,-1.097205267,37.02491062
964,thika,juja,kenya,2009-11-20,-1.536998413193536,2,4,NA,hh,national,444,NA,-1.097205267,37.02491062
964,thika,juja,kenya,2009-11-20,-1.536998413193536,2,4,NA,hh,national,420,NA,-1.097205267,37.02491062
964,thika,juja,kenya,2009-11-20,-1.536998413193536,2,4,NA,hh,national,396,NA,-1.097205267,37.02491062
965,thika,juja,kenya,2009-11-21,-0.9597253471082063,4,2,1,hh,national,12,1,-1.097205267,37.02491062
965,thika,juja,kenya,2009-11-21,-0.9597253471082063,4,2,1,hh,national,12,1,-1.097205267,37.02491062
966,thika,muirini,kenya,2009-11-19,2.4598954338789123,8,1,1,hh,national,276,1,-0.923809304,37.00615886
967,thika,muirini,kenya,2009-11-19,-0.3143139734788092,2,5,NA,hh,national,36,NA,-0.923809304,37.00615886
967,thika,muirini,kenya,2009-11-19,-0.3143139734788092,2,5,NA,hh,national,60,NA,-0.923809304,37.00615886
967,thika,muirini,kenya,2009-11-19,-0.3143139734788092,2,5,NA,hh,national,36,NA,-0.923809304,37.00615886
967,thika,muirini,kenya,2009-11-19,-0.3143139734788092,2,5,NA,hh,national,36,NA,-0.923809304,37.00615886
967,thika,muirini,kenya,2009-11-19,-0.3143139734788092,2,5,NA,hh,national,72,NA,-0.923809304,37.00615886
968,thika,majengo,kenya,2009-11-20,-1.2793266209510816,5,1,1,hh,international,54,1,-1.280655187,36.84627548
968,thika,majengo,kenya,2009-11-20,-1.2793266209510816,5,1,1,non-hh,national,NA,1,-1.280655187,36.84627548
969,thika,majengo,kenya,2009-11-20,-2.8615458848071866,2,1,1,hh,international,12,1,-1.280655187,36.84627548
969,thika,majengo,kenya,2009-11-20,-2.8615458848071866,2,1,1,non-hh,international,NA,1,-1.280655187,36.84627548
969,thika,majengo,kenya,2009-11-20,-2.8615458848071866,2,1,1,non-hh,international,NA,1,-1.280655187,36.84627548
970,thika,majengo,kenya,2009-11-20,-3.178711862377991,3,2,1,hh,international,180,1,-1.280655187,36.84627548
970,thika,majengo,kenya,2009-11-20,-3.178711862377991,3,2,1,hh,international,168,1,-1.280655187,36.84627548
971,thika,mabanda,kenya,2009-11-18,0.35524523168591954,4,1,1,hh,international,12,1,-1.041188884,37.0787284
972,thika,mabanda,kenya,2009-11-18,-0.8761406159012606,3,1,NA,hh,international,24,NA,-1.041188884,37.0787284
973,thika,githuguchu,kenya,2009-11-19,-3.106053226051686,2,1,NA,hh,international,12,NA,-1.016283022,36.91457325
974,thika,githuguchu,kenya,2009-11-19,-1.7639567168039396,4,1,1,hh,international,12,1,-1.016283022,36.91457325
975,thika,muirini,kenya,2009-11-19,-0.2942610252144322,4,4,1,hh,international,48,1,-0.923809304,37.00615886
975,thika,muirini,kenya,2009-11-19,-0.2942610252144322,4,4,1,hh,international,192,1,-0.923809304,37.00615886
975,thika,muirini,kenya,2009-11-19,-0.2942610252144322,4,4,1,hh,international,36,1,-0.923809304,37.00615886
975,thika,muirini,kenya,2009-11-19,-0.2942610252144322,4,4,1,hh,national,36,NA,-0.923809304,37.00615886
976,thika,majengo,kenya,2009-11-20,-1.6864541878730972,1,0,NA,NA,NA,NA,NA,-1.280655187,36.84627548
977,thika,majengo,kenya,2009-11-20,-1.6778310743139329,5,2,1,hh,international,109,1,-1.280655187,36.84627548
977,thika,majengo,kenya,2009-11-20,-1.6778310743139329,5,2,1,hh,international,124,1,-1.280655187,36.84627548
978,thika,majengo,kenya,2009-11-20,-1.6285022886594178,8,3,1,hh,international,120,1,-1.280655187,36.84627548
978,thika,majengo,kenya,2009-11-20,-1.6285022886594178,8,3,1,hh,national,49,1,-1.280655187,36.84627548
978,thika,majengo,kenya,2009-11-20,-1.6285022886594178,8,3,1,hh,national,62,1,-1.280655187,36.84627548
979,thika,githuguchu,kenya,2009-11-19,-1.0599900884300915,1,1,NA,hh,international,72,NA,-1.016283022,36.91457325
980,thika,githuguchu,kenya,2009-11-19,-2.9856385091054474,6,1,NA,hh,international,20,NA,-1.016283022,36.91457325
981,thika,githuguchu,kenya,2009-11-19,-1.7480163932392523,4,1,1,hh,international,67,NA,-1.016283022,36.91457325
981,thika,githuguchu,kenya,2009-11-19,-1.7480163932392523,4,1,1,non-hh,national,NA,1,-1.016283022,36.91457325
982,thika,mabanda,kenya,2009-11-18,-0.21896544186304162,3,1,NA,hh,international,95,NA,-1.041188884,37.0787284
983,thika,juja,kenya,2009-11-21,-1.0825520713454784,1,3,1,hh,international,89,1,-1.097205267,37.02491062
983,thika,juja,kenya,2009-11-21,-1.0825520713454784,1,3,1,hh,national,300,1,-1.097205267,37.02491062
983,thika,juja,kenya,2009-11-21,-1.0825520713454784,1,3,1,hh,national,300,1,-1.097205267,37.02491062
984,thika,mabanda,kenya,2009-11-18,-1.1042036019716976,5,1,1,hh,international,24,1,-1.041188884,37.0787284
985,thika,githuguchu,kenya,2009-11-19,3.5684851753519653,1,6,1,hh,international,67,1,-1.016283022,36.91457325
985,thika,githuguchu,kenya,2009-11-19,3.5684851753519653,1,6,1,hh,international,30,NA,-1.016283022,36.91457325
985,thika,githuguchu,kenya,2009-11-19,3.5684851753519653,1,6,1,hh,international,17,NA,-1.016283022,36.91457325
985,thika,githuguchu,kenya,2009-11-19,3.5684851753519653,1,6,1,hh,international,48,1,-1.016283022,36.91457325
985,thika,githuguchu,kenya,2009-11-19,3.5684851753519653,1,6,1,hh,international,36,NA,-1.016283022,36.91457325
985,thika,githuguchu,kenya,2009-11-19,3.5684851753519653,1,6,1,hh,international,48,NA,-1.016283022,36.91457325
986,thika,muirini,kenya,2009-11-19,-0.8320241297196311,4,1,1,hh,international,25,1,-0.923809304,37.00615886
987,thika,muirini,kenya,2009-11-19,-1.1593492096987343,2,1,NA,hh,international,39,NA,-0.923809304,37.00615886
988,thika,muirini,kenya,2009-11-19,-1.8574019886400837,7,3,1,hh,international,96,1,-0.923809304,37.00615886
988,thika,muirini,kenya,2009-11-19,-1.8574019886400837,7,3,1,hh,international,264,NA,-0.923809304,37.00615886
988,thika,muirini,kenya,2009-11-19,-1.8574019886400837,7,3,1,hh,international,36,1,-0.923809304,37.00615886
989,thika,muirini,kenya,2009-11-19,-0.2942610252144322,3,1,1,hh,international,47,1,-0.923809304,37.00615886
990,thika,muirini,kenya,2009-11-19,-1.1342830243682631,3,1,1,hh,international,84,1,-0.923809304,37.00615886
991,thika,githuguchu,kenya,2009-11-19,-0.40056098694448616,4,0,NA,NA,NA,NA,NA,-1.016283022,36.91457325
992,thika,githuguchu,kenya,2009-11-19,-1.7789964280022224,3,0,NA,NA,NA,NA,NA,-1.016283022,36.91457325
993,thika,majengo,kenya,2009-11-20,-1.9582320716812962,4,0,NA,NA,NA,NA,NA,-1.280655187,36.84627548
994,thika,majengo,kenya,2009-11-20,-0.9296459247116409,5,0,NA,NA,NA,NA,NA,-1.280655187,36.84627548
995,thika,majengo,kenya,2009-11-20,-2.788925269609796,5,0,NA,NA,NA,NA,NA,-1.280655187,36.84627548
996,thika,githuguchu,kenya,2009-11-19,0.4319391061735211,4,0,1,non-hh,national,NA,1,-1.016283022,36.91457325
997,thika,githuguchu,kenya,2009-11-19,0.7242492181210851,3,0,NA,NA,NA,NA,NA,-1.016283022,36.91457325
998,thika,mabanda,kenya,2009-11-18,-1.2702057668721352,2,0,1,non-hh,national,NA,1,-1.041188884,37.0787284
999,thika,juja,kenya,2009-11-21,2.4589898138256703,2,5,NA,hh,national,258,NA,-1.097205267,37.02491062
999,thika,juja,kenya,2009-11-21,2.4589898138256703,2,5,NA,hh,national,173,NA,-1.097205267,37.02491062
999,thika,juja,kenya,2009-11-21,2.4589898138256703,2,5,NA,hh,national,178,NA,-1.097205267,37.02491062
999,thika,juja,kenya,2009-11-21,2.4589898138256703,2,5,NA,hh,national,179,NA,-1.097205267,37.02491062
999,thika,juja,kenya,2009-11-21,2.4589898138256703,2,5,NA,hh,national,28,NA,-1.097205267,37.02491062
1000,thika,mabanda,kenya,2009-11-18,0.3411888319719998,4,0,NA,NA,NA,NA,NA,-1.041188884,37.0787284
1001,thika,muirini,kenya,2009-11-19,0.2234125651109245,3,0,NA,NA,NA,NA,NA,-0.923809304,37.00615886
1002,thika,githuguchu,kenya,2009-11-19,-1.1392962614343574,2,0,NA,NA,NA,NA,NA,-1.016283022,36.91457325
1003,thika,githuguchu,kenya,2009-11-19,-0.3604550904157322,4,0,NA,NA,NA,NA,NA,-1.016283022,36.91457325
1004,thika,mabanda,kenya,2009-11-18,-1.1493227355665459,2,1,1,hh,international,204,1,-1.041188884,37.0787284
1005,thika,juja,kenya,2009-11-20,-1.7881222897680062,4,1,1,hh,international,64,1,-1.097205267,37.02491062
1005,thika,juja,kenya,2009-11-20,-1.7881222897680062,4,1,1,non-hh,national,NA,1,-1.097205267,37.02491062
1006,thika,juja,kenya,2009-11-20,-2.345938342537582,4,1,1,hh,international,50,1,-1.097205267,37.02491062
1007,thika,juja,kenya,2009-11-21,-2.851519410674998,5,1,NA,hh,international,34,NA,-1.097205267,37.02491062
1008,thika,majengo,kenya,2009-11-20,-1.438732929905575,4,1,1,hh,international,108,1,-1.280655187,36.84627548
1009,thika,majengo,kenya,2009-11-20,-1.3002851892687006,1,1,NA,hh,international,36,NA,-1.280655187,36.84627548
1010,thika,mabanda,kenya,2009-11-18,1.7133346700432186,4,1,1,hh,international,24,1,-1.041188884,37.0787284
1011,thika,mabanda,kenya,2009-11-18,-1.369564888140778,5,2,1,hh,international,144,1,-1.041188884,37.0787284
1011,thika,mabanda,kenya,2009-11-18,-1.369564888140778,5,2,1,hh,international,48,1,-1.041188884,37.0787284
1012,thika,githuguchu,kenya,2009-11-19,-0.519537386023589,3,1,NA,hh,international,60,NA,-1.016283022,36.91457325
1013,thika,githuguchu,kenya,2009-11-19,-1.8041646483795077,2,1,NA,hh,international,24,NA,-1.016283022,36.91457325
1014,thika,mabanda,kenya,2009-11-18,0.07457145842667429,3,1,NA,hh,international,NA,NA,-1.041188884,37.0787284
1015,thika,mabanda,kenya,2009-11-18,2.7293853082296757,4,1,1,hh,international,7,1,-1.041188884,37.0787284
1016,thika,juja,kenya,2009-11-20,-2.488078328488979,7,1,1,hh,international,348,1,-1.097205267,37.02491062
1017,thika,juja,kenya,2009-11-20,1.720757913479091,2,1,NA,hh,international,24,NA,-1.097205267,37.02491062
1018,thika,juja,kenya,2009-11-21,-3.054918207977525,5,1,1,hh,international,12,1,-1.097205267,37.02491062
1019,thika,muirini,kenya,2009-11-19,1.1853184481386827,2,1,1,hh,international,60,1,-0.923809304,37.00615886
1019,thika,muirini,kenya,2009-11-19,1.1853184481386827,2,1,1,non-hh,national,NA,1,-0.923809304,37.00615886
1020,thika,muirini,kenya,2009-11-19,-1.6890911348981823,4,1,1,hh,international,24,1,-0.923809304,37.00615886
1021,thika,majengo,kenya,2009-11-20,-1.6864541878730972,2,0,NA,NA,NA,NA,NA,-1.280655187,36.84627548
1022,thika,majengo,kenya,2009-11-20,-1.7771901955825757,5,0,NA,NA,NA,NA,NA,-1.280655187,36.84627548
1023,thika,mabanda,kenya,2009-11-18,1.1862240681919247,7,0,NA,NA,NA,NA,NA,-1.041188884,37.0787284
1024,thika,muirini,kenya,2009-11-19,-0.12394539014855577,3,0,NA,NA,NA,NA,NA,-0.923809304,37.00615886
1025,thika,majengo,kenya,2009-11-20,-0.9905911364176732,4,2,NA,hh,national,360,NA,-1.280655187,36.84627548
1025,thika,majengo,kenya,2009-11-20,-0.9905911364176732,4,2,NA,hh,,360,NA,-1.280655187,36.84627548
1026,thika,majengo,kenya,2009-11-20,0.6846062543046711,5,1,1,hh,national,120,1,-1.280655187,36.84627548
1027,thika,majengo,kenya,2009-11-20,-1.7079104967104983,4,1,1,hh,national,12,NA,-1.280655187,36.84627548
1027,thika,majengo,kenya,2009-11-20,-1.7079104967104983,4,1,1,non-hh,national,NA,1,-1.280655187,36.84627548
1028,thika,mabanda,kenya,2009-11-18,-0.28222925625580597,6,1,1,hh,national,24,1,-1.041188884,37.0787284
1029,thika,githuguchu,kenya,2009-11-19,-1.1643624467648286,1,1,NA,hh,national,36,NA,-1.016283022,36.91457325
1030,thika,githuguchu,kenya,2009-11-19,-1.1493227355665459,2,2,NA,hh,national,180,NA,-1.016283022,36.91457325
1030,thika,githuguchu,kenya,2009-11-19,-1.1493227355665459,2,2,NA,hh,national,360,NA,-1.016283022,36.91457325
1031,thika,juja,kenya,2009-11-21,-0.7745945870433213,1,6,NA,hh,national,120,NA,-1.097205267,37.02491062
1031,thika,juja,kenya,2009-11-21,-0.7745945870433213,1,6,NA,hh,national,120,NA,-1.097205267,37.02491062
1031,thika,juja,kenya,2009-11-21,-0.7745945870433213,1,6,NA,hh,national,120,NA,-1.097205267,37.02491062
1031,thika,juja,kenya,2009-11-21,-0.7745945870433213,1,6,NA,hh,national,120,NA,-1.097205267,37.02491062
1031,thika,juja,kenya,2009-11-21,-0.7745945870433213,1,6,NA,hh,national,120,NA,-1.097205267,37.02491062
