house,district,census_tract,country,date,wealth_index,hh_size,migrant_num,any_remit,migrant_hh,migrant_loc,hh_months,remit,lat,long
638,lugari,bendera,kenya,2009-11-23,3.113257503069065,4,0,NA,NA,NA,NA,NA,0.651269818,34.87616289
639,lugari,bendera,kenya,2009-11-23,2.382809581589868,2,0,NA,NA,NA,NA,NA,0.651269818,34.87616289
640,lugari,bendera,kenya,2009-11-23,2.7093323599652988,5,0,NA,NA,NA,NA,NA,0.651269818,34.87616289
641,lugari,bendera,kenya,2009-11-23,3.0245296727314748,5,0,NA,NA,NA,NA,NA,0.651269818,34.87616289
642,lugari,bendera,kenya,2009-11-23,2.418904888465747,4,0,NA,NA,NA,NA,NA,0.651269818,34.87616289
643,lugari,bendera,kenya,2009-11-23,2.3559797171669232,11,0,1,non-hh,national,NA,1,0.651269818,34.87616289
656,lugari,mlimani,kenya,2009-11-20,0.7794367796038242,5,0,NA,NA,NA,NA,NA,0.651451675,34.87612009
657,lugari,mlimani,kenya,2009-11-20,2.0628153122579156,4,0,NA,NA,NA,NA,NA,0.651451675,34.87612009
658,lugari,mlimani,kenya,2009-11-20,2.6970090820681034,6,0,NA,NA,NA,NA,NA,0.651451675,34.87612009
659,lugari,mlimani,kenya,2009-11-20,3.33320331157945,5,0,NA,NA,NA,NA,NA,0.651451675,34.87612009
660,lugari,mlimani,kenya,2009-11-20,3.3140515241777844,3,0,NA,NA,NA,NA,NA,0.651451675,34.87612009
661,lugari,mlimani,kenya,2009-11-20,3.78816198620687,9,0,NA,NA,NA,NA,NA,0.651451675,34.87612009
662,lugari,mlimani,kenya,2009-11-20,3.244771825305707,6,0,NA,NA,NA,NA,NA,0.651451675,34.87612009
663,lugari,mlimani,kenya,2009-11-20,1.5772118222838227,4,0,1,non-hh,national,NA,1,0.651451675,34.87612009
678,lugari,mwamba,kenya,2009-11-21,1.2816505020744997,4,0,NA,NA,NA,NA,NA,0.633755504,35.0218391
679,lugari,mwamba,kenya,2009-11-21,1.4649120960062731,5,0,NA,NA,NA,NA,NA,0.633755504,35.0218391
680,lugari,mwamba,kenya,2009-11-21,2.798665007101753,3,0,NA,NA,NA,NA,NA,0.633755504,35.0218391
681,lugari,mwamba,kenya,2009-11-21,2.0227281487758493,5,0,NA,NA,NA,NA,NA,0.633755504,35.0218391
682,lugari,mwamba,kenya,2009-11-21,1.0149876410318193,2,0,NA,NA,NA,NA,NA,0.633755504,35.0218391
683,lugari,mwamba,kenya,2009-11-21,0.01853963247620327,5,0,NA,NA,NA,NA,NA,0.633755504,35.0218391
697,nairobi,kilimani,kenya,2009-11-21,-3.6371687938789243,5,0,NA,NA,NA,NA,NA,-1.283550951,36.79040057
698,nairobi,kilimani,kenya,2009-11-23,-3.127479816943853,1,0,NA,NA,NA,NA,NA,-1.283550951,36.79040057
699,nairobi,kilimani,kenya,2009-11-23,-3.75156762634585,3,0,NA,NA,NA,NA,NA,-1.283550951,36.79040057
700,nairobi,kilimani,kenya,2009-12-23,-2.173313726845439,4,0,NA,NA,NA,NA,NA,-1.283550951,36.79040057
701,nairobi,kilimani,kenya,2009-11-21,-3.6171158456145474,4,0,1,non-hh,national,NA,1,-1.283550951,36.79040057
702,nairobi,kilimani,kenya,2009-11-23,-2.9733030543469923,5,0,NA,NA,NA,NA,NA,-1.283550951,36.79040057
703,nairobi,kilimani,kenya,2009-11-23,-3.607089371482359,6,2,NA,hh,international,36,NA,-1.283550951,36.79040057
703,nairobi,kilimani,kenya,2009-11-23,-3.607089371482359,6,2,NA,hh,international,36,NA,-1.283550951,36.79040057
704,nairobi,kilimani,kenya,2009-11-21,-3.776633811676321,1,2,NA,hh,national,49,NA,-1.283550951,36.79040057
704,nairobi,kilimani,kenya,2009-11-21,-3.776633811676321,1,2,NA,hh,international,38,NA,-1.283550951,36.79040057
705,nairobi,kilimani,kenya,2009-11-21,-3.776633811676321,1,0,NA,NA,NA,NA,NA,-1.283550951,36.79040057
706,nairobi,kilimani,kenya,2009-11-21,-3.7816470487424154,1,0,NA,NA,NA,NA,NA,-1.283550951,36.79040057
707,nairobi,kilimani,kenya,2009-11-21,-1.6864541878730972,1,0,NA,NA,NA,NA,NA,-1.283550951,36.79040057
708,nairobi,kilimani,kenya,2009-11-24,-3.7794985185712324,2,3,NA,hh,international,60,NA,-1.283550951,36.79040057
708,nairobi,kilimani,kenya,2009-11-24,-3.7794985185712324,2,3,NA,hh,international,36,NA,-1.283550951,36.79040057
708,nairobi,kilimani,kenya,2009-11-24,-3.7794985185712324,2,3,NA,hh,international,36,NA,-1.283550951,36.79040057
709,nairobi,kilimani,kenya,2009-11-23,-3.178711862377991,7,1,NA,hh,international,12,NA,-1.283550951,36.79040057
710,nairobi,kilimani,kenya,2009-11-23,-3.5033945815462353,5,2,1,hh,international,180,1,-1.283550951,36.79040057
710,nairobi,kilimani,kenya,2009-11-23,-3.5033945815462353,5,2,1,hh,international,36,NA,-1.283550951,36.79040057
711,nairobi,kilimani,kenya,2009-11-23,-3.7880926392559653,1,3,NA,hh,international,96,NA,-1.283550951,36.79040057
711,nairobi,kilimani,kenya,2009-11-23,-3.7880926392559653,1,3,NA,hh,international,96,NA,-1.283550951,36.79040057
711,nairobi,kilimani,kenya,2009-11-23,-3.7880926392559653,1,3,NA,hh,international,96,NA,-1.283550951,36.79040057
712,nairobi,kilimani,kenya,2009-11-22,-3.7880926392559653,1,0,1,non-hh,international,NA,1,-1.283550951,36.79040057
713,nairobi,rusinga,kenya,2009-11-23,-3.7623102772017663,4,1,NA,hh,international,60,NA,-1.396492153,36.83163364
714,nairobi,rusinga,kenya,2009-11-22,-3.2087912847745566,2,1,NA,hh,international,36,NA,-1.396492153,36.83163364
715,nairobi,rusinga,kenya,2009-11-21,-3.7726232220234457,2,1,1,hh,international,144,1,-1.396492153,36.83163364
716,nairobi,rusinga,kenya,2009-11-21,-3.6964220186188133,5,1,1,hh,international,30,1,-1.396492153,36.83163364
717,nairobi,rusinga,kenya,2009-11-21,-3.4711666289784864,5,1,NA,hh,international,120,NA,-1.396492153,36.83163364
718,nairobi,rusinga,kenya,2009-11-21,-3.506259288441146,4,1,1,hh,international,147,1,-1.396492153,36.83163364
719,nairobi,rusinga,kenya,2009-11-21,-3.4126295809623253,4,2,1,hh,international,36,1,-1.396492153,36.83163364
719,nairobi,rusinga,kenya,2009-11-21,-3.4126295809623253,4,2,1,hh,international,3,NA,-1.396492153,36.83163364
720,nairobi,rusinga,kenya,2009-11-21,-3.4040354602775924,5,1,NA,hh,international,18,NA,-1.396492153,36.83163364
722,nairobi,rusinga,kenya,2009-11-22,-3.7666073375441327,2,0,NA,NA,NA,NA,NA,-1.396492153,36.83163364
723,nairobi,rusinga,kenya,2009-11-23,-3.7666073375441327,2,1,NA,hh,international,60,NA,-1.396492153,36.83163364
725,nairobi,rusinga,kenya,2009-11-21,-3.649200562837551,4,0,NA,NA,NA,NA,NA,-1.396492153,36.83163364
726,nairobi,rusinga,kenya,2009-11-21,-3.736527915147567,7,1,NA,hh,international,12,NA,-1.396492153,36.83163364
727,nairobi,rusinga,kenya,2009-11-24,-3.511988702230968,4,2,1,hh,international,96,NA,-1.396492153,36.83163364
727,nairobi,rusinga,kenya,2009-11-24,-3.511988702230968,4,2,1,hh,international,60,1,-1.396492153,36.83163364
728,nairobi,rusinga,kenya,2009-11-22,-3.7451220358323,6,2,NA,hh,international,84,NA,-1.396492153,36.83163364
728,nairobi,rusinga,kenya,2009-11-22,-3.7451220358323,6,2,NA,hh,international,NA,NA,-1.396492153,36.83163364
729,nairobi,rusinga,kenya,2009-11-24,-3.7726232220234457,2,0,NA,NA,NA,NA,NA,-1.396492153,36.83163364
730,nairobi,rusinga,kenya,2009-11-22,-2.8362500438406286,3,0,NA,NA,NA,NA,NA,-1.396492153,36.83163364
731,nairobi,rusinga,kenya,2009-11-22,-2.5490381699423144,3,0,NA,NA,NA,NA,NA,-1.396492153,36.83163364
732,nairobi,rusinga,kenya,2009-11-21,-1.7097354621768326,1,0,NA,NA,NA,NA,NA,-1.396492153,36.83163364
733,nairobi,rusinga,kenya,2009-11-22,-3.7666073375441327,2,0,NA,NA,NA,NA,NA,-1.396492153,36.83163364
734,nairobi,rusinga,kenya,2009-11-21,-3.4369795895690687,1,0,NA,NA,NA,NA,NA,-1.396492153,36.83163364
735,nairobi,maili saba,kenya,2009-11-22,-0.8213660033887948,5,0,NA,NA,NA,NA,NA,-1.255299966,36.91591022
736,nairobi,maili saba,kenya,2009-11-22,0.05773990895171521,4,0,NA,NA,NA,NA,NA,-1.255299966,36.91591022
737,nairobi,maili saba,kenya,2009-11-22,0.7794367796038242,5,0,NA,NA,NA,NA,NA,-1.255299966,36.91591022
738,nairobi,maili saba,kenya,2009-11-22,-0.16284252195643178,1,0,NA,NA,NA,NA,NA,-1.255299966,36.91591022
739,nairobi,maili saba,kenya,2009-11-22,-0.7365976148879401,6,0,NA,NA,NA,NA,NA,-1.255299966,36.91591022
740,nairobi,maili saba,kenya,2009-11-22,2.1020155887334275,1,3,NA,hh,national,36,NA,-1.255299966,36.91591022
740,nairobi,maili saba,kenya,2009-11-22,2.1020155887334275,1,3,NA,hh,national,24,NA,-1.255299966,36.91591022
740,nairobi,maili saba,kenya,2009-11-22,2.1020155887334275,1,3,NA,hh,national,48,NA,-1.255299966,36.91591022
741,nairobi,maili saba,kenya,2009-11-22,2.1621744335265594,2,0,NA,NA,NA,NA,NA,-1.255299966,36.91591022
742,nairobi,maili saba,kenya,2009-11-21,-0.9407780729218149,4,0,NA,NA,NA,NA,NA,-1.255299966,36.91591022
743,nairobi,maili saba,kenya,2009-11-22,-1.0249161620141194,1,1,NA,hh,national,36,NA,-1.255299966,36.91591022
744,nairobi,maili saba,kenya,2009-11-22,-1.5494982047267098,4,0,NA,NA,NA,NA,NA,-1.255299966,36.91591022
745,nairobi,maili saba,kenya,2009-11-22,-2.2744234014181766,4,1,NA,hh,national,8,NA,-1.255299966,36.91591022
746,nairobi,maili saba,kenya,2009-11-22,-0.8013130551244179,2,2,NA,hh,national,6,NA,-1.255299966,36.91591022
746,nairobi,maili saba,kenya,2009-11-22,-0.8013130551244179,2,2,NA,hh,national,6,NA,-1.255299966,36.91591022
747,nairobi,maili saba,kenya,2009-11-22,-0.7666770372845055,3,2,NA,hh,national,6,NA,-1.255299966,36.91591022
747,nairobi,maili saba,kenya,2009-11-22,-0.7666770372845055,3,2,NA,hh,national,6,NA,-1.255299966,36.91591022
748,nairobi,maili saba,kenya,2009-11-22,-2.4011809776245956,7,2,1,hh,national,12,NA,-1.255299966,36.91591022
748,nairobi,maili saba,kenya,2009-11-22,-2.4011809776245956,7,2,1,hh,national,24,1,-1.255299966,36.91591022
749,nairobi,muthaiga,kenya,2009-11-06,-3.5223016470526476,2,3,1,hh,international,144,1,-1.254882111,36.83204676
749,nairobi,muthaiga,kenya,2009-11-06,-3.5223016470526476,2,3,1,hh,international,72,NA,-1.254882111,36.83204676
749,nairobi,muthaiga,kenya,2009-11-06,-3.5223016470526476,2,3,1,hh,international,36,1,-1.254882111,36.83204676
750,nairobi,buruburu phase 1,kenya,2009-11-06,-3.756580863411944,2,4,1,hh,national,120,1,-1.278857181,36.87752154
750,nairobi,buruburu phase 1,kenya,2009-11-06,-3.756580863411944,2,4,1,hh,national,156,1,-1.278857181,36.87752154
750,nairobi,buruburu phase 1,kenya,2009-11-06,-3.756580863411944,2,4,1,hh,national,144,1,-1.278857181,36.87752154
750,nairobi,buruburu phase 1,kenya,2009-11-06,-3.756580863411944,2,4,1,hh,national,96,NA,-1.278857181,36.87752154
751,nairobi,buruburu phase 1,kenya,2009-11-02,-3.6572217421433013,2,2,1,hh,international,36,1,-1.278857181,36.87752154
751,nairobi,buruburu phase 1,kenya,2009-11-02,-3.6572217421433013,2,2,1,hh,national,12,NA,-1.278857181,36.87752154
752,nairobi,muthaiga,kenya,2009-11-09,-3.75156762634585,3,1,NA,hh,international,60,NA,-1.254882111,36.83204676
753,nairobi,muthaiga,kenya,2009-11-09,-1.6864541878730972,1,0,NA,NA,NA,NA,NA,-1.254882111,36.83204676
754,garissa,jaribu,kenya,2009-11-12,-2.033148942147387,4,0,NA,NA,NA,NA,NA,-0.44980003,39.63990781
755,garissa,jaribu,kenya,2009-11-12,-1.7256544643486091,2,0,NA,NA,NA,NA,NA,-0.44980003,39.63990781
756,garissa,jaribu,kenya,2009-11-12,-1.6654956195554782,3,0,NA,NA,NA,NA,NA,-0.44980003,39.63990781
757,garissa,jaribu,kenya,2009-11-12,-0.9387667787905873,4,0,NA,NA,NA,NA,NA,-0.44980003,39.63990781
758,garissa,jaribu,kenya,2009-11-12,-2.4011809776245956,7,5,NA,hh,international,122,NA,-0.44980003,39.63990781
758,garissa,jaribu,kenya,2009-11-12,-2.4011809776245956,7,5,NA,hh,national,72,NA,-0.44980003,39.63990781
758,garissa,jaribu,kenya,2009-11-12,-2.4011809776245956,7,5,NA,hh,national,113,NA,-0.44980003,39.63990781
758,garissa,jaribu,kenya,2009-11-12,-2.4011809776245956,7,5,NA,hh,international,99,NA,-0.44980003,39.63990781
758,garissa,jaribu,kenya,2009-11-12,-2.4011809776245956,7,5,NA,hh,international,56,NA,-0.44980003,39.63990781
759,garissa,jaribu,kenya,2009-11-12,-1.5451779299692159,5,0,NA,NA,NA,NA,NA,-0.44980003,39.63990781
760,garissa,jaribu,kenya,2009-11-12,-1.41517404458468,3,3,1,hh,international,37,1,-0.44980003,39.63990781
760,garissa,jaribu,kenya,2009-11-12,-1.41517404458468,3,3,1,hh,international,17,NA,-0.44980003,39.63990781
760,garissa,jaribu,kenya,2009-11-12,-1.41517404458468,3,3,1,hh,international,17,NA,-0.44980003,39.63990781
761,garissa,town centre,kenya,2009-11-10,-1.8423810104884886,3,2,1,hh,international,40,1,-0.448509961,39.65421677
761,garissa,town centre,kenya,2009-11-10,-1.8423810104884886,3,2,1,hh,national,20,NA,-0.448509961,39.65421677
762,garissa,town centre,kenya,2009-11-10,-2.8615458848071866,2,3,1,hh,international,80,1,-0.448509961,39.65421677
762,garissa,town centre,kenya,2009-11-10,-2.8615458848071866,2,3,1,hh,international,38,1,-0.448509961,39.65421677
762,garissa,town centre,kenya,2009-11-10,-2.8615458848071866,2,3,1,hh,international,30,NA,-0.448509961,39.65421677
762,garissa,town centre,kenya,2009-11-10,-2.8615458848071866,2,3,1,non-hh,international,NA,1,-0.448509961,39.65421677
763,garissa,jaribu,kenya,2009-11-13,-0.5487299214135999,4,1,1,hh,international,28,1,-0.44980003,39.63990781
764,garissa,kamour,kenya,2009-11-15,-2.2933630795715074,5,1,1,hh,national,54,1,-0.448509961,39.65421677
765,garissa,kamour,kenya,2009-11-15,0.0023858775228532414,7,1,NA,hh,international,57,NA,-0.448509961,39.65421677
766,garissa,kamour,kenya,2009-11-15,-0.5731594843463089,6,2,NA,hh,national,40,NA,-0.448509961,39.65421677
766,garissa,kamour,kenya,2009-11-15,-0.5731594843463089,6,2,NA,hh,national,19,NA,-0.448509961,39.65421677
767,garissa,market,kenya,2009-11-09,-2.4136807691577697,3,1,1,hh,international,37,1,-0.440424441,39.66017825
768,garissa,market,kenya,2009-11-07,-2.193438616583537,5,2,1,hh,international,40,1,-0.440424441,39.66017825
768,garissa,market,kenya,2009-11-07,-2.193438616583537,5,2,1,hh,international,45,1,-0.440424441,39.66017825
769,garissa,hidaya,kenya,2009-11-12,-0.6333183291394402,10,1,1,hh,national,28,1,-0.448244644,39.65445633
770,garissa,hidaya,kenya,2009-11-11,-1.626793083599748,10,2,1,hh,national,56,1,-0.448244644,39.65445633
770,garissa,hidaya,kenya,2009-11-11,-1.626793083599748,10,2,1,hh,national,27,1,-0.448244644,39.65445633
771,garissa,market,kenya,2009-11-07,-0.12373774009075172,8,0,NA,NA,NA,NA,NA,-0.440424441,39.66017825
772,garissa,market,kenya,2009-11-08,0.3796027415346106,7,0,NA,NA,NA,NA,NA,-0.440424441,39.66017825
773,garissa,market,kenya,2009-11-07,1.5393042470946305,5,0,NA,NA,NA,NA,NA,-0.440424441,39.66017825
774,garissa,hidaya,kenya,2009-11-11,-0.6333183291394402,5,0,NA,NA,NA,NA,NA,-0.448244644,39.65445633
775,garissa,kamour,kenya,2009-11-15,-1.41517404458468,3,1,1,hh,national,28,1,-0.448509961,39.65421677
776,garissa,market,kenya,2009-11-08,-0.7536360187257021,6,3,1,hh,national,45,1,-0.440424441,39.66017825
776,garissa,market,kenya,2009-11-08,-0.7536360187257021,6,3,1,hh,international,19,1,-0.440424441,39.66017825
776,garissa,market,kenya,2009-11-08,-0.7536360187257021,6,3,1,hh,national,28,NA,-0.440424441,39.66017825
777,garissa,town centre,kenya,2009-11-07,-0.7235565963291366,7,1,1,hh,international,48,1,-0.448509961,39.65421677
778,garissa,town centre,kenya,2009-11-09,2.6383606741270778,3,1,1,hh,international,14,1,-0.448509961,39.65421677
779,garissa,town centre,kenya,2009-11-08,-0.6333183291394402,5,1,1,hh,international,32,1,-0.448509961,39.65421677
780,garissa,town centre,kenya,2009-11-09,1.4784684034748914,6,1,1,hh,international,16,1,-0.448509961,39.65421677
781,garissa,town centre,kenya,2009-11-09,-1.0039575936965002,3,1,1,hh,international,40,1,-0.448509961,39.65421677
782,garissa,market,kenya,2009-11-09,-1.4452534669812456,5,1,1,hh,international,50,1,-0.440424441,39.66017825
782,garissa,market,kenya,2009-11-09,-1.4452534669812456,5,1,1,non-hh,international,NA,1,-0.440424441,39.66017825
783,garissa,market,kenya,2009-11-07,2.7586783637133405,5,1,1,hh,international,32,1,-0.440424441,39.66017825
784,garissa,market,kenya,2009-11-08,-2.6877549082346692,5,1,1,hh,international,40,1,-0.440424441,39.66017825
785,garissa,kamour,kenya,2009-11-14,-0.9738781712999347,7,1,1,hh,international,85,1,-0.448509961,39.65421677
786,garissa,kamour,kenya,2009-11-14,-1.3550151997915492,4,3,1,hh,international,14,1,-0.448509961,39.65421677
786,garissa,kamour,kenya,2009-11-14,-1.3550151997915492,4,3,1,hh,international,43,1,-0.448509961,39.65421677
786,garissa,kamour,kenya,2009-11-14,-1.3550151997915492,4,3,1,hh,international,16,1,-0.448509961,39.65421677
787,garissa,kamour,kenya,2009-11-14,0.08372431582717693,10,1,1,hh,international,50,1,-0.448509961,39.65421677
788,garissa,kamour,kenya,2009-11-14,-1.0039575936965002,3,1,1,hh,international,57,1,-0.448509961,39.65421677
789,garissa,hidaya,kenya,2009-11-12,-1.5054123117743765,3,1,1,hh,international,66,1,-0.448244644,39.65445633
790,garissa,hidaya,kenya,2009-11-12,1.638551711255993,9,1,NA,hh,international,31,NA,-0.448244644,39.65445633
791,garissa,hidaya,kenya,2009-11-12,-2.1032003493938407,8,3,1,hh,national,28,1,-0.448244644,39.65445633
791,garissa,hidaya,kenya,2009-11-12,-2.1032003493938407,8,3,1,hh,national,19,1,-0.448244644,39.65445633
791,garissa,hidaya,kenya,2009-11-12,-2.1032003493938407,8,3,1,hh,international,37,1,-0.448244644,39.65445633
792,garissa,hidaya,kenya,2009-11-11,0.5597599687489192,3,0,NA,NA,NA,NA,NA,-0.448244644,39.65445633
793,garissa,hidaya,kenya,2009-11-11,2.1229741570510465,3,0,NA,NA,NA,NA,NA,-0.448244644,39.65445633
794,garissa,market,kenya,2009-11-08,2.234490299723447,20,0,NA,NA,NA,NA,NA,-0.440424441,39.66017825
795,nairobi,eastleigh,kenya,2009-11-22,-0.9647573172209882,2,0,NA,NA,NA,NA,NA,-1.269577908,36.84078563
796,nairobi,eastleigh,kenya,2009-11-22,-2.5139455104796546,4,0,NA,NA,NA,NA,NA,-1.269577908,36.84078563
797,nairobi,eastleigh,kenya,2009-11-22,-3.078447121056106,8,0,NA,NA,NA,NA,NA,-1.269577908,36.84078563
798,nairobi,eastleigh,kenya,2009-11-22,-0.881524848181926,2,0,NA,NA,NA,NA,NA,-1.269577908,36.84078563
799,nairobi,eastleigh,kenya,2009-11-22,-2.2694101643520828,3,0,NA,NA,NA,NA,NA,-1.269577908,36.84078563
800,nairobi,eastleigh,kenya,2009-11-22,-2.4738396139509007,4,0,NA,NA,NA,NA,NA,-1.269577908,36.84078563
801,nairobi,eastleigh,kenya,2009-11-22,-2.718399672350562,7,0,NA,NA,NA,NA,NA,-1.269577908,36.84078563
803,nairobi,eastleigh,kenya,2009-11-22,-3.079352741109348,4,1,1,hh,international,564,1,-1.269577908,36.84078563
804,nairobi,eastleigh,kenya,2009-11-22,-3.691408781552719,7,2,1,hh,international,74,1,-1.269577908,36.84078563
804,nairobi,eastleigh,kenya,2009-11-22,-3.691408781552719,7,2,1,hh,international,51,1,-1.269577908,36.84078563
805,nairobi,eastleigh,kenya,2009-11-22,-3.75156762634585,3,1,1,hh,international,15,1,-1.269577908,36.84078563
806,nairobi,eastleigh,kenya,2009-11-22,-0.2514842638310621,10,1,1,hh,international,32,1,-1.269577908,36.84078563
807,nairobi,eastleigh,kenya,2009-11-22,-2.3311675915070564,4,2,1,hh,international,70,NA,-1.269577908,36.84078563
807,nairobi,eastleigh,kenya,2009-11-22,-2.3311675915070564,4,2,1,hh,international,NA,1,-1.269577908,36.84078563
808,nairobi,eastleigh,kenya,2009-11-22,-2.314321647889127,12,2,1,hh,international,96,1,-1.269577908,36.84078563
808,nairobi,eastleigh,kenya,2009-11-22,-2.314321647889127,12,2,1,hh,international,96,1,-1.269577908,36.84078563
809,nairobi,eastleigh,kenya,2009-11-22,-3.5619702378875107,9,1,1,hh,international,12,1,-1.269577908,36.84078563
810,nairobi,eastleigh,kenya,2009-11-22,0.15499224147929885,12,1,NA,hh,international,24,NA,-1.269577908,36.84078563
811,nairobi,kibarage,kenya,2009-11-20,0.6591190900175621,3,2,NA,hh,national,12,NA,-1.250681394,36.75244144
811,nairobi,kibarage,kenya,2009-11-20,0.6591190900175621,3,2,NA,hh,international,48,NA,-1.250681394,36.75244144
813,nairobi,kibarage,kenya,2009-11-20,0.5388014004313,1,2,1,hh,national,6,1,-1.250681394,36.75244144
813,nairobi,kibarage,kenya,2009-11-20,0.5388014004313,1,2,1,hh,international,36,NA,-1.250681394,36.75244144
814,nairobi,kibarage,kenya,2009-11-21,-0.6973973384124281,4,4,NA,hh,national,60,NA,-1.250681394,36.75244144
814,nairobi,kibarage,kenya,2009-11-21,-0.6973973384124281,4,4,NA,hh,national,24,NA,-1.250681394,36.75244144
814,nairobi,kibarage,kenya,2009-11-21,-0.6973973384124281,4,4,NA,hh,national,24,NA,-1.250681394,36.75244144
814,nairobi,kibarage,kenya,2009-11-21,-0.6973973384124281,4,4,NA,hh,national,24,NA,-1.250681394,36.75244144
815,nairobi,kibarage,kenya,2009-11-21,-0.44937080014495695,2,1,1,hh,national,12,1,-1.250681394,36.75244144
816,nairobi,kibarage,kenya,2009-11-20,0.11789875374484626,5,1,1,hh,national,50,1,-1.250681394,36.75244144
818,nairobi,kibarage,kenya,2009-11-20,0.5087219780347345,1,0,NA,NA,NA,NA,NA,-1.250681394,36.75244144
819,nairobi,kibarage,kenya,2009-11-21,0.5989602452244311,2,1,NA,hh,national,180,NA,-1.250681394,36.75244144
820,nairobi,kibarage,kenya,2009-11-21,0.7794367796038242,5,0,NA,NA,NA,NA,NA,-1.250681394,36.75244144
821,nairobi,kibarage,kenya,2009-11-20,0.5989602452244311,2,1,NA,hh,national,40,NA,-1.250681394,36.75244144
822,nairobi,kibarage,kenya,2009-11-20,0.719277934810693,4,0,NA,NA,NA,NA,NA,-1.250681394,36.75244144
823,nairobi,kibarage,kenya,2009-11-20,0.6591190900175621,3,0,NA,NA,NA,NA,NA,-1.250681394,36.75244144
824,nairobi,kibarage,kenya,2009-11-21,-0.29570108993183974,10,0,NA,NA,NA,NA,NA,-1.250681394,36.75244144
825,nairobi,kibarage,kenya,2009-11-21,1.410398140477884,1,0,NA,NA,NA,NA,NA,-1.250681394,36.75244144
826,nairobi,kibarage,kenya,2009-11-21,2.071936166336862,1,3,NA,hh,national,12,NA,-1.250681394,36.75244144
