house,district,census_tract,country,date,hh_size,migrant_num,wealth_index,remit,lat,long
553,garissa,town centre,kenya,2009-11-09,3,0,-0.8654207702794835,NA,-0.448509961,39.65421677
554,garissa,town centre,kenya,2009-11-10,4,1,-0.7468962415794996,1,-0.448509961,39.65421677
555,garissa,jaribu,kenya,2009-11-12,12,5,-2.0722537788153828,1,-0.44980003,39.63990781
556,garissa,jaribu,kenya,2009-11-12,2,1,-1.5818808988371447,1,-0.44980003,39.63990781
557,garissa,jaribu,kenya,2009-11-12,5,0,-1.402378585817271,NA,-0.44980003,39.63990781
558,garissa,jaribu,kenya,2009-11-13,7,3,-2.6559592525815376,1,-0.44980003,39.63990781
559,garissa,jaribu,kenya,2009-11-12,3,1,-1.5220467944971867,1,-0.44980003,39.63990781
560,garissa,town centre,kenya,2009-11-09,4,1,-1.4084198164984334,1,-0.448509961,39.65421677
561,garissa,town centre,kenya,2009-11-09,5,1,-1.3785027643284544,1,-0.448509961,39.65421677
562,garissa,town centre,kenya,2009-11-09,9,2,-0.5616415231909019,0,-0.448509961,39.65421677
563,garissa,town centre,kenya,2009-11-09,3,0,-2.8055445134314323,NA,-0.448509961,39.65421677
564,garissa,town centre,kenya,2009-11-09,4,1,-1.462212690157229,0,-0.448509961,39.65421677
565,garissa,town centre,kenya,2009-11-09,2,1,-2.8055445134314323,0,-0.448509961,39.65421677
566,garissa,town centre,kenya,2009-11-09,1,1,-0.7829698890015796,0,-0.448509961,39.65421677
567,garissa,town centre,kenya,2009-11-10,1,1,-1.5470752003149695,1,-0.448509961,39.65421677
568,garissa,town centre,kenya,2009-11-10,4,1,-0.6982735103778902,0,-0.448509961,39.65421677
569,garissa,town centre,kenya,2009-11-09,1,3,-1.373614117976258,0,-0.448509961,39.65421677
570,garissa,town centre,kenya,2009-11-10,7,1,0.08726806328462597,1,-0.448509961,39.65421677
571,garissa,jaribu,kenya,2009-11-13,7,1,-1.388475115051781,1,-0.44980003,39.63990781
572,garissa,jaribu,kenya,2009-11-14,4,0,-1.676686833233329,NA,-0.44980003,39.63990781
573,garissa,jaribu,kenya,2009-11-13,8,2,-2.769644050827458,1,-0.44980003,39.63990781
574,rachuonyo,kamanga,kenya,2009-11-19,2,3,1.0041029971882414,0,-0.400624514,34.66554334
575,rachuonyo,kamanga,kenya,2009-11-19,3,0,3.2811132983318125,1,-0.400624514,34.66554334
576,rachuonyo,kamanga,kenya,2009-11-19,9,0,3.2610999943605754,NA,-0.400624514,34.66554334
577,rachuonyo,kamanga,kenya,2009-11-19,2,0,3.2811132983318125,NA,-0.400624514,34.66554334
578,rachuonyo,kamanga,kenya,2009-11-19,3,0,3.3110303505017913,NA,-0.400624514,34.66554334
579,rachuonyo,kamanga,kenya,2009-11-19,4,0,3.2461414682755865,NA,-0.400624514,34.66554334
580,rachuonyo,kamanga,kenya,2009-11-19,6,0,1.6240464905163163,NA,-0.400624514,34.66554334
581,rachuonyo,kamanga,kenya,2009-11-19,8,1,1.0152877497705792,1,-0.400624514,34.66554334
582,rachuonyo,kamanga,kenya,2009-11-19,2,1,1.6120796696483248,1,-0.400624514,34.66554334
583,rachuonyo,kamanga,kenya,2009-11-19,4,1,1.6120796696483248,1,-0.400624514,34.66554334
584,rachuonyo,kamanga,kenya,2009-11-19,3,1,-0.41602786392810964,1,-0.400624514,34.66554334
585,rachuonyo,kamanga,kenya,2009-11-19,1,1,0.3211532554274168,1,-0.400624514,34.66554334
586,rachuonyo,kamanga,kenya,2009-11-19,1,1,-1.8595734406483742,0,-0.400624514,34.66554334
587,rachuonyo,kamanga,kenya,2009-11-19,10,1,2.0798694380962575,1,-0.400624514,34.66554334
588,rachuonyo,kamanga,kenya,2009-11-19,3,1,0.2596666371432754,1,-0.400624514,34.66554334
589,rachuonyo,kamanga,kenya,2009-11-19,3,1,-1.8414095161166013,1,-0.400624514,34.66554334
590,rachuonyo,kamanga,kenya,2009-11-19,5,2,0.6972522511401691,1,-0.400624514,34.66554334
591,rachuonyo,kamanga,kenya,2009-11-19,8,1,3.2860308711688915,0,-0.400624514,34.66554334
592,rachuonyo,kamanga,kenya,2009-11-19,10,2,3.2760585204455652,0,-0.400624514,34.66554334
593,rachuonyo,kamanga,kenya,2009-11-19,3,3,1.706885604044509,1,-0.400624514,34.66554334
594,rachuonyo,kamanga,kenya,2009-11-19,5,1,0.2061429463752019,1,-0.400624514,34.66554334
595,rachuonyo,kamanga,kenya,2009-11-19,3,1,3.3110303505017913,1,-0.400624514,34.66554334
596,rachuonyo,kamanga,kenya,2009-11-19,4,4,3.301057999778465,1,-0.400624514,34.66554334
597,nakuru,ngondu,kenya,2009-11-12,6,1,2.6035883429643882,1,-0.369182194,35.94336408
598,nakuru,ngondu,kenya,2009-11-12,7,2,-0.8480359394230362,0,-0.369182194,35.94336408
599,nakuru,ngondu,kenya,2009-11-12,6,0,3.34094740267177,NA,-0.369182194,35.94336408
600,nakuru,ngondu,kenya,2009-11-13,2,1,-0.8879253423163417,1,-0.369182194,35.94336408
601,nakuru,ngondu,kenya,2009-11-13,3,2,1.832882143295653,1,-0.369182194,35.94336408
602,nakuru,london,kenya,2009-11-10,4,1,-3.0699330427757285,0,-0.275922368,36.07027959
603,nakuru,london,kenya,2009-11-10,2,2,-2.5883409635162717,0,-0.275922368,36.07027959
604,nakuru,morop,kenya,2009-11-12,3,3,0.7770310569267795,1,-0.110336674,35.94205931
605,nakuru,morop,kenya,2009-11-10,4,2,0.8368651612667375,0,-0.110336674,35.94205931
606,nakuru,morop,kenya,2009-11-10,5,6,1.5831490702732607,1,-0.110336674,35.94205931
607,nakuru,section 58,kenya,2009-11-11,3,0,-0.5798609373836113,NA,-0.283812727,36.09431466
608,nakuru,section 58,kenya,2009-11-10,4,0,-2.979005595770144,NA,-0.283812727,36.09431466
609,nakuru,section 58,kenya,2009-11-10,5,0,-1.703433084839337,NA,-0.283812727,36.09431466
610,nakuru,section 58,kenya,2009-11-10,2,7,-1.1655436601931595,1,-0.283812727,36.09431466
611,nakuru,section 58,kenya,2009-11-10,3,2,-2.568819024589867,0,-0.283812727,36.09431466
612,nakuru,section 58,kenya,2009-11-11,4,1,-3.6638379713244236,1,-0.283812727,36.09431466
613,nakuru,section 58,kenya,2009-11-11,2,1,-2.6744827084305003,0,-0.283812727,36.09431466
614,nakuru,section 58,kenya,2009-11-11,4,1,-3.24339412511444,1,-0.283812727,36.09431466
615,nakuru,section 58,kenya,2009-11-11,2,1,-1.5484135174095728,0,-0.283812727,36.09431466
616,nakuru,section 58,kenya,2009-11-14,12,1,-3.2527227675963983,1,-0.283812727,36.09431466
618,nakuru,london,kenya,2009-11-10,3,2,-2.4860631000067994,0,-0.275922368,36.07027959
619,nakuru,london,kenya,2009-11-10,2,3,-1.637236041371761,0,-0.275922368,36.07027959
620,lugari,pan paper,kenya,2009-11-22,5,5,2.9893329147199394,1,0.686881781,34.99065085
621,lugari,pan paper,kenya,2009-11-22,8,3,2.6362323143121853,0,0.686881781,34.99065085
622,lugari,pan paper,kenya,2009-11-22,6,3,2.5963429114188803,0,0.686881781,34.99065085
623,lugari,pan paper,kenya,2009-11-22,3,0,2.8346928759837975,NA,0.686881781,34.99065085
624,lugari,pan paper,kenya,2009-11-22,11,1,3.0740292933436293,0,0.686881781,34.99065085
625,lugari,pan paper,kenya,2009-11-22,5,1,2.9893329147199394,1,0.686881781,34.99065085
626,lugari,pan paper,kenya,2009-11-22,5,2,2.914540284294992,0,0.686881781,34.99065085
627,lugari,pan paper,kenya,2009-11-22,4,1,2.302789838332257,1,0.686881781,34.99065085
628,lugari,pan paper,kenya,2009-11-22,7,2,2.29773506044601,0,0.686881781,34.99065085
629,lugari,pan paper,kenya,2009-11-22,4,1,2.8646099281537762,1,0.686881781,34.99065085
630,lugari,pan paper,kenya,2009-11-22,8,0,2.984278136833692,NA,0.686881781,34.99065085
631,lugari,pan paper,kenya,2009-11-22,5,0,2.894526980323755,NA,0.686881781,34.99065085
632,lugari,pan paper,kenya,2009-11-22,1,0,2.8596923553166973,NA,0.686881781,34.99065085
633,lugari,pan paper,kenya,2009-11-22,5,0,2.914540284294992,NA,0.686881781,34.99065085
634,lugari,pan paper,kenya,2009-11-22,8,0,2.37669684157872,NA,0.686881781,34.99065085
635,lugari,pan paper,kenya,2009-11-22,5,0,2.626259963588859,NA,0.686881781,34.99065085
636,lugari,pan paper,kenya,2009-11-22,7,0,2.4504344166841685,NA,0.686881781,34.99065085
637,lugari,bendera,kenya,2009-11-23,6,0,2.8646099281537762,NA,0.651269818,34.87616289
638,lugari,bendera,kenya,2009-11-23,4,0,3.2461414682755865,NA,0.651269818,34.87616289
639,lugari,bendera,kenya,2009-11-23,2,0,2.5006083444749474,NA,0.651269818,34.87616289
640,lugari,bendera,kenya,2009-11-23,5,0,2.8446652267071237,NA,0.651269818,34.87616289
641,lugari,bendera,kenya,2009-11-23,5,0,2.626259963588859,NA,0.651269818,34.87616289
642,lugari,bendera,kenya,2009-11-23,4,0,2.536508807078922,NA,0.651269818,34.87616289
643,lugari,bendera,kenya,2009-11-23,11,0,1.9467557195967242,1,0.651269818,34.87616289
656,lugari,mlimani,kenya,2009-11-20,5,0,0.8623032516313747,NA,0.651451675,34.87612009
657,lugari,mlimani,kenya,2009-11-20,4,0,2.1622226985026205,NA,0.651451675,34.87612009
658,lugari,mlimani,kenya,2009-11-20,6,0,2.812021255359326,NA,0.651451675,34.87612009
659,lugari,mlimani,kenya,2009-11-20,5,0,2.932998873285722,NA,0.651451675,34.87612009
660,lugari,mlimani,kenya,2009-11-20,3,0,2.929498810379982,NA,0.651451675,34.87612009
661,lugari,mlimani,kenya,2009-11-20,9,0,3.4007815070117284,NA,0.651451675,34.87612009
662,lugari,mlimani,kenya,2009-11-20,6,0,2.8646099281537762,NA,0.651451675,34.87612009
663,lugari,mlimani,kenya,2009-11-20,4,0,1.6949187831765173,1,0.651451675,34.87612009
678,lugari,mwamba,kenya,2009-11-21,4,0,0.8397267181675502,NA,0.633755504,35.0218391
679,lugari,mwamba,kenya,2009-11-21,5,0,1.5899230444014538,NA,0.633755504,35.0218391
680,lugari,mwamba,kenya,2009-11-21,3,0,2.929498810379982,NA,0.633755504,35.0218391
681,lugari,mwamba,kenya,2009-11-21,5,0,2.163108325681104,NA,0.633755504,35.0218391
682,lugari,mwamba,kenya,2009-11-21,2,0,0.5879950042153168,NA,0.633755504,35.0218391
683,lugari,mwamba,kenya,2009-11-21,5,0,0.11087129301748719,NA,0.633755504,35.0218391
697,nairobi,kilimani,kenya,2009-11-21,5,0,-3.651871150456432,NA,-1.283550951,36.79040057
698,nairobi,kilimani,kenya,2009-11-23,1,0,-3.1265531526487473,NA,-1.283550951,36.79040057
699,nairobi,kilimani,kenya,2009-11-23,3,0,-3.7616356109376055,NA,-1.283550951,36.79040057
700,nairobi,kilimani,kenya,2009-12-23,4,0,-2.172449390565313,NA,-1.283550951,36.79040057
701,nairobi,kilimani,kenya,2009-11-21,4,0,-3.6319264490097796,1,-1.283550951,36.79040057
702,nairobi,kilimani,kenya,2009-11-23,5,0,-2.9676132474542367,NA,-1.283550951,36.79040057
703,nairobi,kilimani,kenya,2009-11-23,6,2,-3.6219540982864533,0,-1.283550951,36.79040057
704,nairobi,kilimani,kenya,2009-11-21,1,2,-3.7865664877459215,0,-1.283550951,36.79040057
705,nairobi,kilimani,kenya,2009-11-21,1,0,-3.7865664877459215,NA,-1.283550951,36.79040057
706,nairobi,kilimani,kenya,2009-11-21,1,0,-3.791552663107584,NA,-1.283550951,36.79040057
707,nairobi,kilimani,kenya,2009-11-21,1,0,-1.6417150031771026,NA,-1.283550951,36.79040057
708,nairobi,kilimani,kenya,2009-11-24,2,3,-3.789415730809729,0,-1.283550951,36.79040057
709,nairobi,kilimani,kenya,2009-11-23,7,1,-3.173491803572966,0,-1.283550951,36.79040057
710,nairobi,kilimani,kenya,2009-11-23,5,2,-3.4955055265005655,1,-1.283550951,36.79040057
711,nairobi,kilimani,kenya,2009-11-23,1,3,-3.797963460001151,0,-1.283550951,36.79040057
712,nairobi,kilimani,kenya,2009-11-22,1,0,-3.797963460001151,1,-1.283550951,36.79040057
713,nairobi,rusinga,kenya,2009-11-23,4,1,-3.7723202724268843,0,-1.396492153,36.83163364
714,nairobi,rusinga,kenya,2009-11-22,2,1,-3.2034088557429445,0,-1.396492153,36.83163364
715,nairobi,rusinga,kenya,2009-11-21,2,1,-3.782577547456591,1,-1.396492153,36.83163364
716,nairobi,rusinga,kenya,2009-11-21,5,1,-3.7067876819593106,1,-1.396492153,36.83163364
717,nairobi,rusinga,kenya,2009-11-21,5,1,-3.4634515420327316,0,-1.396492153,36.83163364
718,nairobi,rusinga,kenya,2009-11-21,4,1,-3.498354769564373,1,-1.396492153,36.83163364
719,nairobi,rusinga,kenya,2009-11-21,4,2,-3.409247321295804,1,-1.396492153,36.83163364
720,nairobi,rusinga,kenya,2009-11-21,5,1,-3.400699592104382,0,-1.396492153,36.83163364
722,nairobi,rusinga,kenya,2009-11-22,2,0,-3.7765941370225953,NA,-1.396492153,36.83163364
723,nairobi,rusinga,kenya,2009-11-23,2,1,-3.7765941370225953,0,-1.396492153,36.83163364
725,nairobi,rusinga,kenya,2009-11-21,4,0,-3.6638379713244236,NA,-1.396492153,36.83163364
726,nairobi,rusinga,kenya,2009-11-21,7,1,-3.7466770848526165,0,-1.396492153,36.83163364
727,nairobi,rusinga,kenya,2009-11-24,4,2,-3.5040532556919883,1,-1.396492153,36.83163364
728,nairobi,rusinga,kenya,2009-11-22,6,2,-3.7552248140440385,0,-1.396492153,36.83163364
729,nairobi,rusinga,kenya,2009-11-24,2,0,-3.782577547456591,NA,-1.396492153,36.83163364
730,nairobi,rusinga,kenya,2009-11-22,3,0,-2.817059678016892,NA,-1.396492153,36.83163364
731,nairobi,rusinga,kenya,2009-11-22,3,0,-2.5155847749716664,NA,-1.396492153,36.83163364
732,nairobi,rusinga,kenya,2009-11-21,1,0,-1.6978439365389932,NA,-1.396492153,36.83163364
733,nairobi,rusinga,kenya,2009-11-22,2,0,-3.7765941370225953,NA,-1.396492153,36.83163364
734,nairobi,rusinga,kenya,2009-11-21,1,0,-3.4334658873381683,NA,-1.396492153,36.83163364
735,nairobi,maili saba,kenya,2009-11-22,5,0,-0.7430804861082744,NA,-1.255299966,36.91591022
736,nairobi,maili saba,kenya,2009-11-22,4,0,0.14584312307371347,NA,-1.255299966,36.91591022
737,nairobi,maili saba,kenya,2009-11-22,5,0,0.8623032516313747,NA,-1.255299966,36.91591022
738,nairobi,maili saba,kenya,2009-11-22,1,0,-0.07354859283946555,NA,-1.255299966,36.91591022
739,nairobi,maili saba,kenya,2009-11-22,6,0,-0.659109117443014,NA,-1.255299966,36.91591022
740,nairobi,maili saba,kenya,2009-11-22,1,3,2.1971945285588466,0,-1.255299966,36.91591022
741,nairobi,maili saba,kenya,2009-11-22,2,0,2.257028632898804,NA,-1.255299966,36.91591022
742,nairobi,maili saba,kenya,2009-11-21,4,0,-0.8578311219511111,NA,-1.255299966,36.91591022
743,nairobi,maili saba,kenya,2009-11-22,1,1,-0.9850889789593994,0,-1.255299966,36.91591022
744,nairobi,maili saba,kenya,2009-11-22,4,0,-1.4872410959750118,NA,-1.255299966,36.91591022
745,nairobi,maili saba,kenya,2009-11-22,4,1,-2.2398854564479107,0,-1.255299966,36.91591022
746,nairobi,maili saba,kenya,2009-11-22,2,2,-0.7231357846616219,0,-1.255299966,36.91591022
747,nairobi,maili saba,kenya,2009-11-22,3,2,-0.689026169612993,0,-1.255299966,36.91591022
748,nairobi,maili saba,kenya,2009-11-22,7,2,-2.347490658779189,1,-1.255299966,36.91591022
749,nairobi,muthaiga,kenya,2009-11-06,2,3,-3.514310530721695,1,-1.254882111,36.83204676
750,nairobi,buruburu phase 1,kenya,2009-11-06,2,4,-3.766621786299269,1,-1.278857181,36.87752154
751,nairobi,buruburu phase 1,kenya,2009-11-02,2,2,-3.6718158519030846,1,-1.278857181,36.87752154
752,nairobi,muthaiga,kenya,2009-11-09,3,1,-3.7616356109376055,0,-1.254882111,36.83204676
753,nairobi,muthaiga,kenya,2009-11-09,1,0,-1.6417150031771026,NA,-1.254882111,36.83204676
754,garissa,jaribu,kenya,2009-11-12,4,0,-1.9816050977780841,NA,-0.44980003,39.63990781
755,garissa,jaribu,kenya,2009-11-12,2,0,-1.676686833233329,NA,-0.44980003,39.63990781
756,garissa,jaribu,kenya,2009-11-12,3,0,-1.616852728893371,NA,-0.44980003,39.63990781
757,garissa,jaribu,kenya,2009-11-12,4,0,-0.8546313949022576,NA,-0.44980003,39.63990781
758,garissa,jaribu,kenya,2009-11-12,7,5,-2.347490658779189,0,-0.44980003,39.63990781
759,garissa,jaribu,kenya,2009-11-12,5,0,-1.4971845202134553,NA,-0.44980003,39.63990781
760,garissa,jaribu,kenya,2009-11-12,3,3,-1.3485857121584754,1,-0.44980003,39.63990781
761,garissa,town centre,kenya,2009-11-10,3,2,-1.8140831724989945,1,-0.448509961,39.65421677
762,garissa,town centre,kenya,2009-11-10,2,3,-2.825489214878085,1,-0.448509961,39.65421677
763,garissa,jaribu,kenya,2009-11-13,4,1,-1.0200608090156256,1,-0.44980003,39.63990781
764,garissa,kamour,kenya,2009-11-15,5,1,-2.2612898315268457,1,-0.448509961,39.65421677
765,garissa,kamour,kenya,2009-11-15,7,1,-0.45262327058094043,0,-0.448509961,39.65421677
766,garissa,kamour,kenya,2009-11-15,6,2,-0.5124573749208984,0,-0.448509961,39.65421677
767,garissa,market,kenya,2009-11-09,3,1,-2.380958040206761,1,-0.440424441,39.66017825
768,garissa,market,kenya,2009-11-07,5,2,-2.1426080756418444,1,-0.440424441,39.66017825
769,garissa,hidaya,kenya,2009-11-12,10,1,-0.5722914792608566,1,-0.448244644,39.65445633
770,garissa,hidaya,kenya,2009-11-11,10,2,-1.5589026018756895,1,-0.448244644,39.65445633
771,garissa,market,kenya,2009-11-07,8,0,-0.04450901192834392,NA,-0.440424441,39.66017825
772,garissa,market,kenya,2009-11-08,7,0,-0.08619301905408525,NA,-0.440424441,39.66017825
773,garissa,market,kenya,2009-11-07,5,0,1.0783813593955782,NA,-0.440424441,39.66017825
774,garissa,hidaya,kenya,2009-11-11,5,0,-0.5722914792608566,NA,-0.448244644,39.65445633
775,garissa,kamour,kenya,2009-11-15,3,1,-1.3485857121584754,1,-0.448509961,39.65421677
776,garissa,market,kenya,2009-11-08,6,3,-0.6919596879407722,1,-0.440424441,39.66017825
777,garissa,town centre,kenya,2009-11-07,7,1,-0.6620426357707935,1,-0.448509961,39.65421677
778,garissa,town centre,kenya,2009-11-09,3,1,2.222056802842578,1,-0.448509961,39.65421677
779,garissa,town centre,kenya,2009-11-08,5,1,-0.5722914792608566,1,-0.448509961,39.65421677
780,garissa,town centre,kenya,2009-11-09,6,1,1.542814001686929,1,-0.448509961,39.65421677
781,garissa,town centre,kenya,2009-11-09,3,1,-0.9602267046756677,1,-0.448509961,39.65421677
782,garissa,market,kenya,2009-11-09,5,1,-1.3785027643284544,1,-0.440424441,39.66017825
783,garissa,market,kenya,2009-11-07,5,1,2.341725011522494,1,-0.440424441,39.66017825
784,garissa,market,kenya,2009-11-08,5,1,-2.665888369478238,1,-0.440424441,39.66017825
785,garissa,kamour,kenya,2009-11-14,7,1,-0.930309652505689,1,-0.448509961,39.65421677
786,garissa,kamour,kenya,2009-11-14,4,3,-1.2887516078185177,1,-0.448509961,39.65421677
787,garissa,kamour,kenya,2009-11-14,10,1,0.1609992553551932,1,-0.448509961,39.65421677
788,garissa,kamour,kenya,2009-11-14,3,1,-0.9602267046756677,1,-0.448509961,39.65421677
789,garissa,hidaya,kenya,2009-11-12,3,1,-1.4383368686684124,1,-0.448244644,39.65445633
790,garissa,hidaya,kenya,2009-11-12,9,1,1.721329861911888,0,-0.448244644,39.65445633
791,garissa,hidaya,kenya,2009-11-12,8,3,-2.052856919131908,1,-0.448244644,39.65445633
792,garissa,hidaya,kenya,2009-09-11,3,0,0.6478291085552748,NA,-0.448244644,39.65445633
793,garissa,hidaya,kenya,2009-11-11,3,0,2.222056802842578,NA,-0.448244644,39.65445633
794,garissa,market,kenya,2009-11-08,20,0,1.7821504190467607,NA,-0.440424441,39.66017825
795,nairobi,eastleigh,kenya,2009-11-22,2,0,-0.9252548746194414,NA,-1.269577908,36.84078563
796,nairobi,eastleigh,kenya,2009-11-22,4,0,-2.4806815474400246,NA,-1.269577908,36.84078563
797,nairobi,eastleigh,kenya,2009-11-22,8,0,-3.0737682963397024,NA,-1.269577908,36.84078563
798,nairobi,eastleigh,kenya,2009-11-22,2,0,-0.8029145904482323,NA,-1.269577908,36.84078563
799,nairobi,eastleigh,kenya,2009-11-22,3,0,-2.234899281086248,NA,-1.269577908,36.84078563
800,nairobi,eastleigh,kenya,2009-11-22,4,0,-2.440792144546719,NA,-1.269577908,36.84078563
801,nairobi,eastleigh,kenya,2009-11-22,7,0,-2.7196812431370336,NA,-1.269577908,36.84078563
803,nairobi,eastleigh,kenya,2009-11-22,4,1,-3.0786858691767813,1,-1.269577908,36.84078563
804,nairobi,eastleigh,kenya,2009-11-22,7,2,-3.701801506597648,1,-1.269577908,36.84078563
805,nairobi,eastleigh,kenya,2009-11-22,3,1,-3.7616356109376055,1,-1.269577908,36.84078563
806,nairobi,eastleigh,kenya,2009-11-22,10,1,-0.7045839239497745,1,-1.269577908,36.84078563
807,nairobi,eastleigh,kenya,2009-11-22,4,2,-2.3145805578633913,1,-1.269577908,36.84078563
808,nairobi,eastleigh,kenya,2009-11-22,12,2,-2.286152105810577,1,-1.269577908,36.84078563
809,nairobi,eastleigh,kenya,2009-11-22,9,1,-3.5770785200314847,1,-1.269577908,36.84078563
810,nairobi,eastleigh,kenya,2009-11-22,12,1,0.23151708127593915,0,-1.269577908,36.84078563
811,nairobi,kibarage,kenya,2009-11-20,3,2,0.7426350429514589,0,-1.250681394,36.75244144
813,nairobi,kibarage,kenya,2009-11-20,1,2,0.6229668342715431,1,-1.250681394,36.75244144
814,nairobi,kibarage,kenya,2009-11-21,4,4,-0.6241372873867878,0,-1.250681394,36.75244144
815,nairobi,kibarage,kenya,2009-11-21,2,1,-0.9252548746194414,1,-1.250681394,36.75244144
816,nairobi,kibarage,kenya,2009-11-20,5,1,0.20567722741367142,1,-1.250681394,36.75244144
818,nairobi,kibarage,kenya,2009-11-20,1,0,0.5930497821015641,NA,-1.250681394,36.75244144
819,nairobi,kibarage,kenya,2009-11-21,2,1,0.6828009386115009,0,-1.250681394,36.75244144
820,nairobi,kibarage,kenya,2009-11-21,5,0,0.8623032516313747,NA,-1.250681394,36.75244144
821,nairobi,kibarage,kenya,2009-11-20,2,1,0.6828009386115009,0,-1.250681394,36.75244144
822,nairobi,kibarage,kenya,2009-11-20,4,0,0.8024691472914168,NA,-1.250681394,36.75244144
823,nairobi,kibarage,kenya,2009-11-20,3,0,0.7426350429514589,NA,-1.250681394,36.75244144
824,nairobi,kibarage,kenya,2009-11-21,10,0,-0.25115345333503913,NA,-1.250681394,36.75244144
825,nairobi,kibarage,kenya,2009-11-21,1,0,1.5106514521711645,NA,-1.250681394,36.75244144
826,nairobi,kibarage,kenya,2009-11-21,1,3,2.167277476388868,0,-1.250681394,36.75244144
827,machakos,kanzia,kenya,2009-11-14,5,1,1.65196907254163,1,-1.522119854,37.26569689
828,machakos,kanzia,kenya,2009-11-14,4,2,1.6320243710949773,1,-1.522119854,37.26569689
829,machakos,kanzia,kenya,2009-11-14,4,1,1.0269275675006824,1,-1.522119854,37.26569689
830,machakos,kanzia,kenya,2009-11-14,2,1,0.3418859631810126,1,-1.522119854,37.26569689
831,machakos,kanzia,kenya,2009-11-14,3,1,1.5971211435633352,1,-1.522119854,37.26569689
832,machakos,kanzia,kenya,2009-11-14,6,1,0.9853706976006003,1,-1.522119854,37.26569689
833,machakos,kanzia,kenya,2009-11-14,4,1,1.6120796696483248,0,-1.522119854,37.26569689
834,machakos,kanzia,kenya,2009-11-14,4,1,0.8627689705929052,0,-1.522119854,37.26569689
835,machakos,kanzia,kenya,2009-11-14,8,6,1.0702042812734582,1,-1.522119854,37.26569689
836,machakos,kanzia,kenya,2009-11-14,4,1,0.6337562096487691,1,-1.522119854,37.26569689
837,machakos,kanzia,kenya,2009-11-14,5,1,0.9554536454306214,1,-1.522119854,37.26569689
838,machakos,kanzia,kenya,2009-11-14,2,3,0.9355089439839687,1,-1.522119854,37.26569689
839,machakos,kanzia,kenya,2009-11-14,3,6,1.5971211435633352,1,-1.522119854,37.26569689
840,machakos,kanzia,kenya,2009-11-14,3,1,1.6120796696483248,1,-1.522119854,37.26569689
841,machakos,kanzia,kenya,2009-11-14,2,1,0.62883863681169,0,-1.522119854,37.26569689
842,machakos,kanzia,kenya,2009-11-14,6,0,1.7317478783282407,NA,-1.522119854,37.26569689
843,machakos,kanzia,kenya,2009-11-14,4,0,1.6320243710949773,NA,-1.522119854,37.26569689
844,machakos,kaluoki,kenya,2009-11-10,1,0,-2.500626248886677,NA,-1.522391812,37.26633915
845,machakos,kaluoki,kenya,2009-11-10,3,1,-2.2150664159908047,1,-1.522391812,37.26633915
846,machakos,kaluoki,kenya,2009-11-10,6,0,0.9221373559713326,NA,-1.522391812,37.26633915
847,machakos,kaluoki,kenya,2009-11-10,6,1,-1.5820470303711958,0,-1.522391812,37.26633915
848,machakos,kaluoki,kenya,2009-11-10,4,1,0.5739221053088113,0,-1.522391812,37.26633915
849,machakos,kaluoki,kenya,2009-11-10,3,1,-0.9393277735259472,0,-1.522391812,37.26633915
850,machakos,kaluoki,kenya,2009-11-10,2,1,0.9510679553463967,1,-1.522391812,37.26633915
851,machakos,kaluoki,kenya,2009-11-10,2,0,0.6828009386115009,NA,-1.522391812,37.26633915
852,nairobi,loresho,kenya,2009-11-21,2,1,-1.9340994260003959,0,-1.253745825,36.75036738
853,machakos,kaluoki,kenya,2009-11-10,3,1,-0.9073628302066729,0,-1.522391812,37.26633915
854,machakos,kaluoki,kenya,2009-11-10,3,0,-1.7365209375732868,NA,-1.522391812,37.26633915
855,machakos,kaluoki,kenya,2009-11-10,3,0,-0.5147028722666839,NA,-1.522391812,37.26633915
856,machakos,kaluoki,kenya,2009-11-10,4,0,-0.5346475737133366,1,-1.522391812,37.26633915
857,machakos,kaluoki,kenya,2009-11-10,7,1,-1.2827103771373551,1,-1.522391812,37.26633915
858,machakos,kaluoki,kenya,2009-11-10,3,1,-1.1098119655255625,1,-1.522391812,37.26633915
859,machakos,kaluoki,kenya,2009-11-11,6,2,-1.6914662639713456,1,-1.522391812,37.26633915
860,machakos,kaluoki,kenya,2009-11-11,4,8,0.16806669815886502,1,-1.522391812,37.26633915
861,machakos,kanzia,kenya,2009-11-14,3,0,0.49652600191715457,NA,-1.522119854,37.26569689
862,machakos,kanzia,kenya,2009-11-14,5,0,0.38676154143598096,NA,-1.522119854,37.26569689
863,machakos,kanzia,kenya,2009-11-14,2,0,0.23312171433281312,NA,-1.522119854,37.26569689
864,machakos,kaluoki,kenya,2009-11-10,5,2,-2.4013413526851513,1,-1.522391812,37.26633915
865,machakos,kaluoki,kenya,2009-11-10,4,1,-1.6217703017304501,0,-1.522391812,37.26633915
866,machakos,kaluoki,kenya,2009-11-10,5,1,-1.3734479864422071,0,-1.522391812,37.26633915
867,machakos,kaluoki,kenya,2009-11-10,3,1,-1.733350137009316,1,-1.522391812,37.26633915
869,nairobi,loresho,kenya,2009-11-20,3,4,-3.4210004489340102,1,-1.253745825,36.75036738
870,nairobi,loresho,kenya,2009-11-20,7,1,-3.408535010529852,0,-1.253745825,36.75036738
872,nairobi,loresho,kenya,2009-11-20,4,3,-3.383604133721536,1,-1.253745825,36.75036738
