,house,district,census_tract,country,date,hh_size,migrant_num,wealth_index,remit,lat,long,lat_regrid,long_regrid,intensity,magnitude,duration,frequency,severity,dispersion,area,NDVI_mean,SVI_severity
967,1038,thika,mabanda,kenya,11/18/2009,4,0,-0.392539808,,-1.041188884,37.0787284,-1.05,37.1,-2.016399621963501,-2.201001226902008,2.0,0.4,-4.032799243927002,-0.3999999999999999,488575244.2058349,0.23638485369261658,0.19599828677679398
968,1039,thika,juja,kenya,11/20/2009,6,0,0.909440665,,-1.097205267,37.02491062,-1.1,37.0,-1.811856061220169,-1.8909963071346283,1.75,0.6,-3.2397667467594147,0.06666666666666665,446191567.14478,0.22158865260814858,-1.0742823672863706
969,1040,thika,juja,kenya,11/20/2009,3,0,-0.74115421,,-1.097205267,37.02491062,-1.1,37.0,-1.811856061220169,-1.8909963071346283,1.75,0.6,-3.2397667467594147,0.06666666666666665,446191567.14478,0.22158865260814858,-1.0742823672863706
970,1041,thika,juja,kenya,11/20/2009,3,0,-1.686454188,,-1.097205267,37.02491062,-1.1,37.0,-1.811856061220169,-1.8909963071346283,1.75,0.6,-3.2397667467594147,0.06666666666666665,446191567.14478,0.22158865260814858,-1.0742823672863706
971,1042,thika,juja,kenya,11/20/2009,1,0,-1.686454188,,-1.097205267,37.02491062,-1.1,37.0,-1.811856061220169,-1.8909963071346283,1.75,0.6,-3.2397667467594147,0.06666666666666665,446191567.14478,0.22158865260814858,-1.0742823672863706
972,1043,thika,majengo,kenya,11/20/2009,5,0,-1.607647039,,-1.280655187,36.84627548,-1.3,36.85,-1.781482756137848,-1.8480762243270874,2.25,0.6,-4.020374655723572,0.06666666666666665,413029382.9447616,0.18488966184246364,-2.518953119160753
973,1044,malindi,gongoni,kenya,11/27/2009,9,2,3.314051524,0.0,-3.826004893,39.76446172,-3.85,39.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2646158881961368,0.0
974,1045,malindi,gongoni,kenya,11/27/2009,5,1,0.995155718,0.0,-3.826004893,39.76446172,-3.85,39.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2646158881961368,0.0
975,1046,thika,githuguchu,kenya,11/19/2009,4,0,1.618536647,,-1.016283022,36.91457325,-1.0,36.9,-1.7179928819338481,-1.8142847418785095,1.8333333333333333,0.8,-3.2930924693743386,-0.29999999999999993,309899937.8916723,0.24236957635376247,0.5707823608026977
976,1047,thika,mabanda,kenya,11/18/2009,4,0,-0.294261025,,-1.041188884,37.0787284,-1.05,37.1,-2.016399621963501,-2.201001226902008,2.0,0.4,-4.032799243927002,-0.3999999999999999,488575244.2058349,0.23638485369261658,0.19599828677679398
977,1048,thika,mabanda,kenya,11/18/2009,6,0,1.303023839,,-1.041188884,37.0787284,-1.05,37.1,-2.016399621963501,-2.201001226902008,2.0,0.4,-4.032799243927002,-0.3999999999999999,488575244.2058349,0.23638485369261658,0.19599828677679398
978,1049,thika,juja,kenya,11/20/2009,3,0,0.300412932,,-1.097205267,37.02491062,-1.1,37.0,-1.811856061220169,-1.8909963071346283,1.75,0.6,-3.2397667467594147,0.06666666666666665,446191567.14478,0.22158865260814858,-1.0742823672863706
979,1050,thika,juja,kenya,11/20/2009,2,0,-0.139775029,,-1.097205267,37.02491062,-1.1,37.0,-1.811856061220169,-1.8909963071346283,1.75,0.6,-3.2397667467594147,0.06666666666666665,446191567.14478,0.22158865260814858,-1.0742823672863706
980,1051,thika,juja,kenya,11/20/2009,3,0,-1.656374765,,-1.097205267,37.02491062,-1.1,37.0,-1.811856061220169,-1.8909963071346283,1.75,0.6,-3.2397667467594147,0.06666666666666665,446191567.14478,0.22158865260814858,-1.0742823672863706
981,1052,thika,juja,kenya,11/20/2009,5,0,-0.979778295,,-1.097205267,37.02491062,-1.1,37.0,-1.811856061220169,-1.8909963071346283,1.75,0.6,-3.2397667467594147,0.06666666666666665,446191567.14478,0.22158865260814858,-1.0742823672863706
982,1053,thika,juja,kenya,11/20/2009,4,0,0.070163038,,-1.097205267,37.02491062,-1.1,37.0,-1.811856061220169,-1.8909963071346283,1.75,0.6,-3.2397667467594147,0.06666666666666665,446191567.14478,0.22158865260814858,-1.0742823672863706
983,1054,thika,githuguchu,kenya,11/19/2009,4,0,-1.879460232,,-1.016283022,36.91457325,-1.0,36.9,-1.7179928819338481,-1.8142847418785095,1.8333333333333333,0.8,-3.2930924693743386,-0.29999999999999993,309899937.8916723,0.24236957635376247,0.5707823608026977
984,1055,malindi,musufini,kenya,11/27/2009,3,1,-2.298716595,0.0,-3.223163803,40.08609972,-3.2,40.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18402886839192933,0.0
985,1056,malindi,musufini,kenya,11/27/2009,6,2,-0.843874286,0.0,-3.223163803,40.08609972,-3.2,40.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18402886839192933,0.0
986,1057,malindi,majengo,kenya,11/26/2009,5,2,-3.069957919,0.0,-1.280655187,36.84627548,-1.3,36.85,-1.781482756137848,-1.8480762243270874,2.25,0.6,-4.020374655723572,0.06666666666666665,413029382.9447616,0.18488966184246364,-2.518953119160753
987,1058,malindi,majengo,kenya,11/26/2009,1,4,-0.497811184,0.0,-1.280655187,36.84627548,-1.3,36.85,-1.781482756137848,-1.8480762243270874,2.25,0.6,-4.020374655723572,0.06666666666666665,413029382.9447616,0.18488966184246364,-2.518953119160753
988,1059,malindi,majengo,kenya,11/26/2009,5,1,-2.80138704,0.0,-1.280655187,36.84627548,-1.3,36.85,-1.781482756137848,-1.8480762243270874,2.25,0.6,-4.020374655723572,0.06666666666666665,413029382.9447616,0.18488966184246364,-2.518953119160753
989,1060,malindi,barani,kenya,11/29/2009,8,1,-0.660303851,1.0,-3.22414082,40.08627707,-3.2,40.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18402886839192933,0.0
990,1061,malindi,gongoni,kenya,11/27/2009,2,1,2.22289862,1.0,-3.826004893,39.76446172,-3.85,39.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2646158881961368,0.0
991,1062,malindi,gongoni,kenya,11/29/2009,11,1,2.741417077,0.0,-3.826004893,39.76446172,-3.85,39.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2646158881961368,0.0
992,1063,malindi,gongoni,kenya,11/27/2009,4,1,-0.8614719,1.0,-3.826004893,39.76446172,-3.85,39.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2646158881961368,0.0
993,1064,malindi,musufini,kenya,11/28/2009,3,2,3.447602144,1.0,-3.223163803,40.08609972,-3.2,40.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18402886839192933,0.0
994,1065,malindi,musufini,kenya,11/28/2009,5,1,-1.05978269,1.0,-3.223163803,40.08609972,-3.2,40.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18402886839192933,0.0
995,1066,malindi,musufini,kenya,11/28/2009,6,1,3.044089461,1.0,-3.223163803,40.08609972,-3.2,40.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18402886839192933,0.0
996,1067,malindi,majengo,kenya,11/26/2009,3,1,-2.31354994,1.0,-1.280655187,36.84627548,-1.3,36.85,-1.781482756137848,-1.8480762243270874,2.25,0.6,-4.020374655723572,0.06666666666666665,413029382.9447616,0.18488966184246364,-2.518953119160753
997,1068,malindi,majengo,kenya,11/26/2009,4,1,-2.432835693,1.0,-1.280655187,36.84627548,-1.3,36.85,-1.781482756137848,-1.8480762243270874,2.25,0.6,-4.020374655723572,0.06666666666666665,413029382.9447616,0.18488966184246364,-2.518953119160753
998,1069,malindi,majengo,kenya,11/26/2009,1,1,-3.121893934,1.0,-1.280655187,36.84627548,-1.3,36.85,-1.781482756137848,-1.8480762243270874,2.25,0.6,-4.020374655723572,0.06666666666666665,413029382.9447616,0.18488966184246364,-2.518953119160753
999,1070,malindi,kwa haidari,kenya,11/29/2009,1,1,-0.914059605,1.0,-3.219793069,40.11219331,-3.2,40.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18402886839192933,0.0
1000,1071,malindi,kwa haidari,kenya,11/29/2009,4,1,0.400442057,1.0,-3.219793069,40.11219331,-3.2,40.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18402886839192933,0.0
1001,1072,malindi,kwa haidari,kenya,11/29/2009,4,1,0.281029987,1.0,-3.219793069,40.11219331,-3.2,40.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18402886839192933,0.0
1002,1073,malindi,musufini,kenya,11/28/2009,2,1,3.3181636,1.0,-3.223163803,40.08609972,-3.2,40.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18402886839192933,0.0
1003,1074,malindi,gongoni,kenya,11/27/2009,6,2,-0.744515165,0.0,-3.826004893,39.76446172,-3.85,39.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2646158881961368,0.0
1004,1075,malindi,gongoni,kenya,11/27/2009,4,1,3.30402505,1.0,-3.826004893,39.76446172,-3.85,39.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2646158881961368,0.0
1005,1076,malindi,kwa haidari,kenya,11/28/2009,7,1,0.36124178,1.0,-3.219793069,40.11219331,-3.2,40.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18402886839192933,0.0
1006,1077,malindi,kwa haidari,kenya,11/28/2009,3,1,-1.83734904,1.0,-3.219793069,40.11219331,-3.2,40.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18402886839192933,0.0
1007,1078,malindi,gongoni,kenya,11/27/2009,7,1,-0.359132533,1.0,-3.826004893,39.76446172,-3.85,39.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2646158881961368,0.0
1008,1079,malindi,kwa haidari,kenya,11/28/2009,3,1,0.131947801,0.0,-3.219793069,40.11219331,-3.2,40.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18402886839192933,0.0
1009,1080,malindi,kwa haidari,kenya,11/28/2009,4,1,1.234664452,0.0,-3.219793069,40.11219331,-3.2,40.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18402886839192933,0.0
1010,1081,malindi,gongoni,kenya,11/27/2009,7,1,2.082868261,0.0,-3.826004893,39.76446172,-3.85,39.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2646158881961368,0.0
1011,1082,malindi,gongoni,kenya,11/27/2009,7,1,2.187259352,0.0,-3.826004893,39.76446172,-3.85,39.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2646158881961368,0.0
1012,1083,malindi,gongoni,kenya,11/27/2009,4,1,-1.129137159,1.0,-3.826004893,39.76446172,-3.85,39.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2646158881961368,0.0
1013,1084,malindi,barani,kenya,11/26/2009,5,1,-0.963986122,0.0,-3.22414082,40.08627707,-3.2,40.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18402886839192933,0.0
1014,1085,malindi,barani,kenya,11/26/2009,8,1,2.523127502,1.0,-3.22414082,40.08627707,-3.2,40.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18402886839192933,0.0
1015,1086,malindi,barani,kenya,11/30/2009,9,1,0.304404186,0.0,-3.22414082,40.08627707,-3.2,40.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18402886839192933,0.0
1016,1087,malindi,barani,kenya,11/30/2009,2,0,-1.110908826,,-3.22414082,40.08627707,-3.2,40.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18402886839192933,0.0
1017,1088,malindi,barani,kenya,11/30/2009,6,1,-1.83734904,1.0,-3.22414082,40.08627707,-3.2,40.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18402886839192933,0.0
1018,1089,malindi,majengo,kenya,11/26/2009,16,1,-1.870361315,1.0,-1.280655187,36.84627548,-1.3,36.85,-1.781482756137848,-1.8480762243270874,2.25,0.6,-4.020374655723572,0.06666666666666665,413029382.9447616,0.18488966184246364,-2.518953119160753
1019,1090,malindi,majengo,kenya,11/26/2009,4,2,-1.019884192,0.0,-1.280655187,36.84627548,-1.3,36.85,-1.781482756137848,-1.8480762243270874,2.25,0.6,-4.020374655723572,0.06666666666666665,413029382.9447616,0.18488966184246364,-2.518953119160753
1020,1091,malindi,barani,kenya,11/28/2009,11,1,1.993735667,1.0,-3.22414082,40.08627707,-3.2,40.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18402886839192933,0.0
1021,1092,malindi,barani,kenya,11/28/2009,5,1,-0.784280783,0.0,-3.22414082,40.08627707,-3.2,40.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18402886839192933,0.0
1022,1093,malindi,gongoni,kenya,11/27/2009,5,3,-0.519108962,1.0,-3.826004893,39.76446172,-3.85,39.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2646158881961368,0.0
1023,1094,malindi,gongoni,kenya,11/27/2009,4,6,2.591619744,1.0,-3.826004893,39.76446172,-3.85,39.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2646158881961368,0.0
1024,1095,malindi,gongoni,kenya,11/27/2009,11,1,2.141424042,0.0,-3.826004893,39.76446172,-3.85,39.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2646158881961368,0.0
1025,1096,malindi,kwa haidari,kenya,11/29/2009,2,1,2.102900238,0.0,-3.219793069,40.11219331,-3.2,40.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18402886839192933,0.0
1026,1097,malindi,majengo,kenya,11/26/2009,1,2,0.101980036,0.0,-1.280655187,36.84627548,-1.3,36.85,-1.781482756137848,-1.8480762243270874,2.25,0.6,-4.020374655723572,0.06666666666666665,413029382.9447616,0.18488966184246364,-2.518953119160753
1027,1098,malindi,majengo,kenya,11/26/2009,3,2,-1.677059366,1.0,-1.280655187,36.84627548,-1.3,36.85,-1.781482756137848,-1.8480762243270874,2.25,0.6,-4.020374655723572,0.06666666666666665,413029382.9447616,0.18488966184246364,-2.518953119160753
1028,1099,malindi,majengo,kenya,11/26/2009,5,2,-2.635460194,1.0,-1.280655187,36.84627548,-1.3,36.85,-1.781482756137848,-1.8480762243270874,2.25,0.6,-4.020374655723572,0.06666666666666665,413029382.9447616,0.18488966184246364,-2.518953119160753
1029,1100,malindi,musufini,kenya,11/28/2009,2,1,2.796368203,1.0,-3.223163803,40.08609972,-3.2,40.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18402886839192933,0.0
1030,1101,malindi,gongoni,kenya,11/28/2009,4,0,-1.647752935,,-3.826004893,39.76446172,-3.85,39.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2646158881961368,0.0
1031,1102,malindi,gongoni,kenya,11/27/2009,4,0,0.714134347,,-3.826004893,39.76446172,-3.85,39.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2646158881961368,0.0
1032,1103,malindi,gongoni,kenya,11/29/2009,1,0,2.518042985,,-3.826004893,39.76446172,-3.85,39.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2646158881961368,0.0
1033,1104,malindi,gongoni,kenya,11/27/2009,8,0,2.162174434,,-3.826004893,39.76446172,-3.85,39.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2646158881961368,0.0
1034,1105,malindi,kwa haidari,kenya,11/29/2009,3,0,1.912737507,,-3.219793069,40.11219331,-3.2,40.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18402886839192933,0.0
1035,1106,malindi,kwa haidari,kenya,11/20/2009,6,0,2.102900238,,-3.219793069,40.11219331,-3.2,40.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18402886839192933,0.0
1036,1107,malindi,musufini,kenya,11/27/2009,4,0,-0.297178224,,-3.223163803,40.08609972,-3.2,40.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18402886839192933,0.0
1037,1108,malindi,majengo,kenya,11/26/2009,9,0,-2.971496822,,-1.280655187,36.84627548,-1.3,36.85,-1.781482756137848,-1.8480762243270874,2.25,0.6,-4.020374655723572,0.06666666666666665,413029382.9447616,0.18488966184246364,-2.518953119160753
1038,1109,malindi,majengo,kenya,11/26/2009,2,0,-2.32177277,,-1.280655187,36.84627548,-1.3,36.85,-1.781482756137848,-1.8480762243270874,2.25,0.6,-4.020374655723572,0.06666666666666665,413029382.9447616,0.18488966184246364,-2.518953119160753
1039,1110,malindi,musufini,kenya,11/27/2009,3,1,-0.88899342,1.0,-3.223163803,40.08609972,-3.2,40.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18402886839192933,0.0
1040,1111,malindi,majengo,kenya,11/26/2009,12,1,0.623023783,1.0,-1.280655187,36.84627548,-1.3,36.85,-1.781482756137848,-1.8480762243270874,2.25,0.6,-4.020374655723572,0.06666666666666665,413029382.9447616,0.18488966184246364,-2.518953119160753
1041,1112,malindi,majengo,kenya,11/26/2009,7,1,-1.490372601,0.0,-1.280655187,36.84627548,-1.3,36.85,-1.781482756137848,-1.8480762243270874,2.25,0.6,-4.020374655723572,0.06666666666666665,413029382.9447616,0.18488966184246364,-2.518953119160753
1042,1113,malindi,barani,kenya,11/30/2009,3,1,-0.165186199,1.0,-3.22414082,40.08627707,-3.2,40.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18402886839192933,0.0
1043,1114,malindi,barani,kenya,11/26/2009,3,1,-1.656374765,1.0,-3.22414082,40.08627707,-3.2,40.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18402886839192933,0.0
1044,1115,malindi,barani,kenya,11/30/2009,3,1,-2.283676884,1.0,-3.22414082,40.08627707,-3.2,40.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18402886839192933,0.0
1045,1116,malindi,kwa haidari,kenya,11/28/2009,4,1,-1.581149596,0.0,-3.219793069,40.11219331,-3.2,40.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18402886839192933,0.0
1046,1117,malindi,musufini,kenya,11/27/2009,5,3,0.281029987,0.0,-3.223163803,40.08609972,-3.2,40.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18402886839192933,0.0
1047,1118,malindi,musufini,kenya,11/27/2009,8,1,-0.870037126,0.0,-3.223163803,40.08609972,-3.2,40.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18402886839192933,0.0
1048,1119,malindi,musufini,kenya,11/27/2009,4,6,-0.122736625,0.0,-3.223163803,40.08609972,-3.2,40.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18402886839192933,0.0
1049,1120,malindi,kwa haidari,kenya,11/28/2009,6,1,0.500706798,1.0,-3.219793069,40.11219331,-3.2,40.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18402886839192933,0.0
1050,1121,malindi,kwa haidari,kenya,11/28/2009,8,2,0.749922699,0.0,-3.219793069,40.11219331,-3.2,40.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18402886839192933,0.0
1051,1122,malindi,kwa haidari,kenya,11/28/2009,4,1,-1.867428463,0.0,-3.219793069,40.11219331,-3.2,40.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18402886839192933,0.0
1052,1123,malindi,gongoni,kenya,11/27/2009,5,2,0.119559304,1.0,-3.826004893,39.76446172,-3.85,39.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2646158881961368,0.0
1053,1124,malindi,gongoni,kenya,11/27/2009,11,1,2.82965005,1.0,-3.826004893,39.76446172,-3.85,39.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2646158881961368,0.0
1054,1125,malindi,barani,kenya,11/26/2009,3,2,2.222333278,0.0,-3.22414082,40.08627707,-3.2,40.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18402886839192933,0.0
1055,1126,malindi,barani,kenya,11/26/2009,8,3,-1.083148006,1.0,-3.22414082,40.08627707,-3.2,40.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18402886839192933,0.0
1056,1127,malindi,barani,kenya,11/26/2009,10,2,-0.630224428,1.0,-3.22414082,40.08627707,-3.2,40.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18402886839192933,0.0
1057,1128,malindi,barani,kenya,11/26/2009,7,1,0.073344962,0.0,-3.22414082,40.08627707,-3.2,40.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18402886839192933,0.0
1058,1129,malindi,majengo,kenya,11/26/2009,2,1,-2.454692286,1.0,-1.280655187,36.84627548,-1.3,36.85,-1.781482756137848,-1.8480762243270874,2.25,0.6,-4.020374655723572,0.06666666666666665,413029382.9447616,0.18488966184246364,-2.518953119160753
1059,1130,malindi,majengo,kenya,11/26/2009,2,1,-1.825919206,1.0,-1.280655187,36.84627548,-1.3,36.85,-1.781482756137848,-1.8480762243270874,2.25,0.6,-4.020374655723572,0.06666666666666665,413029382.9447616,0.18488966184246364,-2.518953119160753
1060,1131,malindi,majengo,kenya,11/26/2009,1,1,-2.452888642,1.0,-1.280655187,36.84627548,-1.3,36.85,-1.781482756137848,-1.8480762243270874,2.25,0.6,-4.020374655723572,0.06666666666666665,413029382.9447616,0.18488966184246364,-2.518953119160753
1061,1132,malindi,majengo,kenya,11/26/2009,9,2,-2.224083381,1.0,-1.280655187,36.84627548,-1.3,36.85,-1.781482756137848,-1.8480762243270874,2.25,0.6,-4.020374655723572,0.06666666666666665,413029382.9447616,0.18488966184246364,-2.518953119160753
1062,1133,malindi,musufini,kenya,11/28/2009,3,1,-1.656374765,1.0,-3.223163803,40.08609972,-3.2,40.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18402886839192933,0.0
1063,1134,malindi,musufini,kenya,11/27/2009,1,1,-1.481251746,1.0,-3.223163803,40.08609972,-3.2,40.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18402886839192933,0.0
1064,1135,malindi,musufini,kenya,11/26/2009,3,3,-1.783109053,1.0,-3.223163803,40.08609972,-3.2,40.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18402886839192933,0.0
1065,1136,malindi,musufini,kenya,11/30/2009,7,2,-2.197686395,0.0,-3.223163803,40.08609972,-3.2,40.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18402886839192933,0.0
1066,1137,malindi,barani,kenya,11/26/2009,7,2,-2.073686269,1.0,-3.22414082,40.08627707,-3.2,40.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18402886839192933,0.0
1067,1138,malindi,barani,kenya,11/30/2009,4,1,-0.844439628,1.0,-3.22414082,40.08627707,-3.2,40.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18402886839192933,0.0
1068,1139,malindi,barani,kenya,11/26/2009,8,1,-2.477321606,1.0,-3.22414082,40.08627707,-3.2,40.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18402886839192933,0.0
1069,1140,malindi,kwa haidari,kenya,11/28/2009,6,1,1.354921455,1.0,-3.219793069,40.11219331,-3.2,40.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18402886839192933,0.0
1070,1141,malindi,kwa haidari,kenya,11/28/2009,2,1,-0.105027354,0.0,-3.219793069,40.11219331,-3.2,40.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18402886839192933,0.0
1071,1142,thika,githuguchu,kenya,11/19/2009,3,0,-0.808885548,,-1.016283022,36.91457325,-1.0,36.9,-1.7179928819338481,-1.8142847418785095,1.8333333333333333,0.8,-3.2930924693743386,-0.29999999999999993,309899937.8916723,0.24236957635376247,0.5707823608026977
1072,1143,malindi,musufini,kenya,11/27/2009,2,2,-0.298408346,1.0,-3.223163803,40.08609972,-3.2,40.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18402886839192933,0.0
1073,1144,malindi,gongoni,kenya,11/27/2009,4,1,0.749922699,1.0,-3.826004893,39.76446172,-3.85,39.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2646158881961368,0.0
1074,1145,malindi,gongoni,kenya,11/27/2009,4,0,-2.254162803,,-3.826004893,39.76446172,-3.85,39.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2646158881961368,0.0
1075,1146,malindi,musufini,kenya,11/29/2009,9,0,-0.543645404,,-3.223163803,40.08609972,-3.2,40.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18402886839192933,0.0
1076,1147,malindi,barani,kenya,11/30/2009,5,1,-0.419291378,1.0,-3.22414082,40.08627707,-3.2,40.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18402886839192933,0.0
1077,1148,malindi,kwa haidari,kenya,11/28/2009,1,2,-1.024916162,0.0,-3.219793069,40.11219331,-3.2,40.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18402886839192933,0.0
1078,1149,malindi,kwa haidari,kenya,11/28/2009,6,1,2.638581699,0.0,-3.219793069,40.11219331,-3.2,40.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18402886839192933,0.0
1079,1150,malindi,musufini,kenya,11/29/2009,5,1,-2.531988448,0.0,-3.223163803,40.08609972,-3.2,40.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18402886839192933,0.0
1080,1151,malindi,musufini,kenya,11/29/2009,1,1,-0.403686325,0.0,-3.223163803,40.08609972,-3.2,40.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18402886839192933,0.0
1081,1152,malindi,majengo,kenya,11/26/2009,3,0,-0.225767693,,-1.280655187,36.84627548,-1.3,36.85,-1.781482756137848,-1.8480762243270874,2.25,0.6,-4.020374655723572,0.06666666666666665,413029382.9447616,0.18488966184246364,-2.518953119160753
1082,1153,malindi,musufini,kenya,11/27/2009,6,0,-2.314321648,,-3.223163803,40.08609972,-3.2,40.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18402886839192933,0.0
1083,1154,malindi,barani,kenya,11/26/2009,7,0,-2.073686269,,-3.22414082,40.08627707,-3.2,40.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18402886839192933,0.0
1084,1155,malindi,barani,kenya,11/26/2009,7,0,-1.325501119,,-3.22414082,40.08627707,-3.2,40.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18402886839192933,0.0
1085,1156,malindi,barani,kenya,11/26/2009,2,0,-0.650350601,,-3.22414082,40.08627707,-3.2,40.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18402886839192933,0.0
1086,1157,malindi,barani,kenya,11/26/2009,1,0,-1.154243049,,-3.22414082,40.08627707,-3.2,40.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18402886839192933,0.0
1087,1158,malindi,kwa haidari,kenya,11/28/2009,4,0,0.337516885,,-3.219793069,40.11219331,-3.2,40.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18402886839192933,0.0
1088,1159,malindi,kwa haidari,kenya,11/28/2009,3,0,-0.488571077,,-3.219793069,40.11219331,-3.2,40.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18402886839192933,0.0
1089,1160,malindi,musufini,kenya,11/27/2009,1,0,2.587322683,,-3.223163803,40.08609972,-3.2,40.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18402886839192933,0.0
1090,1161,malindi,musufini,kenya,11/27/2009,6,0,-2.395165093,,-3.223163803,40.08609972,-3.2,40.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18402886839192933,0.0
1091,1162,malindi,majengo,kenya,11/26/2009,7,0,-2.151188798,,-1.280655187,36.84627548,-1.3,36.85,-1.781482756137848,-1.8480762243270874,2.25,0.6,-4.020374655723572,0.06666666666666665,413029382.9447616,0.18488966184246364,-2.518953119160753
