house,census_tract,district,country,date,wealth_index,hh_size,migrant_num,any_remit,migrant_hh,migrant_loc,hh_months,remit,lat,long
1584,"butto lc 1 ""c""",wakiso,uganda,2010-03-14,-0.303771794730047,6,4,1,hh,national,168,1,0.37226,32.6731
1585,"butto lc 1 ""c""",wakiso,uganda,2010-03-14,2.44951986578626,8,5,1,hh,national,49,NA,0.37226,32.6731
1585,"butto lc 1 ""c""",wakiso,uganda,2010-03-14,2.44951986578626,8,5,1,hh,national,50,1,0.37226,32.6731
1585,"butto lc 1 ""c""",wakiso,uganda,2010-03-14,2.44951986578626,8,5,1,hh,national,50,NA,0.37226,32.6731
1585,"butto lc 1 ""c""",wakiso,uganda,2010-03-14,2.44951986578626,8,5,1,hh,national,50,NA,0.37226,32.6731
1585,"butto lc 1 ""c""",wakiso,uganda,2010-03-14,2.44951986578626,8,5,1,hh,international,63,NA,0.37226,32.6731
1586,"butto lc 1 ""c""",wakiso,uganda,2010-03-14,-0.0815689523078338,2,1,1,hh,national,27,1,0.37226,32.6731
1587,"butto lc 1 ""c""",wakiso,uganda,2010-03-14,3.1764779912422,11,0,NA,NA,NA,NA,NA,0.37226,32.6731
1588,"butto lc 1 ""c""",wakiso,uganda,2010-03-14,-0.274350642487691,6,0,NA,NA,NA,NA,NA,0.37226,32.6731
1589,"butto lc 1 ""c""",wakiso,uganda,2010-03-14,2.89347438297567,5,4,1,hh,national,157,NA,0.37226,32.6731
1589,"butto lc 1 ""c""",wakiso,uganda,2010-03-14,2.89347438297567,5,4,1,hh,national,63,1,0.37226,32.6731
1589,"butto lc 1 ""c""",wakiso,uganda,2010-03-14,2.89347438297567,5,4,1,hh,national,74,1,0.37226,32.6731
1589,"butto lc 1 ""c""",wakiso,uganda,2010-03-14,2.89347438297567,5,4,1,hh,national,150,NA,0.37226,32.6731
1590,"butto lc 1 ""c""",wakiso,uganda,2010-03-14,0.748928522377925,6,3,1,hh,national,180,NA,0.37226,32.6731
1590,"butto lc 1 ""c""",wakiso,uganda,2010-03-14,0.748928522377925,6,3,1,hh,national,36,1,0.37226,32.6731
1590,"butto lc 1 ""c""",wakiso,uganda,2010-03-14,0.748928522377925,6,3,1,hh,national,132,1,0.37226,32.6731
1591,kiyenje,luwero,uganda,2010-03-15,-0.8719709651345,11,2,1,hh,national,6,1,0.154152,32.36414
1591,kiyenje,luwero,uganda,2010-03-15,-0.8719709651345,11,2,1,hh,national,12,NA,0.154152,32.36414
1591,kiyenje,luwero,uganda,2010-03-15,-0.8719709651345,11,2,1,non-hh,national,NA,1,0.154152,32.36414
1592,kiyenje,luwero,uganda,2010-03-15,0.123096624594029,5,1,NA,hh,national,28,NA,0.154152,32.36414
1593,kiyenje,luwero,uganda,2010-03-15,-0.944793828713111,4,2,NA,hh,national,12,NA,0.154152,32.36414
1593,kiyenje,luwero,uganda,2010-03-15,-0.944793828713111,4,2,NA,hh,national,12,NA,0.154152,32.36414
1594,kiyenje,luwero,uganda,2010-03-15,2.49651134502405,7,1,1,hh,international,28,1,0.154152,32.36414
1595,kiyenje,luwero,uganda,2010-03-15,-1.33335344288476,3,0,NA,NA,NA,NA,NA,0.154152,32.36414
1596,kiyenje,luwero,uganda,2010-03-15,-0.386058614123067,5,0,NA,NA,NA,NA,NA,0.154152,32.36414
1597,kiyenje,luwero,uganda,2010-03-15,-0.728916391615514,6,0,1,non-hh,national,NA,1,0.154152,32.36414
1598,kiyenje,luwero,uganda,2010-03-15,-0.643083647504122,6,2,1,hh,national,60,NA,0.154152,32.36414
1598,kiyenje,luwero,uganda,2010-03-15,-0.643083647504122,6,2,1,hh,national,48,NA,0.154152,32.36414
1598,kiyenje,luwero,uganda,2010-03-15,-0.643083647504122,6,2,1,non-hh,national,NA,1,0.154152,32.36414
1599,kiyenje,luwero,uganda,2010-03-15,-0.846303130028027,5,1,1,hh,international,36,1,0.154152,32.36414
1600,kiyenje,luwero,uganda,2010-03-15,0.288459629527715,6,9,1,hh,international,96,1,0.154152,32.36414
1600,kiyenje,luwero,uganda,2010-03-15,0.288459629527715,6,9,1,hh,national,48,1,0.154152,32.36414
1600,kiyenje,luwero,uganda,2010-03-15,0.288459629527715,6,9,1,hh,international,180,1,0.154152,32.36414
1600,kiyenje,luwero,uganda,2010-03-15,0.288459629527715,6,9,1,hh,national,72,NA,0.154152,32.36414
1600,kiyenje,luwero,uganda,2010-03-15,0.288459629527715,6,9,1,hh,national,12,NA,0.154152,32.36414
1600,kiyenje,luwero,uganda,2010-03-15,0.288459629527715,6,9,1,hh,international,120,1,0.154152,32.36414
1600,kiyenje,luwero,uganda,2010-03-15,0.288459629527715,6,9,1,hh,national,24,1,0.154152,32.36414
1600,kiyenje,luwero,uganda,2010-03-15,0.288459629527715,6,9,1,hh,international,132,1,0.154152,32.36414
1600,kiyenje,luwero,uganda,2010-03-15,0.288459629527715,6,9,1,hh,national,120,1,0.154152,32.36414
1601,kanyanya quarters d,kampala,uganda,2010-03-18,2.80086979195694,6,1,NA,hh,international,15,NA,0.46383,31.12193
1602,kanyanya quarters d,kampala,uganda,2010-03-18,3.52839224209891,7,3,NA,hh,international,2,NA,0.46383,31.12193
1602,kanyanya quarters d,kampala,uganda,2010-03-18,3.52839224209891,7,3,NA,hh,international,9,NA,0.46383,31.12193
1602,kanyanya quarters d,kampala,uganda,2010-03-18,3.52839224209891,7,3,NA,hh,international,2,NA,0.46383,31.12193
1603,kanyanya quarters d,kampala,uganda,2010-03-18,3.57989188856574,4,1,NA,hh,national,43,NA,0.46383,31.12193
1604,kanyanya quarters d,kampala,uganda,2010-03-18,3.20415828498991,1,0,NA,NA,NA,NA,NA,0.46383,31.12193
1605,kanyanya quarters d,kampala,uganda,2010-03-18,3.6142249862103,2,0,NA,NA,NA,NA,NA,0.46383,31.12193
1606,kanyanya quarters d,kampala,uganda,2010-03-18,2.92923802635542,5,2,1,hh,international,72,1,0.46383,31.12193
1606,kanyanya quarters d,kampala,uganda,2010-03-18,2.92923802635542,5,2,1,hh,international,96,1,0.46383,31.12193
1606,kanyanya quarters d,kampala,uganda,2010-03-18,2.92923802635542,5,2,1,non-hh,international,NA,1,0.46383,31.12193
1606,kanyanya quarters d,kampala,uganda,2010-03-18,2.92923802635542,5,2,1,non-hh,international,NA,1,0.46383,31.12193
1607,kanyanya quarters d,kampala,uganda,2010-03-18,2.92923802635542,5,3,NA,hh,national,48,NA,0.46383,31.12193
1607,kanyanya quarters d,kampala,uganda,2010-03-18,2.92923802635542,5,3,NA,hh,national,48,NA,0.46383,31.12193
1607,kanyanya quarters d,kampala,uganda,2010-03-18,2.92923802635542,5,3,NA,hh,national,36,NA,0.46383,31.12193
1608,kanyanya quarters d,kampala,uganda,2010-03-18,3.07540916882282,4,0,NA,NA,NA,NA,NA,0.46383,31.12193
1609,kanyanya quarters d,kampala,uganda,2010-03-18,3.75143197249796,5,0,NA,NA,NA,NA,NA,0.46383,31.12193
1610,kanyanya quarters d,kampala,uganda,2010-03-18,3.88018108866505,1,0,NA,NA,NA,NA,NA,0.46383,31.12193
1611,lugoba zone c,kampala,uganda,2010-03-17,2.93352966356099,6,1,NA,hh,national,3,NA,0.37304,32.55312
1612,lugoba zone c,kampala,uganda,2010-03-17,2.24200500216089,1,0,NA,NA,NA,NA,NA,0.37304,32.55312
1613,lugoba zone c,kampala,uganda,2010-03-17,2.8755925612858,15,2,NA,hh,national,5,NA,0.37304,32.55312
1613,lugoba zone c,kampala,uganda,2010-03-17,2.8755925612858,15,2,NA,hh,international,3,NA,0.37304,32.55312
1614,lugoba zone c,kampala,uganda,2010-03-17,3.59133625444726,2,1,NA,hh,national,3,NA,0.37304,32.55312
1615,lugoba zone c,kampala,uganda,2010-03-17,2.97930712708706,2,2,NA,hh,national,3,NA,0.37304,32.55312
1615,lugoba zone c,kampala,uganda,2010-03-17,2.97930712708706,2,2,NA,hh,national,12,NA,0.37304,32.55312
1616,lugoba zone c,kampala,uganda,2010-03-17,2.28379895087622,10,0,NA,NA,NA,NA,NA,0.37304,32.55312
1617,lugoba zone c,kampala,uganda,2010-03-17,1.45792839465884,2,0,NA,NA,NA,NA,NA,0.37304,32.55312
1618,lugoba zone c,kampala,uganda,2010-03-17,3.59133625444726,2,0,NA,NA,NA,NA,NA,0.37304,32.55312
1619,lugoba zone c,kampala,uganda,2010-03-17,1.37209565054745,3,0,NA,NA,NA,NA,NA,0.37304,32.55312
1620,lugoba zone c,kampala,uganda,2010-03-17,4.10585952016249,5,0,NA,NA,NA,NA,NA,0.37304,32.55312
1621,keti falawo m,kampala,uganda,2010-03-17,3.58418352577131,3,1,NA,hh,national,36,NA,0.36617,32.56294
1622,keti falawo m,kampala,uganda,2010-03-17,2.90777984032757,6,0,NA,NA,NA,NA,NA,0.36617,32.56294
1623,keti falawo m,kampala,uganda,2010-03-17,2.5036640737,5,1,NA,hh,national,72,NA,0.36617,32.56294
1624,keti falawo m,kampala,uganda,2010-03-17,2.87834165202918,1,0,NA,NA,NA,NA,NA,0.36617,32.56294
1625,keti falawo m,kampala,uganda,2010-03-17,2.88670253606833,1,1,1,hh,international,37,1,0.36617,32.56294
1626,keti falawo m,kampala,uganda,2010-03-17,3.16124191293422,3,0,NA,NA,NA,NA,NA,0.36617,32.56294
1627,keti falawo m,kampala,uganda,2010-03-17,3.57989188856574,4,1,NA,hh,national,46,NA,0.36617,32.56294
1628,keti falawo m,kampala,uganda,2010-03-17,3.82295925925745,5,0,NA,NA,NA,NA,NA,0.36617,32.56294
1629,keti falawo m,kampala,uganda,2010-03-17,1.99790405809676,3,1,1,hh,international,67,1,0.36617,32.56294
1630,keti falawo m,kampala,uganda,2010-03-17,1.21161311646762,3,0,NA,NA,NA,NA,NA,0.36617,32.56294
1631,katunguru pwod ating,kitgum,uganda,2010-03-19,-2.34022094181115,7,0,NA,NA,NA,NA,NA,3.538939498,32.55655648
1632,katunguru pwod ating,kitgum,uganda,2010-03-19,-2.25438819769976,6,0,NA,NA,NA,NA,NA,3.538939498,32.55655648
1633,katunguru pwod ating,kitgum,uganda,2010-03-19,-2.23687385421493,5,0,NA,NA,NA,NA,NA,3.538939498,32.55655648
1634,katunguru pwod ating,kitgum,uganda,2010-03-19,-1.8252244771428,1,0,NA,NA,NA,NA,NA,3.538939498,32.55655648
1635,katunguru pwod ating,kitgum,uganda,2010-03-18,-2.25438819769976,6,0,NA,NA,NA,NA,NA,3.538939498,32.55655648
1636,katunguru pwod ating,kitgum,uganda,2010-03-18,-1.9110572212542,4,0,NA,NA,NA,NA,NA,3.538939498,32.55655648
1637,katunguru pwod ating,kitgum,uganda,2010-03-19,-2.30840114097442,10,0,NA,NA,NA,NA,NA,3.538939498,32.55655648
1638,katunguru pwod ating,kitgum,uganda,2010-03-19,-2.70895394682759,8,0,NA,NA,NA,NA,NA,3.538939498,32.55655648
1642,lotukubor,kitgum,uganda,2010-03-19,-1.7090458940935,7,0,NA,NA,NA,NA,NA,3.44106,33.0038
1644,lotukubor,kitgum,uganda,2010-03-19,-1.81633682423273,9,0,NA,NA,NA,NA,NA,3.44106,33.0038
1645,lotukubor,kitgum,uganda,2010-03-19,-1.90216956834413,8,0,NA,NA,NA,NA,NA,3.44106,33.0038
1646,lotukubor,kitgum,uganda,2010-03-19,-1.59085167521894,9,1,NA,hh,national,5,NA,3.44106,33.0038
1647,lotukubor,kitgum,uganda,2010-03-18,-0.942688092660251,5,0,NA,NA,NA,NA,NA,3.44106,33.0038
1648,lotukubor,kitgum,uganda,2010-03-18,-2.06894385589054,9,1,NA,hh,national,54,NA,3.44106,33.0038
1649,lotukubor,kitgum,uganda,2010-03-18,-1.43382496562987,5,0,NA,NA,NA,NA,NA,3.44106,33.0038
1650,lotukubor,kitgum,uganda,2010-03-18,-1.43382496562987,5,1,1,hh,national,39,1,3.44106,33.0038
1651,auch,kitgum,uganda,2010-03-19,-1.92555596108974,6,0,NA,NA,NA,NA,NA,3.27612,32.877
1652,auch,kitgum,uganda,2010-03-19,-1.12198046873921,7,2,NA,hh,national,25,NA,3.27612,32.877
1652,auch,kitgum,uganda,2010-03-19,-1.12198046873921,7,2,NA,hh,national,38,NA,3.27612,32.877
1653,auch,kitgum,uganda,2010-03-20,-0.600167275448426,2,2,1,hh,national,63,NA,3.27612,32.877
1653,auch,kitgum,uganda,2010-03-20,-0.600167275448426,2,2,1,hh,international,39,1,3.27612,32.877
1653,auch,kitgum,uganda,2010-03-20,-0.600167275448426,2,2,1,non-hh,international,NA,1,3.27612,32.877
1654,auch,kitgum,uganda,2010-03-20,-1.62153351421036,7,0,1,non-hh,international,NA,1,3.27612,32.877
1655,auch,kitgum,uganda,2010-03-19,-0.692130929853489,11,1,NA,hh,national,39,NA,3.27612,32.877
1656,auch,kitgum,uganda,2010-03-19,-1.81432118840748,5,0,NA,NA,NA,NA,NA,3.27612,32.877
1657,auch,kitgum,uganda,2010-03-19,-0.703514363044649,5,1,1,hh,national,99,NA,3.27612,32.877
1657,auch,kitgum,uganda,2010-03-19,-0.703514363044649,5,1,1,non-hh,international,NA,1,3.27612,32.877
1658,auch,kitgum,uganda,2010-03-20,-0.771832763671209,5,0,NA,NA,NA,NA,NA,3.27612,32.877
1659,auch,kitgum,uganda,2010-03-19,-1.81432118840748,5,1,NA,hh,national,49,NA,3.27612,32.877
1660,auch,kitgum,uganda,2010-03-19,-0.417405216006677,5,1,1,hh,international,39,1,3.27612,32.877
1660,auch,kitgum,uganda,2010-03-19,-0.417405216006677,5,1,1,non-hh,international,NA,1,3.27612,32.877
1661,kisansa,rakai,uganda,2010-03-19,-0.600167275448426,1,0,NA,NA,NA,NA,NA,-0.71182,31.42733
1662,kisansa,rakai,uganda,2010-03-19,-0.66454183353197,5,3,1,hh,international,36,1,-0.71182,31.42733
1662,kisansa,rakai,uganda,2010-03-19,-0.66454183353197,5,3,1,hh,national,48,1,-0.71182,31.42733
1662,kisansa,rakai,uganda,2010-03-19,-0.66454183353197,5,3,1,hh,national,2,NA,-0.71182,31.42733
1663,kisansa,rakai,uganda,2010-03-19,-0.95031498051643,1,0,NA,NA,NA,NA,NA,-0.71182,31.42733
1664,kisansa,rakai,uganda,2010-03-19,-2.01934891433913,5,3,1,hh,national,1,NA,-0.71182,31.42733
1664,kisansa,rakai,uganda,2010-03-19,-2.01934891433913,5,3,1,hh,national,48,1,-0.71182,31.42733
1664,kisansa,rakai,uganda,2010-03-19,-2.01934891433913,5,3,1,hh,national,72,NA,-0.71182,31.42733
1666,kisansa,rakai,uganda,2010-03-19,-0.750374577643361,9,0,NA,NA,NA,NA,NA,-0.71182,31.42733
1667,kisansa,rakai,uganda,2010-03-19,0.607914469542686,6,0,NA,NA,NA,NA,NA,-0.71182,31.42733
1668,kisansa,rakai,uganda,2010-03-19,-0.30348816095695,5,2,NA,hh,national,48,NA,-0.71182,31.42733
1668,kisansa,rakai,uganda,2010-03-19,-0.30348816095695,5,2,NA,hh,national,48,NA,-0.71182,31.42733
1669,kisansa,rakai,uganda,2010-03-19,-1.06101091917081,4,0,NA,NA,NA,NA,NA,-0.71182,31.42733
1670,kisansa,rakai,uganda,2010-03-19,0.0102002070662827,6,0,NA,NA,NA,NA,NA,-0.71182,31.42733
1671,butenga,mpigi,uganda,2010-02-12,-1.54793530316324,8,0,NA,NA,NA,NA,NA,0.19,31.67472
1672,butenga,mpigi,uganda,2010-02-12,-1.35481162891261,7,4,NA,hh,national,36,NA,0.19,31.67472
1672,butenga,mpigi,uganda,2010-02-12,-1.35481162891261,7,4,NA,hh,national,12,NA,0.19,31.67472
1672,butenga,mpigi,uganda,2010-02-12,-1.35481162891261,7,4,NA,hh,national,12,NA,0.19,31.67472
1672,butenga,mpigi,uganda,2010-02-12,-1.35481162891261,7,4,NA,hh,national,60,NA,0.19,31.67472
1673,butenga,mpigi,uganda,2010-02-12,-0.757527306319311,14,7,NA,hh,national,24,NA,0.19,31.67472
1673,butenga,mpigi,uganda,2010-02-12,-0.757527306319311,14,7,NA,hh,national,72,NA,0.19,31.67472
1673,butenga,mpigi,uganda,2010-02-12,-0.757527306319311,14,7,NA,hh,national,36,NA,0.19,31.67472
1673,butenga,mpigi,uganda,2010-02-12,-0.757527306319311,14,7,NA,hh,national,36,NA,0.19,31.67472
1673,butenga,mpigi,uganda,2010-02-12,-0.757527306319311,14,7,NA,hh,national,72,NA,0.19,31.67472
1673,butenga,mpigi,uganda,2010-02-12,-0.757527306319311,14,7,NA,hh,national,36,NA,0.19,31.67472
1673,butenga,mpigi,uganda,2010-02-12,-0.757527306319311,14,7,NA,hh,national,60,NA,0.19,31.67472
1674,butenga,mpigi,uganda,2010-02-12,-0.771832763671209,10,3,NA,hh,national,96,NA,0.19,31.67472
1674,butenga,mpigi,uganda,2010-02-12,-0.771832763671209,10,3,NA,hh,national,36,NA,0.19,31.67472
1674,butenga,mpigi,uganda,2010-02-12,-0.771832763671209,10,3,NA,hh,national,60,NA,0.19,31.67472
1675,butenga,mpigi,uganda,2010-02-12,-1.35155912336862,10,7,NA,hh,national,48,NA,0.19,31.67472
1675,butenga,mpigi,uganda,2010-02-12,-1.35155912336862,10,7,NA,hh,national,24,NA,0.19,31.67472
1675,butenga,mpigi,uganda,2010-02-12,-1.35155912336862,10,7,NA,hh,national,48,NA,0.19,31.67472
1675,butenga,mpigi,uganda,2010-02-12,-1.35155912336862,10,7,NA,hh,national,72,NA,0.19,31.67472
1675,butenga,mpigi,uganda,2010-02-12,-1.35155912336862,10,7,NA,hh,national,96,NA,0.19,31.67472
1675,butenga,mpigi,uganda,2010-02-12,-1.35155912336862,10,7,NA,hh,national,60,NA,0.19,31.67472
1675,butenga,mpigi,uganda,2010-02-12,-1.35155912336862,10,7,NA,hh,national,72,NA,0.19,31.67472
1676,butenga,mpigi,uganda,2010-03-12,-0.671694562207919,8,4,1,hh,national,84,NA,0.19,31.67472
1676,butenga,mpigi,uganda,2010-03-12,-0.671694562207919,8,4,1,hh,national,84,NA,0.19,31.67472
1676,butenga,mpigi,uganda,2010-03-12,-0.671694562207919,8,4,1,hh,national,84,NA,0.19,31.67472
1676,butenga,mpigi,uganda,2010-03-12,-0.671694562207919,8,4,1,hh,national,84,NA,0.19,31.67472
1676,butenga,mpigi,uganda,2010-03-12,-0.671694562207919,8,4,1,non-hh,international,NA,1,0.19,31.67472
1676,butenga,mpigi,uganda,2010-03-12,-0.671694562207919,8,4,1,non-hh,international,NA,1,0.19,31.67472
1676,butenga,mpigi,uganda,2010-03-12,-0.671694562207919,8,4,1,non-hh,international,NA,1,0.19,31.67472
1676,butenga,mpigi,uganda,2010-03-12,-0.671694562207919,8,4,1,non-hh,international,NA,1,0.19,31.67472
1677,butenga,mpigi,uganda,2010-02-12,-1.35910326611818,9,0,NA,NA,NA,NA,NA,0.19,31.67472
1678,butenga,mpigi,uganda,2010-02-12,-0.994439507935331,5,0,NA,NA,NA,NA,NA,0.19,31.67472
1680,buwoya,wakiso,uganda,2010-03-05,-0.44845518804515,4,0,NA,NA,NA,NA,NA,0.28149,33.05336
1681,buwoya,wakiso,uganda,2010-03-05,-1.35769003366229,6,5,NA,hh,national,3,NA,0.28149,33.05336
1681,buwoya,wakiso,uganda,2010-03-05,-1.35769003366229,6,5,NA,hh,international,96,NA,0.28149,33.05336
1681,buwoya,wakiso,uganda,2010-03-05,-1.35769003366229,6,5,NA,hh,national,60,NA,0.28149,33.05336
1681,buwoya,wakiso,uganda,2010-03-05,-1.35769003366229,6,5,NA,hh,international,120,NA,0.28149,33.05336
1681,buwoya,wakiso,uganda,2010-03-05,-1.35769003366229,6,5,NA,hh,national,180,NA,0.28149,33.05336
1682,buwoya,wakiso,uganda,2010-03-05,-0.643083647504122,2,0,NA,NA,NA,NA,NA,0.28149,33.05336
1683,buwoya,wakiso,uganda,2010-03-05,-0.686000019559818,6,2,1,hh,national,60,1,0.28149,33.05336
1683,buwoya,wakiso,uganda,2010-03-05,-0.686000019559818,6,2,1,hh,national,36,1,0.28149,33.05336
1684,buwoya,wakiso,uganda,2010-03-05,-0.643083647504122,6,1,NA,hh,national,12,NA,0.28149,33.05336
1685,buwoya,wakiso,uganda,2010-03-05,-1.50501893110754,7,0,NA,NA,NA,NA,NA,0.28149,33.05336
1686,buwoya,wakiso,uganda,2010-03-05,-0.317267014543387,1,3,NA,hh,national,96,NA,0.28149,33.05336
1686,buwoya,wakiso,uganda,2010-03-05,-0.317267014543387,1,3,NA,hh,national,12,NA,0.28149,33.05336
1686,buwoya,wakiso,uganda,2010-03-05,-0.317267014543387,1,3,NA,hh,national,120,NA,0.28149,33.05336
1687,buwoya,wakiso,uganda,2010-03-05,-1.33335344288476,6,4,1,hh,national,60,1,0.28149,33.05336
1687,buwoya,wakiso,uganda,2010-03-05,-1.33335344288476,6,4,1,hh,national,2,NA,0.28149,33.05336
1687,buwoya,wakiso,uganda,2010-03-05,-1.33335344288476,6,4,1,hh,national,36,1,0.28149,33.05336
1687,buwoya,wakiso,uganda,2010-03-05,-1.33335344288476,6,4,1,hh,national,6,NA,0.28149,33.05336
1688,buwoya,wakiso,uganda,2010-03-05,-1.31477366160659,4,0,NA,NA,NA,NA,NA,0.28149,33.05336
1689,buwoya,wakiso,uganda,2010-03-05,-2.76891146341499,10,2,1,hh,national,48,1,0.28149,33.05336
1689,buwoya,wakiso,uganda,2010-03-05,-2.76891146341499,10,2,1,hh,national,36,NA,0.28149,33.05336
1690,kiyanja c,wakiso,uganda,2010-02-27,3.39331019941993,5,0,NA,NA,NA,NA,NA,0.35124,32.57049
1691,kiyanja c,wakiso,uganda,2010-02-27,2.79295418959331,10,0,NA,NA,NA,NA,NA,0.35124,32.57049
1692,kiyanja c,wakiso,uganda,2010-02-27,0.230387554733268,5,2,1,hh,national,24,NA,0.35124,32.57049
1692,kiyanja c,wakiso,uganda,2010-02-27,0.230387554733268,5,2,1,hh,national,60,1,0.35124,32.57049
1693,kiyanja c,wakiso,uganda,2010-02-27,-0.417405216006677,5,4,1,hh,national,120,NA,0.35124,32.57049
1693,kiyanja c,wakiso,uganda,2010-02-27,-0.417405216006677,5,4,1,hh,national,12,1,0.35124,32.57049
1693,kiyanja c,wakiso,uganda,2010-02-27,-0.417405216006677,5,4,1,hh,national,60,NA,0.35124,32.57049
1693,kiyanja c,wakiso,uganda,2010-02-27,-0.417405216006677,5,4,1,hh,national,120,NA,0.35124,32.57049
1694,kiyanja c,wakiso,uganda,2010-02-27,-0.747199543048546,11,2,NA,hh,national,120,NA,0.35124,32.57049
1694,kiyanja c,wakiso,uganda,2010-02-27,-0.747199543048546,11,2,NA,hh,national,132,NA,0.35124,32.57049
1695,kiyanja c,wakiso,uganda,2010-02-27,2.96142530539719,7,0,NA,NA,NA,NA,NA,0.35124,32.57049
1697,kiyanja c,wakiso,uganda,2010-02-27,1.91353247978265,6,0,NA,NA,NA,NA,NA,0.35124,32.57049
1698,kiyanja c,wakiso,uganda,2010-02-27,0.94340512894361,6,0,NA,NA,NA,NA,NA,0.35124,32.57049
1699,kiyanja c,wakiso,uganda,2010-02-27,-0.446016130710474,6,2,NA,hh,national,120,NA,0.35124,32.57049
1699,kiyanja c,wakiso,uganda,2010-02-27,-0.446016130710474,6,2,NA,hh,national,5,NA,0.35124,32.57049
1700,kyerima a,kayunga,uganda,2010-03-16,-1.02933099600538,11,5,NA,hh,national,36,NA,0.79663,32.88084
1700,kyerima a,kayunga,uganda,2010-03-16,-1.02933099600538,11,5,NA,hh,national,72,NA,0.79663,32.88084
1700,kyerima a,kayunga,uganda,2010-03-16,-1.02933099600538,11,5,NA,hh,national,75,NA,0.79663,32.88084
1700,kyerima a,kayunga,uganda,2010-03-16,-1.02933099600538,11,5,NA,hh,national,37,NA,0.79663,32.88084
1700,kyerima a,kayunga,uganda,2010-03-16,-1.02933099600538,11,5,NA,hh,national,38,NA,0.79663,32.88084
1701,kyerima a,kayunga,uganda,2010-03-16,0.241849523382703,5,4,NA,hh,national,6,NA,0.79663,32.88084
1701,kyerima a,kayunga,uganda,2010-03-16,0.241849523382703,5,4,NA,hh,national,2,NA,0.79663,32.88084
1701,kyerima a,kayunga,uganda,2010-03-16,0.241849523382703,5,4,NA,hh,national,56,NA,0.79663,32.88084
1701,kyerima a,kayunga,uganda,2010-03-16,0.241849523382703,5,4,NA,hh,national,37,NA,0.79663,32.88084
1702,kyerima a,kayunga,uganda,2010-03-16,-0.857665507782601,7,0,NA,NA,NA,NA,NA,0.79663,32.88084
1703,kyerima a,kayunga,uganda,2010-03-16,-0.814749135726905,6,3,1,hh,national,74,NA,0.79663,32.88084
1703,kyerima a,kayunga,uganda,2010-03-16,-0.814749135726905,6,3,1,hh,national,66,1,0.79663,32.88084
1703,kyerima a,kayunga,uganda,2010-03-16,-0.814749135726905,6,3,1,hh,national,75,NA,0.79663,32.88084
1704,kyerima a,kayunga,uganda,2010-03-16,-0.728916391615514,4,3,1,hh,national,56,NA,0.79663,32.88084
1704,kyerima a,kayunga,uganda,2010-03-16,-0.728916391615514,4,3,1,hh,national,121,1,0.79663,32.88084
1704,kyerima a,kayunga,uganda,2010-03-16,-0.728916391615514,4,3,1,hh,national,185,1,0.79663,32.88084
1705,kyerima a,kayunga,uganda,2010-03-16,-0.814749135726905,6,2,NA,hh,national,13,NA,0.79663,32.88084
1705,kyerima a,kayunga,uganda,2010-03-16,-0.814749135726905,6,2,NA,hh,national,26,NA,0.79663,32.88084
1706,kyerima a,kayunga,uganda,2010-03-16,-1.41557834450665,10,5,1,hh,international,62,1,0.79663,32.88084
1706,kyerima a,kayunga,uganda,2010-03-16,-1.41557834450665,10,5,1,hh,national,75,1,0.79663,32.88084
1706,kyerima a,kayunga,uganda,2010-03-16,-1.41557834450665,10,5,1,hh,national,49,NA,0.79663,32.88084
1706,kyerima a,kayunga,uganda,2010-03-16,-1.41557834450665,10,5,1,hh,national,45,NA,0.79663,32.88084
1706,kyerima a,kayunga,uganda,2010-03-16,-1.41557834450665,10,5,1,hh,national,40,NA,0.79663,32.88084
1707,kyerima a,kayunga,uganda,2010-03-16,-1.9110572212542,4,0,NA,NA,NA,NA,NA,0.79663,32.88084
1708,kyerima a,kayunga,uganda,2010-03-16,-1.50501893110754,7,0,1,non-hh,national,NA,1,0.79663,32.88084
1709,kyerima a,kayunga,uganda,2010-03-16,-1.0306265728245,6,1,NA,hh,international,46,NA,0.79663,32.88084
1710,vuluga,mukono,uganda,2010-03-18,-0.910238340696568,2,2,NA,hh,international,144,NA,0.33525,33.06539
1710,vuluga,mukono,uganda,2010-03-18,-0.910238340696568,2,2,NA,hh,international,336,NA,0.33525,33.06539
1711,vuluga,mukono,uganda,2010-03-17,-0.728916391615514,4,3,1,hh,national,3,NA,0.33525,33.06539
1711,vuluga,mukono,uganda,2010-03-17,-0.728916391615514,4,3,1,hh,national,12,NA,0.33525,33.06539
1711,vuluga,mukono,uganda,2010-03-17,-0.728916391615514,4,3,1,hh,national,36,NA,0.33525,33.06539
1711,vuluga,mukono,uganda,2010-03-17,-0.728916391615514,4,3,1,non-hh,national,NA,1,0.33525,33.06539
1711,vuluga,mukono,uganda,2010-03-17,-0.728916391615514,4,3,1,non-hh,national,NA,1,0.33525,33.06539
1711,vuluga,mukono,uganda,2010-03-17,-0.728916391615514,4,3,1,non-hh,national,NA,NA,0.33525,33.06539
1712,vuluga,mukono,uganda,2010-03-17,-0.625706502918899,1,3,1,hh,national,228,NA,0.33525,33.06539
1712,vuluga,mukono,uganda,2010-03-17,-0.625706502918899,1,3,1,hh,national,168,NA,0.33525,33.06539
1712,vuluga,mukono,uganda,2010-03-17,-0.625706502918899,1,3,1,hh,national,228,NA,0.33525,33.06539
1712,vuluga,mukono,uganda,2010-03-17,-0.625706502918899,1,3,1,non-hh,national,NA,1,0.33525,33.06539
