house,district,census_tract,country,date,hh_size,migrant_num,wealth_index,remit,lat,long,lat_regrid,long_regrid,intensity,magnitude,duration,frequency,severity,dispersion
1568,kakamega,likwilo,kenya,12/12/2009,6,0,-0.722638534,1,0.275181264,34.76077413,0.3,34.75,-1.727554351,-1.908792645,2.25,0.666666667,-3.92079252,-0.666666667
1569,kakamega,likwilo,kenya,12/12/2009,1,0,0.543833371,,0.275181264,34.76077413,0.3,34.75,-1.727554351,-1.908792645,2.25,0.666666667,-3.92079252,-0.666666667
1570,kakamega,likwilo,kenya,12/12/2009,2,0,0.350309686,,0.275181264,34.76077413,0.3,34.75,-1.727554351,-1.908792645,2.25,0.666666667,-3.92079252,-0.666666667
1571,kakamega,likwilo,kenya,12/12/2009,2,0,0.281029987,,0.275181264,34.76077413,0.3,34.75,-1.727554351,-1.908792645,2.25,0.666666667,-3.92079252,-0.666666667
1572,kakamega,likwilo,kenya,12/12/2009,7,0,1.669455384,,0.275181264,34.76077413,0.3,34.75,-1.727554351,-1.908792645,2.25,0.666666667,-3.92079252,-0.666666667
1573,kakamega,likwilo,kenya,12/12/2009,4,0,-0.765041235,1,0.275181264,34.76077413,0.3,34.75,-1.727554351,-1.908792645,2.25,0.666666667,-3.92079252,-0.666666667
1574,kakamega,likwilo,kenya,12/12/2009,3,0,0.500706798,,0.275181264,34.76077413,0.3,34.75,-1.727554351,-1.908792645,2.25,0.666666667,-3.92079252,-0.666666667
1575,kakamega,likwilo,kenya,12/12/2009,8,1,-1.01676617,1,0.275181264,34.76077413,0.3,34.75,-1.727554351,-1.908792645,2.25,0.666666667,-3.92079252,-0.666666667
1576,kakamega,likwilo,kenya,12/12/2009,5,1,0.260503917,1,0.275181264,34.76077413,0.3,34.75,-1.727554351,-1.908792645,2.25,0.666666667,-3.92079252,-0.666666667
1577,kakamega,likwilo,kenya,12/12/2009,4,1,3.113257503,0,0.275181264,34.76077413,0.3,34.75,-1.727554351,-1.908792645,2.25,0.666666667,-3.92079252,-0.666666667
1578,kakamega,likwilo,kenya,12/12/2009,5,4,-1.019884192,1,0.275181264,34.76077413,0.3,34.75,-1.727554351,-1.908792645,2.25,0.666666667,-3.92079252,-0.666666667
1579,kakamega,likwilo,kenya,12/12/2009,7,1,3.133310451,0,0.275181264,34.76077413,0.3,34.75,-1.727554351,-1.908792645,2.25,0.666666667,-3.92079252,-0.666666667
1580,kakamega,likwilo,kenya,12/12/2009,6,1,-0.778806125,1,0.275181264,34.76077413,0.3,34.75,-1.727554351,-1.908792645,2.25,0.666666667,-3.92079252,-0.666666667
1581,kakamega,likwilo,kenya,12/12/2009,7,1,-0.377493494,1,0.275181264,34.76077413,0.3,34.75,-1.727554351,-1.908792645,2.25,0.666666667,-3.92079252,-0.666666667
1582,kakamega,likwilo,kenya,12/12/2009,8,3,1.944508917,0,0.275181264,34.76077413,0.3,34.75,-1.727554351,-1.908792645,2.25,0.666666667,-3.92079252,-0.666666667
1583,kakamega,likwilo,kenya,12/12/2009,6,1,2.421640055,0,0.275181264,34.76077413,0.3,34.75,-1.727554351,-1.908792645,2.25,0.666666667,-3.92079252,-0.666666667
1584,kakamega,likwilo,kenya,12/12/2009,4,3,1.772237427,1,0.275181264,34.76077413,0.3,34.75,-1.727554351,-1.908792645,2.25,0.666666667,-3.92079252,-0.666666667
1585,kakamega,likwilo,kenya,12/12/2009,4,1,-1.684650544,1,0.275181264,34.76077413,0.3,34.75,-1.727554351,-1.908792645,2.25,0.666666667,-3.92079252,-0.666666667
1586,kakamega,likwilo,kenya,12/11/2009,4,2,-0.274208077,1,0.275181264,34.76077413,0.3,34.75,-1.727554351,-1.908792645,2.25,0.666666667,-3.92079252,-0.666666667
1587,kakamega,shipalo,kenya,12/14/2009,11,1,3.213522244,1,0.208604266,34.75376078,0.2,34.75,-1.66294539,-1.889873236,2.75,0.666666667,-4.597436309,-0.666666667
1588,kakamega,shipalo,kenya,12/14/2009,1,1,-1.337886883,1,0.208604266,34.75376078,0.2,34.75,-1.66294539,-1.889873236,2.75,0.666666667,-4.597436309,-0.666666667
1589,kakamega,shipalo,kenya,12/15/2009,4,1,3.43757567,0,0.208604266,34.75376078,0.2,34.75,-1.66294539,-1.889873236,2.75,0.666666667,-4.597436309,-0.666666667
1590,kakamega,shipalo,kenya,12/15/2009,2,2,0.464732314,1,0.208604266,34.75376078,0.2,34.75,-1.66294539,-1.889873236,2.75,0.666666667,-4.597436309,-0.666666667
1591,kakamega,shipalo,kenya,12/14/2009,2,1,3.397469773,0,0.208604266,34.75376078,0.2,34.75,-1.66294539,-1.889873236,2.75,0.666666667,-4.597436309,-0.666666667
1592,kakamega,shipalo,kenya,12/15/2009,1,0,3.001274301,,0.208604266,34.75376078,0.2,34.75,-1.66294539,-1.889873236,2.75,0.666666667,-4.597436309,-0.666666667
1593,kakamega,shipalo,kenya,12/15/2009,7,0,2.882988876,,0.208604266,34.75376078,0.2,34.75,-1.66294539,-1.889873236,2.75,0.666666667,-4.597436309,-0.666666667
1594,kakamega,shipalo,kenya,12/15/2009,5,0,2.84288298,,0.208604266,34.75376078,0.2,34.75,-1.66294539,-1.889873236,2.75,0.666666667,-4.597436309,-0.666666667
1595,kakamega,shipalo,kenya,2/14/2009,7,0,2.847896217,,0.208604266,34.75376078,0.2,34.75,-1.66294539,-1.889873236,2.75,0.666666667,-4.597436309,-0.666666667
1596,kakamega,shipalo,kenya,12/14/2009,1,0,3.278057704,1,0.208604266,34.75376078,0.2,34.75,-1.66294539,-1.889873236,2.75,0.666666667,-4.597436309,-0.666666667
1597,kakamega,shipalo,kenya,12/15/2009,3,0,2.141239057,,0.208604266,34.75376078,0.2,34.75,-1.66294539,-1.889873236,2.75,0.666666667,-4.597436309,-0.666666667
1598,kakamega,shipalo,kenya,12/15/2009,7,0,3.014503199,,0.208604266,34.75376078,0.2,34.75,-1.66294539,-1.889873236,2.75,0.666666667,-4.597436309,-0.666666667
1599,kakamega,shipalo,kenya,12/15/2009,5,1,0.344649638,1,0.208604266,34.75376078,0.2,34.75,-1.66294539,-1.889873236,2.75,0.666666667,-4.597436309,-0.666666667
1600,kakamega,shipalo,kenya,12/15/2009,3,2,0.798267022,0,0.208604266,34.75376078,0.2,34.75,-1.66294539,-1.889873236,2.75,0.666666667,-4.597436309,-0.666666667
1601,kakamega,shipalo,kenya,12/15/2009,2,3,2.782724135,1,0.208604266,34.75376078,0.2,34.75,-1.66294539,-1.889873236,2.75,0.666666667,-4.597436309,-0.666666667
1602,kakamega,shipalo,kenya,12/15/2009,4,2,2.802777083,0,0.208604266,34.75376078,0.2,34.75,-1.66294539,-1.889873236,2.75,0.666666667,-4.597436309,-0.666666667
1603,kakamega,shipalo,kenya,12/15/2009,5,3,2.942021076,1,0.208604266,34.75376078,0.2,34.75,-1.66294539,-1.889873236,2.75,0.666666667,-4.597436309,-0.666666667
1604,kakamega,shipalo,kenya,12/14/2009,3,2,3.3181636,1,0.208604266,34.75376078,0.2,34.75,-1.66294539,-1.889873236,2.75,0.666666667,-4.597436309,-0.666666667
1605,kakamega,shipalo,kenya,12/14/2009,2,2,2.882083256,1,0.208604266,34.75376078,0.2,34.75,-1.66294539,-1.889873236,2.75,0.666666667,-4.597436309,-0.666666667
1606,kakamega,shipalo,kenya,12/15/2009,6,1,1.269642317,1,0.208604266,34.75376078,0.2,34.75,-1.66294539,-1.889873236,2.75,0.666666667,-4.597436309,-0.666666667
1607,kakamega,shipalo,kenya,12/14/2009,5,3,2.156278769,1,0.208604266,34.75376078,0.2,34.75,-1.66294539,-1.889873236,2.75,0.666666667,-4.597436309,-0.666666667
1608,kakamega,shipalo,kenya,12/14/2009,4,5,-0.386214781,1,0.208604266,34.75376078,0.2,34.75,-1.66294539,-1.889873236,2.75,0.666666667,-4.597436309,-0.666666667
1609,kakamega,musakhwe,kenya,12/15/2009,4,1,3.62864402,1,0.275181264,34.76077413,0.3,34.75,-1.727554351,-1.908792645,2.25,0.666666667,-3.92079252,-0.666666667
1610,kakamega,musakhwe,kenya,12/12/2009,5,1,1.873850476,0,0.275181264,34.76077413,0.3,34.75,-1.727554351,-1.908792645,2.25,0.666666667,-3.92079252,-0.666666667
1611,kakamega,musakhwe,kenya,12/12/2009,6,3,2.171569255,0,0.275181264,34.76077413,0.3,34.75,-1.727554351,-1.908792645,2.25,0.666666667,-3.92079252,-0.666666667
1612,kakamega,musakhwe,kenya,12/12/2009,3,3,2.141489833,1,0.275181264,34.76077413,0.3,34.75,-1.727554351,-1.908792645,2.25,0.666666667,-3.92079252,-0.666666667
1613,kakamega,musakhwe,kenya,12/12/2009,2,3,-2.461339822,1,0.275181264,34.76077413,0.3,34.75,-1.727554351,-1.908792645,2.25,0.666666667,-3.92079252,-0.666666667
1614,kakamega,musakhwe,kenya,12/15/2009,5,2,-0.948750676,1,0.275181264,34.76077413,0.3,34.75,-1.727554351,-1.908792645,2.25,0.666666667,-3.92079252,-0.666666667
1615,kakamega,matere,kenya,12/14/2009,2,0,3.053098658,,0.285207843,34.75153374,0.3,34.75,-1.727554351,-1.908792645,2.25,0.666666667,-3.92079252,-0.666666667
1616,kakamega,matere,kenya,12/14/2009,3,0,3.697923719,,0.285207843,34.75153374,0.3,34.75,-1.727554351,-1.908792645,2.25,0.666666667,-3.92079252,-0.666666667
1617,kakamega,matere,kenya,12/14/2009,3,0,3.038058947,,0.285207843,34.75153374,0.3,34.75,-1.727554351,-1.908792645,2.25,0.666666667,-3.92079252,-0.666666667
1618,kakamega,matere,kenya,12/14/2009,4,0,3.332934314,,0.285207843,34.75153374,0.3,34.75,-1.727554351,-1.908792645,2.25,0.666666667,-3.92079252,-0.666666667
1619,kakamega,matere,kenya,12/14/2009,4,0,0.737542835,,0.285207843,34.75153374,0.3,34.75,-1.727554351,-1.908792645,2.25,0.666666667,-3.92079252,-0.666666667
1620,kakamega,matere,kenya,12/14/2009,6,0,1.760710929,,0.285207843,34.75153374,0.3,34.75,-1.727554351,-1.908792645,2.25,0.666666667,-3.92079252,-0.666666667
1621,kakamega,matere,kenya,12/14/2009,1,0,0.382018601,,0.285207843,34.75153374,0.3,34.75,-1.727554351,-1.908792645,2.25,0.666666667,-3.92079252,-0.666666667
1622,kakamega,matere,kenya,12/14/2009,3,0,3.182537202,,0.285207843,34.75153374,0.3,34.75,-1.727554351,-1.908792645,2.25,0.666666667,-3.92079252,-0.666666667
1623,kakamega,matere,kenya,12/14/2009,6,2,-1.057485886,1,0.285207843,34.75153374,0.3,34.75,-1.727554351,-1.908792645,2.25,0.666666667,-3.92079252,-0.666666667
1624,kakamega,matere,kenya,12/14/2009,7,3,2.952066283,1,0.285207843,34.75153374,0.3,34.75,-1.727554351,-1.908792645,2.25,0.666666667,-3.92079252,-0.666666667
1625,kakamega,matere,kenya,12/14/2009,2,2,1.975191565,0,0.285207843,34.75153374,0.3,34.75,-1.727554351,-1.908792645,2.25,0.666666667,-3.92079252,-0.666666667
1626,kakamega,matere,kenya,12/14/2009,6,2,3.968638521,1,0.285207843,34.75153374,0.3,34.75,-1.727554351,-1.908792645,2.25,0.666666667,-3.92079252,-0.666666667
1627,kakamega,matere,kenya,12/14/2009,5,1,-1.042446175,1,0.285207843,34.75153374,0.3,34.75,-1.727554351,-1.908792645,2.25,0.666666667,-3.92079252,-0.666666667
1628,kakamega,matere,kenya,12/14/2009,9,1,3.173416348,1,0.285207843,34.75153374,0.3,34.75,-1.727554351,-1.908792645,2.25,0.666666667,-3.92079252,-0.666666667
1629,kakamega,matere,kenya,12/14/2009,8,1,3.74896171,1,0.285207843,34.75153374,0.3,34.75,-1.727554351,-1.908792645,2.25,0.666666667,-3.92079252,-0.666666667
1630,kakamega,matere,kenya,12/14/2009,4,1,3.212616624,1,0.285207843,34.75153374,0.3,34.75,-1.727554351,-1.908792645,2.25,0.666666667,-3.92079252,-0.666666667
1631,kakamega,matere,kenya,12/14/2009,5,4,3.608591072,0,0.285207843,34.75153374,0.3,34.75,-1.727554351,-1.908792645,2.25,0.666666667,-3.92079252,-0.666666667
1632,kakamega,matere,kenya,12/14/2009,4,1,0.838476548,0,0.285207843,34.75153374,0.3,34.75,-1.727554351,-1.908792645,2.25,0.666666667,-3.92079252,-0.666666667
1633,kakamega,matere,kenya,12/14/2009,5,1,0.434447775,1,0.285207843,34.75153374,0.3,34.75,-1.727554351,-1.908792645,2.25,0.666666667,-3.92079252,-0.666666667
1634,kakamega,matere,kenya,12/14/2009,2,1,-0.688653402,1,0.285207843,34.75153374,0.3,34.75,-1.727554351,-1.908792645,2.25,0.666666667,-3.92079252,-0.666666667
1635,kakamega,musakhwe,kenya,12/15/2009,3,0,3.083178081,,0.275181264,34.76077413,0.3,34.75,-1.727554351,-1.908792645,2.25,0.666666667,-3.92079252,-0.666666667
1636,kakamega,musakhwe,kenya,12/15/2009,9,0,3.263654615,,0.275181264,34.76077413,0.3,34.75,-1.727554351,-1.908792645,2.25,0.666666667,-3.92079252,-0.666666667
1637,kakamega,musakhwe,kenya,12/15/2009,5,0,3.242696047,,0.275181264,34.76077413,0.3,34.75,-1.727554351,-1.908792645,2.25,0.666666667,-3.92079252,-0.666666667
1638,kakamega,musakhwe,kenya,12/15/2009,5,0,2.147153455,,0.275181264,34.76077413,0.3,34.75,-1.727554351,-1.908792645,2.25,0.666666667,-3.92079252,-0.666666667
1639,kakamega,musakhwe,kenya,12/15/2009,5,0,3.293734037,1,0.275181264,34.76077413,0.3,34.75,-1.727554351,-1.908792645,2.25,0.666666667,-3.92079252,-0.666666667
1640,kakamega,musakhwe,kenya,12/15/2009,5,0,3.809120555,1,0.275181264,34.76077413,0.3,34.75,-1.727554351,-1.908792645,2.25,0.666666667,-3.92079252,-0.666666667
1641,kakamega,musakhwe,kenya,12/15/2009,7,0,3.929438244,,0.275181264,34.76077413,0.3,34.75,-1.727554351,-1.908792645,2.25,0.666666667,-3.92079252,-0.666666667
1642,kakamega,musakhwe,kenya,12/15/2009,4,1,3.728003141,1,0.275181264,34.76077413,0.3,34.75,-1.727554351,-1.908792645,2.25,0.666666667,-3.92079252,-0.666666667
1643,kakamega,musakhwe,kenya,12/15/2009,4,1,2.171569255,1,0.275181264,34.76077413,0.3,34.75,-1.727554351,-1.908792645,2.25,0.666666667,-3.92079252,-0.666666667
1644,kakamega,musakhwe,kenya,12/15/2009,3,4,1.519963892,1,0.275181264,34.76077413,0.3,34.75,-1.727554351,-1.908792645,2.25,0.666666667,-3.92079252,-0.666666667
1645,kakamega,musakhwe,kenya,12/15/2009,6,1,1.48988447,1,0.275181264,34.76077413,0.3,34.75,-1.727554351,-1.908792645,2.25,0.666666667,-3.92079252,-0.666666667
1646,kakamega,musakhwe,kenya,12/15/2009,5,2,3.143336925,1,0.275181264,34.76077413,0.3,34.75,-1.727554351,-1.908792645,2.25,0.666666667,-3.92079252,-0.666666667
1647,kakamega,musakhwe,kenya,12/15/2009,5,1,3.658158101,1,0.275181264,34.76077413,0.3,34.75,-1.727554351,-1.908792645,2.25,0.666666667,-3.92079252,-0.666666667
1648,kakamega,musakhwe,kenya,12/15/2009,5,2,3.608591072,0,0.275181264,34.76077413,0.3,34.75,-1.727554351,-1.908792645,2.25,0.666666667,-3.92079252,-0.666666667
1649,kakamega,musakhwe,kenya,12/15/2009,2,1,2.081330988,1,0.275181264,34.76077413,0.3,34.75,-1.727554351,-1.908792645,2.25,0.666666667,-3.92079252,-0.666666667
1650,migori,manywanda,kenya,12/12/2009,2,1,0.240450969,0,-0.14525758,34.47078471,-0.15,34.45,-1.759166559,-2.012760599,3.333333333,0.5,-5.95165062,-0.5
1652,migori,manywanda,kenya,12/12/2009,2,1,0.897626143,0,-0.14525758,34.47078471,-0.15,34.45,-1.759166559,-2.012760599,3.333333333,0.5,-5.95165062,-0.5
1653,migori,manywanda,kenya,12/12/2009,1,1,1.459805048,1,-0.14525758,34.47078471,-0.15,34.45,-1.759166559,-2.012760599,3.333333333,0.5,-5.95165062,-0.5
1654,migori,manywanda,kenya,12/12/2009,3,1,0.813306733,0,-0.14525758,34.47078471,-0.15,34.45,-1.759166559,-2.012760599,3.333333333,0.5,-5.95165062,-0.5
1655,migori,manywanda,kenya,12/12/2009,5,1,2.581158021,1,-0.14525758,34.47078471,-0.15,34.45,-1.759166559,-2.012760599,3.333333333,0.5,-5.95165062,-0.5
1656,migori,manywanda,kenya,12/12/2009,3,1,0.828346444,1,-0.14525758,34.47078471,-0.15,34.45,-1.759166559,-2.012760599,3.333333333,0.5,-5.95165062,-0.5
1657,migori,manywanda,kenya,12/13/2009,3,0,3.788161986,,-0.14525758,34.47078471,-0.15,34.45,-1.759166559,-2.012760599,3.333333333,0.5,-5.95165062,-0.5
1658,migori,manywanda,kenya,12/13/2009,3,0,1.944667447,,-0.14525758,34.47078471,-0.15,34.45,-1.759166559,-2.012760599,3.333333333,0.5,-5.95165062,-0.5
1659,migori,manywanda,kenya,12/13/2009,3,0,3.3181636,,-0.14525758,34.47078471,-0.15,34.45,-1.759166559,-2.012760599,3.333333333,0.5,-5.95165062,-0.5
1660,migori,ngere a & b,kenya,12/13/2009,1,1,3.637764874,1,-0.760685911,34.57716418,-0.75,34.6,-1.713414272,-1.825509628,2.333333333,0.5,-4.101433794,-0.5
1661,migori,manyera,kenya,12/14/2009,8,0,4.08895621,,-1.062359051,34.47956637,-1.05,34.5,-1.618138522,-1.701748252,2,0.666666667,-3.346367806,-0.666666667
1662,migori,manyera,kenya,12/14/2009,8,0,3.233575193,,-1.062359051,34.47956637,-1.05,34.5,-1.618138522,-1.701748252,2,0.666666667,-3.346367806,-0.666666667
1663,migori,manyera,kenya,12/14/2009,4,0,3.113257503,,-1.062359051,34.47956637,-1.05,34.5,-1.618138522,-1.701748252,2,0.666666667,-3.346367806,-0.666666667
1664,migori,manyera,kenya,12/14/2009,4,1,2.411613581,1,-1.062359051,34.47956637,-1.05,34.5,-1.618138522,-1.701748252,2,0.666666667,-3.346367806,-0.666666667
1665,migori,manyera,kenya,12/14/2009,3,1,0.927705565,1,-1.062359051,34.47956637,-1.05,34.5,-1.618138522,-1.701748252,2,0.666666667,-3.346367806,-0.666666667
1667,migori,kimaiga,kenya,12/11/2009,3,1,0.230424495,1,-1.054740122,34.4754613,-1.05,34.5,-1.618138522,-1.701748252,2,0.666666667,-3.346367806,-0.666666667
1668,migori,kimaiga,kenya,12/11/2009,5,2,0.270530391,1,-1.054740122,34.4754613,-1.05,34.5,-1.618138522,-1.701748252,2,0.666666667,-3.346367806,-0.666666667
1669,migori,kimaiga,kenya,12/11/2009,9,1,1.226329965,0,-1.054740122,34.4754613,-1.05,34.5,-1.618138522,-1.701748252,2,0.666666667,-3.346367806,-0.666666667
1670,migori,kimaiga,kenya,12/11/2009,5,2,0.434447775,1,-1.054740122,34.4754613,-1.05,34.5,-1.618138522,-1.701748252,2,0.666666667,-3.346367806,-0.666666667
1671,migori,ngere a & b,kenya,12/13/2009,6,0,3.30493067,,-0.760685911,34.57716418,-0.75,34.6,-1.713414272,-1.825509628,2.333333333,0.5,-4.101433794,-0.5
1672,migori,ngere a & b,kenya,12/13/2009,5,2,3.608591072,0,-0.760685911,34.57716418,-0.75,34.6,-1.713414272,-1.825509628,2.333333333,0.5,-4.101433794,-0.5
1673,migori,ngere a & b,kenya,12/13/2009,8,1,1.689508333,1,-0.760685911,34.57716418,-0.75,34.6,-1.713414272,-1.825509628,2.333333333,0.5,-4.101433794,-0.5
1674,migori,ngere a & b,kenya,12/13/2009,5,1,0.967811462,1,-0.760685911,34.57716418,-0.75,34.6,-1.713414272,-1.825509628,2.333333333,0.5,-4.101433794,-0.5
1675,migori,ngere a & b,kenya,12/13/2009,7,1,0.852409982,1,-0.760685911,34.57716418,-0.75,34.6,-1.713414272,-1.825509628,2.333333333,0.5,-4.101433794,-0.5
1676,migori,ngere a & b,kenya,12/13/2009,4,1,0.640180083,1,-0.760685911,34.57716418,-0.75,34.6,-1.713414272,-1.825509628,2.333333333,0.5,-4.101433794,-0.5
1677,migori,manyera,kenya,12/14/2009,9,0,3.878400253,,-1.062359051,34.47956637,-1.05,34.5,-1.618138522,-1.701748252,2,0.666666667,-3.346367806,-0.666666667
1678,migori,manyera,kenya,12/14/2009,6,0,3.212616624,,-1.062359051,34.47956637,-1.05,34.5,-1.618138522,-1.701748252,2,0.666666667,-3.346367806,-0.666666667
1679,migori,manyera,kenya,12/14/2009,8,0,2.143142866,,-1.062359051,34.47956637,-1.05,34.5,-1.618138522,-1.701748252,2,0.666666667,-3.346367806,-0.666666667
1680,migori,manyera,kenya,12/14/2009,5,0,3.143336925,,-1.062359051,34.47956637,-1.05,34.5,-1.618138522,-1.701748252,2,0.666666667,-3.346367806,-0.666666667
1681,migori,lichota,kenya,12/10/2009,7,1,2.848797378,1,-1.114080965,34.48229518,-1.1,34.5,-1.646421432,-1.719165802,2,0.666666667,-3.408610702,-0.666666667
1682,migori,lichota,kenya,12/10/2009,7,1,3.818241409,1,-1.114080965,34.48229518,-1.1,34.5,-1.646421432,-1.719165802,2,0.666666667,-3.408610702,-0.666666667
1683,migori,lichota,kenya,12/10/2009,9,1,-0.215278866,1,-1.114080965,34.48229518,-1.1,34.5,-1.646421432,-1.719165802,2,0.666666667,-3.408610702,-0.666666667
1684,migori,lichota,kenya,12/10/2009,7,1,2.25502722,1,-1.114080965,34.48229518,-1.1,34.5,-1.646421432,-1.719165802,2,0.666666667,-3.408610702,-0.666666667
1685,migori,lichota,kenya,12/10/2009,2,1,3.132404831,1,-1.114080965,34.48229518,-1.1,34.5,-1.646421432,-1.719165802,2,0.666666667,-3.408610702,-0.666666667
1686,migori,lichota,kenya,12/10/2009,8,1,1.590149211,1,-1.114080965,34.48229518,-1.1,34.5,-1.646421432,-1.719165802,2,0.666666667,-3.408610702,-0.666666667
1687,migori,lichota,kenya,12/10/2009,11,1,3.125289272,1,-1.114080965,34.48229518,-1.1,34.5,-1.646421432,-1.719165802,2,0.666666667,-3.408610702,-0.666666667
1688,migori,lichota,kenya,12/10/2009,8,1,2.775118261,1,-1.114080965,34.48229518,-1.1,34.5,-1.646421432,-1.719165802,2,0.666666667,-3.408610702,-0.666666667
1689,migori,lichota,kenya,12/10/2009,12,1,0.313500995,1,-1.114080965,34.48229518,-1.1,34.5,-1.646421432,-1.719165802,2,0.666666667,-3.408610702,-0.666666667
1690,migori,lichota,kenya,12/10/2009,3,1,0.240450969,1,-1.114080965,34.48229518,-1.1,34.5,-1.646421432,-1.719165802,2,0.666666667,-3.408610702,-0.666666667
1691,migori,manywanda,kenya,12/12/2009,8,1,3.848320831,0,-0.14525758,34.47078471,-0.15,34.45,-1.759166559,-2.012760599,3.333333333,0.5,-5.95165062,-0.5
1692,migori,manywanda,kenya,12/12/2009,4,2,1.509937418,0,-0.14525758,34.47078471,-0.15,34.45,-1.759166559,-2.012760599,3.333333333,0.5,-5.95165062,-0.5
1693,migori,manywanda,kenya,12/12/2009,9,0,3.779041132,,-0.14525758,34.47078471,-0.15,34.45,-1.759166559,-2.012760599,3.333333333,0.5,-5.95165062,-0.5
1694,migori,manywanda,kenya,12/12/2009,3,0,3.272775469,,-0.14525758,34.47078471,-0.15,34.45,-1.759166559,-2.012760599,3.333333333,0.5,-5.95165062,-0.5
1695,migori,manywanda,kenya,12/12/2009,2,0,3.212616624,,-0.14525758,34.47078471,-0.15,34.45,-1.759166559,-2.012760599,3.333333333,0.5,-5.95165062,-0.5
1696,migori,manywanda,kenya,12/12/2009,3,0,3.598564598,,-0.14525758,34.47078471,-0.15,34.45,-1.759166559,-2.012760599,3.333333333,0.5,-5.95165062,-0.5
1697,migori,manywanda,kenya,12/12/2009,6,0,3.62864402,,-0.14525758,34.47078471,-0.15,34.45,-1.759166559,-2.012760599,3.333333333,0.5,-5.95165062,-0.5
1698,migori,manywanda,kenya,12/12/2009,7,0,-0.293971219,,-0.14525758,34.47078471,-0.15,34.45,-1.759166559,-2.012760599,3.333333333,0.5,-5.95165062,-0.5
1699,migori,manywanda,kenya,12/12/2009,6,0,1.61020216,,-0.14525758,34.47078471,-0.15,34.45,-1.759166559,-2.012760599,3.333333333,0.5,-5.95165062,-0.5
1700,migori,kimaiga,kenya,12/11/2009,6,4,-1.100886518,1,-1.054740122,34.4754613,-1.05,34.5,-1.618138522,-1.701748252,2,0.666666667,-3.346367806,-0.666666667
1701,migori,ngere a & b,kenya,12/13/1991,3,1,0.912665854,1,-0.760685911,34.57716418,-0.75,34.6,-1.713414272,-1.825509628,2.333333333,0.5,-4.101433794,-0.5
1702,migori,ngere a & b,kenya,12/13/2009,2,0,3.477681566,,-0.760685911,34.57716418,-0.75,34.6,-1.713414272,-1.825509628,2.333333333,0.5,-4.101433794,-0.5
1703,migori,kimaiga,kenya,12/11/2009,3,2,-2.336812481,1,-1.054740122,34.4754613,-1.05,34.5,-1.618138522,-1.701748252,2,0.666666667,-3.346367806,-0.666666667
1704,migori,kimaiga,kenya,12/11/2009,3,1,0.414394827,1,-1.054740122,34.4754613,-1.05,34.5,-1.618138522,-1.701748252,2,0.666666667,-3.346367806,-0.666666667
1705,migori,kimaiga,kenya,12/11/2009,10,1,1.818462904,0,-1.054740122,34.4754613,-1.05,34.5,-1.618138522,-1.701748252,2,0.666666667,-3.346367806,-0.666666667
1706,migori,kimaiga,kenya,12/11/2009,3,2,0.270530391,1,-1.054740122,34.4754613,-1.05,34.5,-1.618138522,-1.701748252,2,0.666666667,-3.346367806,-0.666666667
1707,migori,kimaiga,kenya,12/11/2009,3,1,0.819202398,0,-1.054740122,34.4754613,-1.05,34.5,-1.618138522,-1.701748252,2,0.666666667,-3.346367806,-0.666666667
1708,migori,lichota,kenya,12/14/2009,3,1,1.57420388,1,-1.114080965,34.48229518,-1.1,34.5,-1.646421432,-1.719165802,2,0.666666667,-3.408610702,-0.666666667
1709,migori,manyera,kenya,12/14/2009,4,1,0.952121365,1,-1.062359051,34.47956637,-1.05,34.5,-1.618138522,-1.701748252,2,0.666666667,-3.346367806,-0.666666667
1711,migori,manywanda,kenya,12/12/2009,3,1,3.040748545,1,-0.14525758,34.47078471,-0.15,34.45,-1.759166559,-2.012760599,3.333333333,0.5,-5.95165062,-0.5
1712,migori,lichota,kenya,12/10/2009,10,0,1.630255108,,-1.114080965,34.48229518,-1.1,34.5,-1.646421432,-1.719165802,2,0.666666667,-3.408610702,-0.666666667
1713,migori,manywanda,kenya,12/12/2009,3,1,0.828346444,1,-0.14525758,34.47078471,-0.15,34.45,-1.759166559,-2.012760599,3.333333333,0.5,-5.95165062,-0.5
1714,migori,manywanda,kenya,12/12/2009,4,2,0.344107151,1,-0.14525758,34.47078471,-0.15,34.45,-1.759166559,-2.012760599,3.333333333,0.5,-5.95165062,-0.5
1715,migori,kimaiga,kenya,12/12/2009,1,0,3.283972102,,-1.054740122,34.4754613,-1.05,34.5,-1.618138522,-1.701748252,2,0.666666667,-3.346367806,-0.666666667
1716,migori,lichota,kenya,12/10/2009,7,0,2.257444671,,-1.114080965,34.48229518,-1.1,34.5,-1.646421432,-1.719165802,2,0.666666667,-3.408610702,-0.666666667
1717,migori,lichota,kenya,12/10/2009,3,0,3.697923719,,-1.114080965,34.48229518,-1.1,34.5,-1.646421432,-1.719165802,2,0.666666667,-3.408610702,-0.666666667
1718,migori,lichota,kenya,12/10/2009,4,0,3.848320831,,-1.114080965,34.48229518,-1.1,34.5,-1.646421432,-1.719165802,2,0.666666667,-3.408610702,-0.666666667
1719,migori,lichota,kenya,12/10/2009,4,0,3.728003141,,-1.114080965,34.48229518,-1.1,34.5,-1.646421432,-1.719165802,2,0.666666667,-3.408610702,-0.666666667
1720,migori,lichota,kenya,12/10/2009,4,0,3.728003141,,-1.114080965,34.48229518,-1.1,34.5,-1.646421432,-1.719165802,2,0.666666667,-3.408610702,-0.666666667
