house,district,census_tract,country,date,hh_size,migrant_num,wealth_index,remit,lat,long,lat_regrid,long_regrid,intensity,magnitude,duration,frequency,severity,dispersion
329,rachuonyo,nyabola,kenya,11/17/2009,8,2,1.753090099,1,-0.425136583,34.68950586,-0.45,34.7,-1.6611467,-1.809622347,2.25,0.666666667,-3.908106595,-0.666666667
330,rachuonyo,nyabola,kenya,11/17/2009,6,1,3.272775469,1,-0.425136583,34.68950586,-0.45,34.7,-1.6611467,-1.809622347,2.25,0.666666667,-3.908106595,-0.666666667
331,rachuonyo,nyabola,kenya,11/17/2009,8,1,3.284877722,1,-0.425136583,34.68950586,-0.45,34.7,-1.6611467,-1.809622347,2.25,0.666666667,-3.908106595,-0.666666667
332,rachuonyo,atandi,kenya,11/17/2009,8,1,3.210292985,1,-1.298984456,36.8069776,-1.3,36.8,-1.689862907,-1.825963303,2.25,0.833333333,-3.880340964,-0.433333333
333,rachuonyo,nyabola,kenya,11/17/2009,7,1,1.48988447,1,-0.425136583,34.68950586,-0.45,34.7,-1.6611467,-1.809622347,2.25,0.666666667,-3.908106595,-0.666666667
334,rachuonyo,nyabola,kenya,11/17/2009,2,2,3.03304571,1,-0.425136583,34.68950586,-0.45,34.7,-1.6611467,-1.809622347,2.25,0.666666667,-3.908106595,-0.666666667
335,rachuonyo,atandi,kenya,11/17/2009,3,1,0.030708412,0,-1.298984456,36.8069776,-1.3,36.8,-1.689862907,-1.825963303,2.25,0.833333333,-3.880340964,-0.433333333
336,rachuonyo,atandi,kenya,11/17/2009,3,2,-1.384604599,0,-1.298984456,36.8069776,-1.3,36.8,-1.689862907,-1.825963303,2.25,0.833333333,-3.880340964,-0.433333333
337,rachuonyo,atandi,kenya,11/17/2009,3,1,1.693060697,1,-1.298984456,36.8069776,-1.3,36.8,-1.689862907,-1.825963303,2.25,0.833333333,-3.880340964,-0.433333333
338,rachuonyo,atandi,kenya,11/17/2009,1,2,1.205371396,1,-1.298984456,36.8069776,-1.3,36.8,-1.689862907,-1.825963303,2.25,0.833333333,-3.880340964,-0.433333333
339,rachuonyo,atandi,kenya,11/17/2009,1,0,-0.531470492,,-1.298984456,36.8069776,-1.3,36.8,-1.689862907,-1.825963303,2.25,0.833333333,-3.880340964,-0.433333333
340,rachuonyo,atandi,kenya,11/17/2009,1,0,1.205371396,,-1.298984456,36.8069776,-1.3,36.8,-1.689862907,-1.825963303,2.25,0.833333333,-3.880340964,-0.433333333
341,rachuonyo,atandi,kenya,11/17/2009,8,0,-1.725654464,,-1.298984456,36.8069776,-1.3,36.8,-1.689862907,-1.825963303,2.25,0.833333333,-3.880340964,-0.433333333
342,rachuonyo,atandi,kenya,11/17/2009,4,0,0.719277935,,-1.298984456,36.8069776,-1.3,36.8,-1.689862907,-1.825963303,2.25,0.833333333,-3.880340964,-0.433333333
343,rachuonyo,atandi,kenya,11/17/2009,5,2,-1.354525177,1,-1.298984456,36.8069776,-1.3,36.8,-1.689862907,-1.825963303,2.25,0.833333333,-3.880340964,-0.433333333
344,rachuonyo,nyabola,kenya,11/17/2009,3,0,2.669226463,,-0.425136583,34.68950586,-0.45,34.7,-1.6611467,-1.809622347,2.25,0.666666667,-3.908106595,-0.666666667
345,rachuonyo,nyabola,kenya,11/17/2009,3,0,2.669226463,,-0.425136583,34.68950586,-0.45,34.7,-1.6611467,-1.809622347,2.25,0.666666667,-3.908106595,-0.666666667
346,rachuonyo,nyabola,kenya,11/17/2009,8,0,1.590149211,,-0.425136583,34.68950586,-0.45,34.7,-1.6611467,-1.809622347,2.25,0.666666667,-3.908106595,-0.666666667
347,rachuonyo,nyabola,kenya,11/17/2009,4,0,2.689279412,1,-0.425136583,34.68950586,-0.45,34.7,-1.6611467,-1.809622347,2.25,0.666666667,-3.908106595,-0.666666667
348,rachuonyo,nyabola,kenya,11/17/2009,7,0,1.701610585,,-0.425136583,34.68950586,-0.45,34.7,-1.6611467,-1.809622347,2.25,0.666666667,-3.908106595,-0.666666667
349,rachuonyo,nyabola,kenya,11/17/2009,8,0,1.525979777,,-0.425136583,34.68950586,-0.45,34.7,-1.6611467,-1.809622347,2.25,0.666666667,-3.908106595,-0.666666667
350,rachuonyo,nyabola,kenya,11/17/2009,7,0,2.213331009,,-0.425136583,34.68950586,-0.45,34.7,-1.6611467,-1.809622347,2.25,0.666666667,-3.908106595,-0.666666667
351,rachuonyo,atandi,kenya,11/17/2009,5,2,-0.540062523,1,-1.298984456,36.8069776,-1.3,36.8,-1.689862907,-1.825963303,2.25,0.833333333,-3.880340964,-0.433333333
352,rachuonyo,atandi,kenya,11/18/2009,6,1,-0.320349194,0,-1.298984456,36.8069776,-1.3,36.8,-1.689862907,-1.825963303,2.25,0.833333333,-3.880340964,-0.433333333
353,rachuonyo,atandi,kenya,11/18/2009,1,1,-1.019884192,1,-1.298984456,36.8069776,-1.3,36.8,-1.689862907,-1.825963303,2.25,0.833333333,-3.880340964,-0.433333333
354,rachuonyo,atandi,kenya,11/18/2009,6,0,1.95143876,,-1.298984456,36.8069776,-1.3,36.8,-1.689862907,-1.825963303,2.25,0.833333333,-3.880340964,-0.433333333
356,rachuonyo,atandi,kenya,11/18/2009,5,0,2.70933236,,-1.298984456,36.8069776,-1.3,36.8,-1.689862907,-1.825963303,2.25,0.833333333,-3.880340964,-0.433333333
357,rachuonyo,atandi,kenya,11/18/2009,9,0,-0.46210796,,-1.298984456,36.8069776,-1.3,36.8,-1.689862907,-1.825963303,2.25,0.833333333,-3.880340964,-0.433333333
358,rachuonyo,karianya,kenya,11/18/2009,6,1,0.119690592,1,-0.502554,34.73417442,-0.5,34.75,-1.651727796,-1.782635421,2.25,0.666666667,-3.897571534,-0.666666667
359,rachuonyo,karianya,kenya,11/20/2009,6,1,1.550043315,0,-0.502554,34.73417442,-0.5,34.75,-1.651727796,-1.782635421,2.25,0.666666667,-3.897571534,-0.666666667
360,rachuonyo,karianya,kenya,11/20/2009,3,1,-1.701122904,1,-0.502554,34.73417442,-0.5,34.75,-1.651727796,-1.782635421,2.25,0.666666667,-3.897571534,-0.666666667
361,rachuonyo,karianya,kenya,11/18/2009,4,1,3.073151607,1,-0.502554,34.73417442,-0.5,34.75,-1.651727796,-1.782635421,2.25,0.666666667,-3.897571534,-0.666666667
362,rachuonyo,karianya,kenya,11/18/2009,5,1,3.143336925,1,-0.502554,34.73417442,-0.5,34.75,-1.651727796,-1.782635421,2.25,0.666666667,-3.897571534,-0.666666667
363,rachuonyo,karianya,kenya,11/18/2009,3,2,2.669226463,0,-0.502554,34.73417442,-0.5,34.75,-1.651727796,-1.782635421,2.25,0.666666667,-3.897571534,-0.666666667
364,rachuonyo,nyabola,kenya,11/18/2009,6,1,3.113257503,1,-0.425136583,34.68950586,-0.45,34.7,-1.6611467,-1.809622347,2.25,0.666666667,-3.908106595,-0.666666667
365,rachuonyo,nyabola,kenya,11/18/2009,7,1,3.648696968,0,-0.425136583,34.68950586,-0.45,34.7,-1.6611467,-1.809622347,2.25,0.666666667,-3.908106595,-0.666666667
366,rachuonyo,karianya,kenya,11/18/2009,11,0,3.839199977,,-0.502554,34.73417442,-0.5,34.75,-1.651727796,-1.782635421,2.25,0.666666667,-3.897571534,-0.666666667
367,rachuonyo,karianya,kenya,11/18/2009,9,0,2.904948457,,-0.502554,34.73417442,-0.5,34.75,-1.651727796,-1.782635421,2.25,0.666666667,-3.897571534,-0.666666667
368,rachuonyo,karianya,kenya,11/18/2009,5,0,3.457628618,1,-0.502554,34.73417442,-0.5,34.75,-1.651727796,-1.782635421,2.25,0.666666667,-3.897571534,-0.666666667
369,rachuonyo,karianya,kenya,11/18/2009,5,0,3.358269497,1,-0.502554,34.73417442,-0.5,34.75,-1.651727796,-1.782635421,2.25,0.666666667,-3.897571534,-0.666666667
370,rachuonyo,karianya,kenya,11/18/2009,6,0,3.173416348,,-0.502554,34.73417442,-0.5,34.75,-1.651727796,-1.782635421,2.25,0.666666667,-3.897571534,-0.666666667
371,rachuonyo,karianya,kenya,11/18/2009,7,0,1.319774688,,-0.502554,34.73417442,-0.5,34.75,-1.651727796,-1.782635421,2.25,0.666666667,-3.897571534,-0.666666667
372,rachuonyo,ayuang,kenya,11/20/2009,2,4,3.667844297,0,-0.495313912,34.73284732,-0.5,34.75,-1.651727796,-1.782635421,2.25,0.666666667,-3.897571534,-0.666666667
373,rachuonyo,ayuang,kenya,11/20/2009,4,2,3.113257503,1,-0.495313912,34.73284732,-0.5,34.75,-1.651727796,-1.782635421,2.25,0.666666667,-3.897571534,-0.666666667
374,rachuonyo,ayuang,kenya,11/19/2009,6,1,3.212616624,1,-0.495313912,34.73284732,-0.5,34.75,-1.651727796,-1.782635421,2.25,0.666666667,-3.897571534,-0.666666667
375,rachuonyo,ayuang,kenya,11/19/2009,4,6,0.270530391,1,-0.495313912,34.73284732,-0.5,34.75,-1.651727796,-1.782635421,2.25,0.666666667,-3.897571534,-0.666666667
376,rachuonyo,ayuang,kenya,11/19/2009,2,3,-0.770946937,1,-0.495313912,34.73284732,-0.5,34.75,-1.651727796,-1.782635421,2.25,0.666666667,-3.897571534,-0.666666667
377,rachuonyo,ayuang,kenya,11/10/2009,5,1,1.795055309,1,-0.495313912,34.73284732,-0.5,34.75,-1.651727796,-1.782635421,2.25,0.666666667,-3.897571534,-0.666666667
378,rachuonyo,ayuang,kenya,11/19/2009,4,6,1.259615843,1,-0.495313912,34.73284732,-0.5,34.75,-1.651727796,-1.782635421,2.25,0.666666667,-3.897571534,-0.666666667
379,rachuonyo,ayuang,kenya,11/19/2009,6,5,1.29972174,1,-0.495313912,34.73284732,-0.5,34.75,-1.651727796,-1.782635421,2.25,0.666666667,-3.897571534,-0.666666667
380,rachuonyo,ayuang,kenya,11/19/2009,9,3,-0.085511849,1,-0.495313912,34.73284732,-0.5,34.75,-1.651727796,-1.782635421,2.25,0.666666667,-3.897571534,-0.666666667
381,rachuonyo,ayuang,kenya,11/20/2009,3,1,-1.375796342,1,-0.495313912,34.73284732,-0.5,34.75,-1.651727796,-1.782635421,2.25,0.666666667,-3.897571534,-0.666666667
382,rachuonyo,ayuang,kenya,11/20/2009,4,0,1.762787552,,-0.495313912,34.73284732,-0.5,34.75,-1.651727796,-1.782635421,2.25,0.666666667,-3.897571534,-0.666666667
383,rachuonyo,ayuang,kenya,11/20/2009,6,0,3.272775469,,-0.495313912,34.73284732,-0.5,34.75,-1.651727796,-1.782635421,2.25,0.666666667,-3.897571534,-0.666666667
384,rachuonyo,ayuang,kenya,11/20/2009,8,0,3.082391714,1,-0.495313912,34.73284732,-0.5,34.75,-1.651727796,-1.782635421,2.25,0.666666667,-3.897571534,-0.666666667
385,rachuonyo,ayuang,kenya,11/19/2009,3,0,3.697923719,,-0.495313912,34.73284732,-0.5,34.75,-1.651727796,-1.782635421,2.25,0.666666667,-3.897571534,-0.666666667
386,rachuonyo,ayuang,kenya,11/20/2009,5,0,0.209192386,1,-0.495313912,34.73284732,-0.5,34.75,-1.651727796,-1.782635421,2.25,0.666666667,-3.897571534,-0.666666667
387,rachuonyo,ayuang,kenya,11/20/2009,9,0,1.413899547,,-0.495313912,34.73284732,-0.5,34.75,-1.651727796,-1.782635421,2.25,0.666666667,-3.897571534,-0.666666667
388,rachuonyo,ayuang,kenya,11/20/2009,6,0,2.261556747,1,-0.495313912,34.73284732,-0.5,34.75,-1.651727796,-1.782635421,2.25,0.666666667,-3.897571534,-0.666666667
389,rachuonyo,ayuang,kenya,11/20/2009,7,1,3.133310451,1,-0.495313912,34.73284732,-0.5,34.75,-1.651727796,-1.782635421,2.25,0.666666667,-3.897571534,-0.666666667
390,rachuonyo,ayuang,kenya,11/20/2009,5,1,3.293734037,1,-0.495313912,34.73284732,-0.5,34.75,-1.651727796,-1.782635421,2.25,0.666666667,-3.897571534,-0.666666667
400,rachuonyo,ayuang,kenya,11/19/2009,7,5,0.873465578,1,-0.495313912,34.73284732,-0.5,34.75,-1.651727796,-1.782635421,2.25,0.666666667,-3.897571534,-0.666666667
401,rachuonyo,ayuang,kenya,11/19/2009,6,2,3.62864402,1,-0.495313912,34.73284732,-0.5,34.75,-1.651727796,-1.782635421,2.25,0.666666667,-3.897571534,-0.666666667
402,rachuonyo,ayuang,kenya,11/19/2009,3,2,3.568485175,1,-0.495313912,34.73284732,-0.5,34.75,-1.651727796,-1.782635421,2.25,0.666666667,-3.897571534,-0.666666667
403,rachuonyo,ayuang,kenya,11/19/2009,4,3,3.687897245,1,-0.495313912,34.73284732,-0.5,34.75,-1.651727796,-1.782635421,2.25,0.666666667,-3.897571534,-0.666666667
404,rachuonyo,ayuang,kenya,11/18/2009,3,1,3.447602144,1,-0.495313912,34.73284732,-0.5,34.75,-1.651727796,-1.782635421,2.25,0.666666667,-3.897571534,-0.666666667
405,rachuonyo,karianya,kenya,11/18/2009,7,1,3.398375393,1,-0.502554,34.73417442,-0.5,34.75,-1.651727796,-1.782635421,2.25,0.666666667,-3.897571534,-0.666666667
406,rachuonyo,karianya,kenya,11/18/2009,6,1,-1.171773061,1,-0.502554,34.73417442,-0.5,34.75,-1.651727796,-1.782635421,2.25,0.666666667,-3.897571534,-0.666666667
407,rachuonyo,karianya,kenya,11/18/2009,3,1,-2.287086823,1,-0.502554,34.73417442,-0.5,34.75,-1.651727796,-1.782635421,2.25,0.666666667,-3.897571534,-0.666666667
408,nakuru,morop,kenya,11/10/2009,6,1,1.406806499,0,-0.110336674,35.94205931,-0.1,35.95,-1.589146703,-1.686274678,2,0.833333333,-3.217770696,-0.433333333
409,nakuru,morop,kenya,11/12/2009,2,1,2.171569255,1,-0.110336674,35.94205931,-0.1,35.95,-1.589146703,-1.686274678,2,0.833333333,-3.217770696,-0.433333333
410,nakuru,morop,kenya,11/12/2009,5,1,1.346647654,1,-0.110336674,35.94205931,-0.1,35.95,-1.589146703,-1.686274678,2,0.833333333,-3.217770696,-0.433333333
411,nakuru,london,kenya,11/10/2009,4,2,-3.090010867,1,-0.275922368,36.07027959,-0.3,36.05,-1.645733207,-1.748146102,2.25,0.833333333,-3.689218715,-0.433333333
412,nakuru,london,kenya,11/10/2009,1,1,-0.738106285,0,-0.275922368,36.07027959,-0.3,36.05,-1.645733207,-1.748146102,2.25,0.833333333,-3.689218715,-0.433333333
413,nakuru,london,kenya,11/12/2009,1,3,-1.725186442,0,-0.275922368,36.07027959,-0.3,36.05,-1.645733207,-1.748146102,2.25,0.833333333,-3.689218715,-0.433333333
414,nakuru,london,kenya,11/12/2009,1,4,-3.12009029,0,-0.275922368,36.07027959,-0.3,36.05,-1.645733207,-1.748146102,2.25,0.833333333,-3.689218715,-0.433333333
415,nakuru,london,kenya,11/14/2009,2,4,-2.711661397,0,-0.275922368,36.07027959,-0.3,36.05,-1.645733207,-1.748146102,2.25,0.833333333,-3.689218715,-0.433333333
416,nakuru,london,kenya,11/10/2009,5,2,-3.054918208,0,-0.275922368,36.07027959,-0.3,36.05,-1.645733207,-1.748146102,2.25,0.833333333,-3.689218715,-0.433333333
418,nakuru,plant breeding,kenya,11/12/2009,2,1,-0.325381164,0,-0.275922368,36.07027959,-0.3,36.05,-1.645733207,-1.748146102,2.25,0.833333333,-3.689218715,-0.433333333
419,nakuru,plant breeding,kenya,11/14/2009,1,2,-1.047078035,0,-0.275922368,36.07027959,-0.3,36.05,-1.645733207,-1.748146102,2.25,0.833333333,-3.689218715,-0.433333333
420,nakuru,plant breeding,kenya,11/14/2009,2,1,-1.725654464,0,-0.275922368,36.07027959,-0.3,36.05,-1.645733207,-1.748146102,2.25,0.833333333,-3.689218715,-0.433333333
421,rachuonyo,karianya,kenya,11/18/2009,7,0,2.571131547,,-0.502554,34.73417442,-0.5,34.75,-1.651727796,-1.782635421,2.25,0.666666667,-3.897571534,-0.666666667
422,nakuru,plant breeding,kenya,11/14/2009,3,3,-1.66549562,1,-0.275922368,36.07027959,-0.3,36.05,-1.645733207,-1.748146102,2.25,0.833333333,-3.689218715,-0.433333333
423,nakuru,plant breeding,kenya,11/14/2009,1,1,-1.785813309,0,-0.275922368,36.07027959,-0.3,36.05,-1.645733207,-1.748146102,2.25,0.833333333,-3.689218715,-0.433333333
424,nakuru,plant breeding,kenya,11/14/2009,3,1,-0.286180888,1,-0.275922368,36.07027959,-0.3,36.05,-1.645733207,-1.748146102,2.25,0.833333333,-3.689218715,-0.433333333
425,nakuru,plant breeding,kenya,11/14/2009,6,1,-2.129732489,0,-0.275922368,36.07027959,-0.3,36.05,-1.645733207,-1.748146102,2.25,0.833333333,-3.689218715,-0.433333333
426,nakuru,ngondu,kenya,11/14/2009,3,3,-2.459620998,1,-0.369182194,35.94336408,-0.35,35.95,-1.6653705,-1.763828194,2.2,1,-3.643806708,-0.666666667
427,nakuru,ngondu,kenya,11/11/2009,2,2,0.24493468,1,-0.369182194,35.94336408,-0.35,35.95,-1.6653705,-1.763828194,2.2,1,-3.643806708,-0.666666667
428,nakuru,ngondu,kenya,11/12/2009,1,4,2.827617784,0,-0.369182194,35.94336408,-0.35,35.95,-1.6653705,-1.763828194,2.2,1,-3.643806708,-0.666666667
429,nakuru,morop,kenya,11/13/2009,4,1,2.849702998,1,-0.110336674,35.94205931,-0.1,35.95,-1.589146703,-1.686274678,2,0.833333333,-3.217770696,-0.433333333
430,nakuru,morop,kenya,11/10/2009,2,1,0.479028181,1,-0.110336674,35.94205931,-0.1,35.95,-1.589146703,-1.686274678,2,0.833333333,-3.217770696,-0.433333333
431,nakuru,plant breeding,kenya,11/14/2009,6,0,-0.084745785,,-0.275922368,36.07027959,-0.3,36.05,-1.645733207,-1.748146102,2.25,0.833333333,-3.689218715,-0.433333333
432,nakuru,plant breeding,kenya,11/14/2009,6,0,-0.746283811,,-0.275922368,36.07027959,-0.3,36.05,-1.645733207,-1.748146102,2.25,0.833333333,-3.689218715,-0.433333333
433,nakuru,london,kenya,11/10/2009,6,0,-2.663534322,,-0.275922368,36.07027959,-0.3,36.05,-1.645733207,-1.748146102,2.25,0.833333333,-3.689218715,-0.433333333
434,nakuru,london,kenya,11/10/2009,4,0,-2.990651746,,-0.275922368,36.07027959,-0.3,36.05,-1.645733207,-1.748146102,2.25,0.833333333,-3.689218715,-0.433333333
435,nakuru,london,kenya,11/10/2009,5,0,-3.069957919,,-0.275922368,36.07027959,-0.3,36.05,-1.645733207,-1.748146102,2.25,0.833333333,-3.689218715,-0.433333333
436,nakuru,london,kenya,11/10/2009,2,0,-0.708026862,,-0.275922368,36.07027959,-0.3,36.05,-1.645733207,-1.748146102,2.25,0.833333333,-3.689218715,-0.433333333
437,nakuru,london,kenya,11/10/2009,3,0,-1.139314994,,-0.275922368,36.07027959,-0.3,36.05,-1.645733207,-1.748146102,2.25,0.833333333,-3.689218715,-0.433333333
438,nakuru,ngondu,kenya,11/12/2009,2,0,3.15245778,,-0.369182194,35.94336408,-0.35,35.95,-1.6653705,-1.763828194,2.2,1,-3.643806708,-0.666666667
439,nakuru,ngondu,kenya,11/12/2009,1,0,1.41039814,,-0.369182194,35.94336408,-0.35,35.95,-1.6653705,-1.763828194,2.2,1,-3.643806708,-0.666666667
440,nakuru,ngondu,kenya,11/13/2009,4,0,1.363182684,,-0.369182194,35.94336408,-0.35,35.95,-1.6653705,-1.763828194,2.2,1,-3.643806708,-0.666666667
441,nakuru,ngondu,kenya,11/13/2009,5,0,-0.19594262,,-0.369182194,35.94336408,-0.35,35.95,-1.6653705,-1.763828194,2.2,1,-3.643806708,-0.666666667
442,nakuru,ngondu,kenya,11/12/2009,1,0,0.199126207,,-0.369182194,35.94336408,-0.35,35.95,-1.6653705,-1.763828194,2.2,1,-3.643806708,-0.666666667
443,nakuru,ngondu,kenya,11/11/2009,2,0,-0.286180888,,-0.369182194,35.94336408,-0.35,35.95,-1.6653705,-1.763828194,2.2,1,-3.643806708,-0.666666667
444,nakuru,ngondu,kenya,11/13/2009,5,0,1.222812046,,-0.369182194,35.94336408,-0.35,35.95,-1.6653705,-1.763828194,2.2,1,-3.643806708,-0.666666667
445,nakuru,plant breeding,kenya,11/14/2009,2,0,-0.325381164,,-0.275922368,36.07027959,-0.3,36.05,-1.645733207,-1.748146102,2.25,0.833333333,-3.689218715,-0.433333333
446,nakuru,plant breeding,kenya,11/14/2009,1,0,-0.286180888,1,-0.275922368,36.07027959,-0.3,36.05,-1.645733207,-1.748146102,2.25,0.833333333,-3.689218715,-0.433333333
447,nakuru,morop,kenya,11/10/2009,1,0,-1.815892732,,-0.110336674,35.94205931,-0.1,35.95,-1.589146703,-1.686274678,2,0.833333333,-3.217770696,-0.433333333
448,nakuru,plant breeding,kenya,11/14/2009,1,0,-1.785813309,,-0.275922368,36.07027959,-0.3,36.05,-1.645733207,-1.748146102,2.25,0.833333333,-3.689218715,-0.433333333
449,nakuru,morop,kenya,11/10/2009,11,0,-1.098850087,,-0.110336674,35.94205931,-0.1,35.95,-1.589146703,-1.686274678,2,0.833333333,-3.217770696,-0.433333333
450,nakuru,morop,kenya,11/11/2009,6,1,1.406806499,1,-0.110336674,35.94205931,-0.1,35.95,-1.589146703,-1.686274678,2,0.833333333,-3.217770696,-0.433333333
451,nakuru,morop,kenya,11/11/2009,8,1,2.674089956,1,-0.110336674,35.94205931,-0.1,35.95,-1.589146703,-1.686274678,2,0.833333333,-3.217770696,-0.433333333
452,nakuru,london,kenya,11/10/2009,5,0,-1.72095893,,-0.275922368,36.07027959,-0.3,36.05,-1.645733207,-1.748146102,2.25,0.833333333,-3.689218715,-0.433333333
453,nakuru,plant breeding,kenya,11/14/2009,4,1,-2.412797404,0,-0.275922368,36.07027959,-0.3,36.05,-1.645733207,-1.748146102,2.25,0.833333333,-3.689218715,-0.433333333
454,nakuru,plant breeding,kenya,11/14/2009,6,1,-2.877917638,0,-0.275922368,36.07027959,-0.3,36.05,-1.645733207,-1.748146102,2.25,0.833333333,-3.689218715,-0.433333333
455,nakuru,plant breeding,kenya,11/14/2009,4,1,-3.118553018,0,-0.275922368,36.07027959,-0.3,36.05,-1.645733207,-1.748146102,2.25,0.833333333,-3.689218715,-0.433333333
456,nakuru,plant breeding,kenya,11/14/2009,4,4,-0.970094568,0,-0.275922368,36.07027959,-0.3,36.05,-1.645733207,-1.748146102,2.25,0.833333333,-3.689218715,-0.433333333
457,nakuru,plant breeding,kenya,11/14/2009,5,1,-2.189891334,1,-0.275922368,36.07027959,-0.3,36.05,-1.645733207,-1.748146102,2.25,0.833333333,-3.689218715,-0.433333333
458,nakuru,london,kenya,11/10/2009,5,1,-2.928390287,1,-0.275922368,36.07027959,-0.3,36.05,-1.645733207,-1.748146102,2.25,0.833333333,-3.689218715,-0.433333333
459,nakuru,london,kenya,11/10/2009,5,1,-3.054918208,1,-0.275922368,36.07027959,-0.3,36.05,-1.645733207,-1.748146102,2.25,0.833333333,-3.689218715,-0.433333333
460,nakuru,london,kenya,11/10/2009,3,2,-3.104334402,0,-0.275922368,36.07027959,-0.3,36.05,-1.645733207,-1.748146102,2.25,0.833333333,-3.689218715,-0.433333333
461,nakuru,section 58,kenya,11/14/2009,7,0,-3.196856835,,-0.283812727,36.09431466,-0.3,36.1,-1.63512212,-1.722532287,2,0.833333333,-3.318107352,-0.433333333
462,nakuru,section 58,kenya,11/11/2009,4,3,-2.982630567,1,-0.283812727,36.09431466,-0.3,36.1,-1.63512212,-1.722532287,2,0.833333333,-3.318107352,-0.433333333
463,nakuru,section 58,kenya,11/13/2009,5,2,-2.970598798,1,-0.283812727,36.09431466,-0.3,36.1,-1.63512212,-1.722532287,2,0.833333333,-3.318107352,-0.433333333
464,nakuru,section 58,kenya,11/10/2009,7,1,-2.371874547,1,-0.283812727,36.09431466,-0.3,36.1,-1.63512212,-1.722532287,2,0.833333333,-3.318107352,-0.433333333
465,nakuru,section 58,kenya,11/12/2009,2,1,-2.361980701,1,-0.283812727,36.09431466,-0.3,36.1,-1.63512212,-1.722532287,2,0.833333333,-3.318107352,-0.433333333
466,nakuru,section 58,kenya,11/13/2009,4,3,-2.99638116,1,-0.283812727,36.09431466,-0.3,36.1,-1.63512212,-1.722532287,2,0.833333333,-3.318107352,-0.433333333
467,nakuru,section 58,kenya,11/11/2009,4,2,-3.649200563,0,-0.283812727,36.09431466,-0.3,36.1,-1.63512212,-1.722532287,2,0.833333333,-3.318107352,-0.433333333
468,nakuru,morop,kenya,11/10/2009,6,1,1.406806499,0,-0.110336674,35.94205931,-0.1,35.95,-1.589146703,-1.686274678,2,0.833333333,-3.217770696,-0.433333333
469,nakuru,section 58,kenya,11/11/2009,4,3,-2.982630567,1,-0.283812727,36.09431466,-0.3,36.1,-1.63512212,-1.722532287,2,0.833333333,-3.318107352,-0.433333333
470,nairobi,kileleshwa,kenya,11/24/2009,4,0,-2.928390287,,-1.277725066,36.79054034,-1.3,36.8,-1.689862907,-1.825963303,2.25,0.833333333,-3.880340964,-0.433333333
471,nairobi,kileleshwa,kenya,11/24/2009,1,0,-3.784654991,,-1.277725066,36.79054034,-1.3,36.8,-1.689862907,-1.825963303,2.25,0.833333333,-3.880340964,-0.433333333
472,nairobi,kileleshwa,kenya,11/23/2009,4,1,-3.511988702,0,-1.277725066,36.79054034,-1.3,36.8,-1.689862907,-1.825963303,2.25,0.833333333,-3.880340964,-0.433333333
473,nairobi,kileleshwa,kenya,11/24/2009,2,2,-3.772623222,1,-1.277725066,36.79054034,-1.3,36.8,-1.689862907,-1.825963303,2.25,0.833333333,-3.880340964,-0.433333333
474,nairobi,kileleshwa,kenya,11/24/2009,5,1,-3.753716157,1,-1.277725066,36.79054034,-1.3,36.8,-1.689862907,-1.825963303,2.25,0.833333333,-3.880340964,-0.433333333
475,nairobi,kileleshwa,kenya,11/23/2009,1,4,-3.776633812,0,-1.277725066,36.79054034,-1.3,36.8,-1.689862907,-1.825963303,2.25,0.833333333,-3.880340964,-0.433333333
476,nairobi,kileleshwa,kenya,11/24/2009,1,0,-2.616533891,,-1.277725066,36.79054034,-1.3,36.8,-1.689862907,-1.825963303,2.25,0.833333333,-3.880340964,-0.433333333
477,nairobi,kileleshwa,kenya,11/23/2009,2,1,-3.756580863,0,-1.277725066,36.79054034,-1.3,36.8,-1.689862907,-1.825963303,2.25,0.833333333,-3.880340964,-0.433333333
478,nairobi,kileleshwa,kenya,11/23/2009,1,1,-3.127479817,1,-1.277725066,36.79054034,-1.3,36.8,-1.689862907,-1.825963303,2.25,0.833333333,-3.880340964,-0.433333333
479,nairobi,kileleshwa,kenya,11/23/2009,2,1,-3.673264101,0,-1.277725066,36.79054034,-1.3,36.8,-1.689862907,-1.825963303,2.25,0.833333333,-3.880340964,-0.433333333
480,nairobi,kileleshwa,kenya,11/23/2009,5,1,-3.386847219,0,-1.277725066,36.79054034,-1.3,36.8,-1.689862907,-1.825963303,2.25,0.833333333,-3.880340964,-0.433333333
481,nairobi,kileleshwa,kenya,11/23/2009,1,0,-3.100037342,,-1.277725066,36.79054034,-1.3,36.8,-1.689862907,-1.825963303,2.25,0.833333333,-3.880340964,-0.433333333
482,nairobi,kileleshwa,kenya,11/23/2009,3,0,-3.48620634,,-1.277725066,36.79054034,-1.3,36.8,-1.689862907,-1.825963303,2.25,0.833333333,-3.880340964,-0.433333333
484,machakos,makadara,kenya,12/11/2009,5,1,-3.180814476,0,-1.296292895,36.87271104,-1.3,36.85,-1.728426754,-1.860806257,2.25,0.833333333,-3.929836422,-0.433333333
485,machakos,makadara,kenya,11/12/2009,3,2,-1.566136498,0,-1.296292895,36.87271104,-1.3,36.85,-1.728426754,-1.860806257,2.25,0.833333333,-3.929836422,-0.433333333
486,machakos,makadara,kenya,11/12/2009,6,0,1.089917199,,-1.296292895,36.87271104,-1.3,36.85,-1.728426754,-1.860806257,2.25,0.833333333,-3.929836422,-0.433333333
