house,country,hh_size,migrant_num,wealth_index,remit,municipality,lat,long,district
1529,south_africa,2,0,0.9406275335350396,NA,polokwane,-23.9058,29.4614,capricorn district municipality
1530,south_africa,8,0,-0.03178590127015965,NA,polokwane,-23.9058,29.4614,capricorn district municipality
1532,south_africa,2,1,-1.7088152144979725,1,polokwane,-23.9058,29.4614,capricorn district municipality
1533,south_africa,6,0,-2.754400513866642,1,polokwane,-23.9058,29.4614,capricorn district municipality
1534,south_africa,4,0,-1.4025254707598325,NA,polokwane,-23.9058,29.4614,capricorn district municipality
1535,south_africa,6,0,-2.5897958059603745,NA,polokwane,-23.9058,29.4614,capricorn district municipality
1536,south_africa,9,0,-1.5689804299219696,NA,polokwane,-23.9058,29.4614,capricorn district municipality
1538,south_africa,6,0,0.246161303307227,NA,polokwane,-23.9058,29.4614,capricorn district municipality
1539,south_africa,5,0,0.16774090561546798,NA,polokwane,-23.9058,29.4614,capricorn district municipality
1540,south_africa,5,0,1.745753558912959,NA,polokwane,-23.9058,29.4614,capricorn district municipality
1541,south_africa,4,0,2.499822244260594,NA,polokwane,-23.9058,29.4614,capricorn district municipality
1542,south_africa,1,0,-1.7982973438508687,NA,polokwane,-23.9058,29.4614,capricorn district municipality
1543,south_africa,8,1,0.1500613498795478,1,polokwane,-23.9058,29.4614,capricorn district municipality
1544,south_africa,6,0,2.125537681788468,NA,polokwane,-23.9058,29.4614,capricorn district municipality
1545,south_africa,4,0,0.7726723973695562,NA,polokwane,-23.9058,29.4614,capricorn district municipality
1546,south_africa,4,0,-9.624667136316212e-4,NA,polokwane,-23.9058,29.4614,capricorn district municipality
1547,south_africa,4,0,-1.6115792417239712,NA,polokwane,-23.9058,29.4614,capricorn district municipality
1548,south_africa,2,4,2.721051743800191,1,polokwane,-23.9058,29.4614,capricorn district municipality
1549,south_africa,4,0,2.298841999641687,NA,polokwane,-23.9058,29.4614,capricorn district municipality
1550,south_africa,4,0,3.0356255123653098,NA,polokwane,-23.9058,29.4614,capricorn district municipality
1551,south_africa,2,0,1.8125376671187696,NA,polokwane,-23.9058,29.4614,capricorn district municipality
1552,south_africa,5,0,2.331027245498654,NA,polokwane,-23.9058,29.4614,capricorn district municipality
1553,south_africa,1,0,0.07095888058493383,NA,polokwane,-23.9058,29.4614,capricorn district municipality
1554,south_africa,4,0,2.364892216548533,NA,polokwane,-23.9058,29.4614,capricorn district municipality
1555,south_africa,4,0,-0.5339726111691544,NA,polokwane,-23.9058,29.4614,capricorn district municipality
1556,south_africa,4,0,-1.4343832201222713,NA,polokwane,-23.9058,29.4614,capricorn district municipality
1557,south_africa,2,0,-0.20931474078422174,NA,polokwane,-23.9058,29.4614,capricorn district municipality
1558,south_africa,1,0,-3.03191051498487,1,polokwane,-23.9058,29.4614,capricorn district municipality
1559,south_africa,4,0,-2.341461310153138,NA,polokwane,-23.9058,29.4614,capricorn district municipality
1560,south_africa,4,0,-2.9997252691279033,NA,polokwane,-23.9058,29.4614,capricorn district municipality
1561,south_africa,4,0,3.410293364405921,NA,polokwane,-23.9058,29.4614,capricorn district municipality
1562,south_africa,2,0,-1.6766299686410056,NA,polokwane,-23.9058,29.4614,capricorn district municipality
1563,south_africa,1,0,-0.5918440524898947,NA,polokwane,-23.9058,29.4614,capricorn district municipality
1564,south_africa,4,0,-0.49413741961808033,NA,polokwane,-23.9058,29.4614,capricorn district municipality
1565,south_africa,5,0,3.2475366249414392,NA,polokwane,-23.9058,29.4614,capricorn district municipality
1566,south_africa,2,0,3.299826379992693,NA,polokwane,-23.9058,29.4614,capricorn district municipality
1567,south_africa,5,0,-0.2052452221778801,NA,polokwane,-23.9058,29.4614,capricorn district municipality
1568,south_africa,6,0,-1.1474315617537403,NA,polokwane,-23.9058,29.4614,capricorn district municipality
1569,south_africa,4,1,-0.5586758735383208,1,polokwane,-23.9058,29.4614,capricorn district municipality
1570,south_africa,3,0,-0.36832788623951007,NA,polokwane,-23.9058,29.4614,capricorn district municipality
1571,south_africa,2,0,1.8256968953863117,NA,polokwane,-23.9058,29.4614,capricorn district municipality
1572,south_africa,5,0,0.43110191064639514,NA,polokwane,-23.9058,29.4614,capricorn district municipality
1573,south_africa,3,0,-2.292048995518721,NA,polokwane,-23.9058,29.4614,capricorn district municipality
1574,south_africa,5,0,1.4888916042752254,NA,polokwane,-23.9058,29.4614,capricorn district municipality
1575,south_africa,6,0,0.2609923709973827,NA,polokwane,-23.9058,29.4614,capricorn district municipality
1576,south_africa,4,0,0.8819162296178432,NA,polokwane,-23.9058,29.4614,capricorn district municipality
1577,south_africa,5,0,2.4594582228175215,NA,polokwane,-23.9058,29.4614,capricorn district municipality
1578,south_africa,6,0,0.6764266659076563,NA,polokwane,-23.9058,29.4614,capricorn district municipality
1579,south_africa,4,1,0.9723259528972126,1,polokwane,-23.9058,29.4614,capricorn district municipality
1580,south_africa,2,0,-0.9087738190919793,NA,polokwane,-23.9058,29.4614,capricorn district municipality
1581,south_africa,4,0,-1.7088152144979725,NA,polokwane,-23.9058,29.4614,capricorn district municipality
1582,south_africa,7,0,0.5469887349223422,NA,polokwane,-23.9058,29.4614,capricorn district municipality
1583,south_africa,2,0,-2.271800900639455,NA,polokwane,-23.9058,29.4614,capricorn district municipality
1584,south_africa,2,2,-0.11534353805467334,1,polokwane,-23.9058,29.4614,capricorn district municipality
1585,south_africa,1,4,0.09150783695595244,1,polokwane,-23.9058,29.4614,capricorn district municipality
1586,south_africa,4,0,1.0829506258381303,NA,polokwane,-23.9058,29.4614,capricorn district municipality
1587,south_africa,4,0,1.7728169151241053,NA,polokwane,-23.9058,29.4614,capricorn district municipality
1588,south_africa,5,0,-0.26296166044411995,NA,polokwane,-23.9058,29.4614,capricorn district municipality
1589,south_africa,1,0,0.42747226088830004,NA,polokwane,-23.9058,29.4614,capricorn district municipality
1590,south_africa,1,0,0.22796790954446747,NA,polokwane,-23.9058,29.4614,capricorn district municipality
1591,south_africa,6,0,0.7176305499471847,NA,polokwane,-23.9058,29.4614,capricorn district municipality
1592,south_africa,8,0,1.698050624480237,NA,polokwane,-23.9058,29.4614,capricorn district municipality
1593,south_africa,4,0,1.2806998597143615,NA,polokwane,-23.9058,29.4614,capricorn district municipality
1594,south_africa,4,0,1.7874947411034048,NA,polokwane,-23.9058,29.4614,capricorn district municipality
1595,south_africa,5,0,2.5082232671003544,NA,polokwane,-23.9058,29.4614,capricorn district municipality
1596,south_africa,1,0,1.7084310739632371,NA,polokwane,-23.9058,29.4614,capricorn district municipality
1597,south_africa,6,0,1.5134250680383308,NA,polokwane,-23.9058,29.4614,capricorn district municipality
1598,south_africa,4,0,0.8613672732468246,NA,polokwane,-23.9058,29.4614,capricorn district municipality
1599,south_africa,1,0,-1.1896963956019555,NA,polokwane,-23.9058,29.4614,capricorn district municipality
1600,south_africa,5,0,2.331027245498654,NA,polokwane,-23.9058,29.4614,capricorn district municipality
1601,south_africa,3,0,1.6621959221284455,NA,polokwane,-23.9058,29.4614,capricorn district municipality
1602,south_africa,6,0,1.0894496762313237,NA,polokwane,-23.9058,29.4614,capricorn district municipality
1603,south_africa,5,0,1.9242464044651035,NA,polokwane,-23.9058,29.4614,capricorn district municipality
1604,south_africa,3,0,-2.463393237078811,NA,polokwane,-23.9058,29.4614,capricorn district municipality
1605,south_africa,3,0,-2.463393237078811,NA,polokwane,-23.9058,29.4614,capricorn district municipality
1606,south_africa,2,0,-2.2387165282980446,NA,polokwane,-23.9058,29.4614,capricorn district municipality
1607,south_africa,2,0,-1.44819939829721,NA,polokwane,-23.9058,29.4614,capricorn district municipality
1608,south_africa,3,0,-1.32073587960696,NA,polokwane,-23.9058,29.4614,capricorn district municipality
1609,south_africa,2,0,-2.862835165122713,NA,polokwane,-23.9058,29.4614,capricorn district municipality
1610,south_africa,3,0,-2.1835902758074686,NA,polokwane,-23.9058,29.4614,capricorn district municipality
1611,south_africa,2,0,-2.103786500585984,NA,polokwane,-23.9058,29.4614,capricorn district municipality
1612,south_africa,2,0,0.0195864896573871,NA,polokwane,-23.9058,29.4614,capricorn district municipality
1613,south_africa,1,0,-2.7087179923400724,NA,polokwane,-23.9058,29.4614,capricorn district municipality
1614,south_africa,2,0,-2.0294731030248285,NA,polokwane,-23.9058,29.4614,capricorn district municipality
1615,south_africa,2,0,-3.580998973855522,NA,polokwane,-23.9058,29.4614,capricorn district municipality
1616,south_africa,3,0,1.9572715129185265,NA,polokwane,-23.9058,29.4614,capricorn district municipality
1617,south_africa,3,0,2.6726149180685037,NA,polokwane,-23.9058,29.4614,capricorn district municipality
1618,south_africa,6,0,2.404325753544593,NA,polokwane,-23.9058,29.4614,capricorn district municipality
1619,south_africa,4,0,2.559595658027901,NA,polokwane,-23.9058,29.4614,capricorn district municipality
1620,south_africa,3,0,-0.5468157089010411,NA,polokwane,-23.9058,29.4614,capricorn district municipality
1622,south_africa,6,0,0.6824550562030369,NA,lepele-nkumpi,-24.2661,29.7075,capricorn district municipality
1623,south_africa,4,0,-0.36723805220571337,NA,lepele-nkumpi,-24.2661,29.7075,capricorn district municipality
1624,south_africa,2,0,-2.230189069467547,NA,lepele-nkumpi,-24.2661,29.7075,capricorn district municipality
1625,south_africa,5,0,-0.2052452221778801,NA,lepele-nkumpi,-24.2661,29.7075,capricorn district municipality
1626,south_africa,6,0,-0.7202750298087616,NA,lepele-nkumpi,-24.2661,29.7075,capricorn district municipality
1627,south_africa,5,1,-2.519236269962248,1,lepele-nkumpi,-24.2661,29.7075,capricorn district municipality
1628,south_africa,2,0,0.06068440239942441,NA,lepele-nkumpi,-24.2661,29.7075,capricorn district municipality
1629,south_africa,6,0,0.1999261514724349,NA,lepele-nkumpi,-24.2661,29.7075,capricorn district municipality
1630,south_africa,4,0,0.0195864896573871,NA,lepele-nkumpi,-24.2661,29.7075,capricorn district municipality
1631,south_africa,7,0,0.44525090673369594,NA,lepele-nkumpi,-24.2661,29.7075,capricorn district municipality
1632,south_africa,1,0,-2.2987497421614447,NA,lepele-nkumpi,-24.2661,29.7075,capricorn district municipality
1633,south_africa,4,0,1.197331697179172,NA,lepele-nkumpi,-24.2661,29.7075,capricorn district municipality
1634,south_africa,1,0,0.08380197831682046,NA,lepele-nkumpi,-24.2661,29.7075,capricorn district municipality
1635,south_africa,3,1,0.8921907078033524,1,lepele-nkumpi,-24.2661,29.7075,capricorn district municipality
1636,south_africa,8,1,0.18451443419417093,1,lepele-nkumpi,-24.2661,29.7075,capricorn district municipality
1637,south_africa,3,0,-0.749949710002969,NA,lepele-nkumpi,-24.2661,29.7075,capricorn district municipality
1638,south_africa,3,1,-0.5236981329836451,1,lepele-nkumpi,-24.2661,29.7075,capricorn district municipality
1639,south_africa,7,0,-0.9267948324810998,NA,lepele-nkumpi,-24.2661,29.7075,capricorn district municipality
1640,south_africa,3,0,0.031139163499849576,1,thabazimbi,-24.5437,27.1865,waterberg district municipality
1641,south_africa,5,0,-1.7212387574595482,NA,thabazimbi,-24.5437,27.1865,waterberg district municipality
1642,south_africa,8,0,-1.2017982187612726,NA,thabazimbi,-24.5437,27.1865,waterberg district municipality
1643,south_africa,5,0,-0.304825260432498,NA,thabazimbi,-24.5437,27.1865,waterberg district municipality
1644,south_africa,2,0,-1.6917464233569237,NA,thabazimbi,-24.5437,27.1865,waterberg district municipality
1645,south_africa,2,0,-2.5546008195574323,NA,thabazimbi,-24.5437,27.1865,waterberg district municipality
1646,south_africa,5,0,-2.6267546490848095,NA,thabazimbi,-24.5437,27.1865,waterberg district municipality
1647,south_africa,3,0,-1.7649612026929875,NA,thabazimbi,-24.5437,27.1865,waterberg district municipality
1648,south_africa,1,0,-2.5546008195574323,NA,thabazimbi,-24.5437,27.1865,waterberg district municipality
1649,south_africa,1,0,-2.843648020052133,NA,thabazimbi,-24.5437,27.1865,waterberg district municipality
1650,south_africa,3,0,-2.0010417187308907,NA,thabazimbi,-24.5437,27.1865,waterberg district municipality
1651,south_africa,2,0,-0.2781561318741177,NA,thabazimbi,-24.5437,27.1865,waterberg district municipality
1652,south_africa,7,0,-0.304825260432498,NA,thabazimbi,-24.5437,27.1865,waterberg district municipality
1653,south_africa,4,0,-0.4312278293140609,NA,thabazimbi,-24.5437,27.1865,waterberg district municipality
1654,south_africa,2,0,-0.8583843612590395,NA,thabazimbi,-24.5437,27.1865,waterberg district municipality
1655,south_africa,2,0,-3.2727646282902416,NA,thabazimbi,-24.5437,27.1865,waterberg district municipality
1656,south_africa,5,0,-1.6543419681967928,NA,thabazimbi,-24.5437,27.1865,waterberg district municipality
1657,south_africa,3,0,1.4755989498326534,NA,thabazimbi,-24.5437,27.1865,waterberg district municipality
1658,south_africa,3,0,-1.1733823089333242,NA,thabazimbi,-24.5437,27.1865,waterberg district municipality
1659,south_africa,3,0,-0.3400202468354401,NA,thabazimbi,-24.5437,27.1865,waterberg district municipality
1660,south_africa,8,1,-2.7439129787430145,1,thabazimbi,-24.5437,27.1865,waterberg district municipality
1661,south_africa,1,0,-2.313746706252061,1,thabazimbi,-24.5437,27.1865,waterberg district municipality
1662,south_africa,3,0,-0.03178590127015965,NA,thabazimbi,-24.5437,27.1865,waterberg district municipality
1663,south_africa,1,0,0.695613810978236,NA,thabazimbi,-24.5437,27.1865,waterberg district municipality
1664,south_africa,2,0,-3.2727646282902416,NA,thabazimbi,-24.5437,27.1865,waterberg district municipality
1665,south_africa,3,0,-1.8563511312631913,NA,thabazimbi,-24.5437,27.1865,waterberg district municipality
1666,south_africa,8,0,-0.43975528814455844,NA,thabazimbi,-24.5437,27.1865,waterberg district municipality
1667,south_africa,6,0,-1.8858434653658163,NA,thabazimbi,-24.5437,27.1865,waterberg district municipality
1668,south_africa,3,0,-0.43975528814455844,NA,thabazimbi,-24.5437,27.1865,waterberg district municipality
1669,south_africa,1,0,-2.6895308472694928,NA,thabazimbi,-24.5437,27.1865,waterberg district municipality
1670,south_africa,5,0,-2.906557610356152,NA,thabazimbi,-24.5437,27.1865,waterberg district municipality
1671,south_africa,3,1,-1.7132743593262194,1,thabazimbi,-24.5437,27.1865,waterberg district municipality
1672,south_africa,2,0,-1.8563511312631913,NA,thabazimbi,-24.5437,27.1865,waterberg district municipality
1673,south_africa,4,0,-2.5546008195574323,NA,thabazimbi,-24.5437,27.1865,waterberg district municipality
1674,south_africa,1,0,-0.8583843612590395,NA,thabazimbi,-24.5437,27.1865,waterberg district municipality
1675,south_africa,4,0,-3.7159290015675825,NA,thabazimbi,-24.5437,27.1865,waterberg district municipality
1676,south_africa,1,0,-2.281561460395094,NA,thabazimbi,-24.5437,27.1865,waterberg district municipality
1677,south_africa,1,0,-2.281561460395094,NA,thabazimbi,-24.5437,27.1865,waterberg district municipality
1678,south_africa,7,0,-3.3411945248029955,NA,thabazimbi,-24.5437,27.1865,waterberg district municipality
1679,south_africa,4,0,0.08463721657442158,NA,thabazimbi,-24.5437,27.1865,waterberg district municipality
1680,south_africa,1,0,-2.9997252691279033,NA,thabazimbi,-24.5437,27.1865,waterberg district municipality
1681,south_africa,1,0,-1.2940822255145699,NA,thabazimbi,-24.5437,27.1865,waterberg district municipality
1682,south_africa,1,0,-1.167679656633007,NA,thabazimbi,-24.5437,27.1865,waterberg district municipality
1683,south_africa,1,0,-2.6895308472694928,NA,thabazimbi,-24.5437,27.1865,waterberg district municipality
1684,south_africa,3,0,-0.14467969735447717,NA,thabazimbi,-24.5437,27.1865,waterberg district municipality
1685,south_africa,5,1,-1.1060104123811867,1,thabazimbi,-24.5437,27.1865,waterberg district municipality
1686,south_africa,5,0,0.8360359354170429,NA,thabazimbi,-24.5437,27.1865,waterberg district municipality
1687,south_africa,4,0,-0.7405231246880282,NA,thabazimbi,-24.5437,27.1865,waterberg district municipality
1688,south_africa,8,0,-0.8583843612590395,NA,thabazimbi,-24.5437,27.1865,waterberg district municipality
1689,south_africa,1,0,-1.8858434653658163,NA,thabazimbi,-24.5437,27.1865,waterberg district municipality
1690,south_africa,1,0,-3.2727646282902416,NA,thabazimbi,-24.5437,27.1865,waterberg district municipality
1691,south_africa,3,0,-1.4556659073190203,NA,thabazimbi,-24.5437,27.1865,waterberg district municipality
1692,south_africa,3,0,-2.5546008195574323,NA,thabazimbi,-24.5437,27.1865,waterberg district municipality
1693,south_africa,2,0,-2.5546008195574323,NA,thabazimbi,-24.5437,27.1865,waterberg district municipality
1694,south_africa,4,1,-1.881058582542506,1,thabazimbi,-24.5437,27.1865,waterberg district municipality
1695,south_africa,3,0,-1.573885186785912,NA,thabazimbi,-24.5437,27.1865,waterberg district municipality
1696,south_africa,1,0,-2.1274442876124535,NA,thabazimbi,-24.5437,27.1865,waterberg district municipality
1697,south_africa,2,0,-1.4514169662916048,NA,thabazimbi,-24.5437,27.1865,waterberg district municipality
1698,south_africa,1,0,-1.138187322530382,NA,thabazimbi,-24.5437,27.1865,waterberg district municipality
1699,south_africa,1,0,-1.573885186785912,NA,thabazimbi,-24.5437,27.1865,waterberg district municipality
1700,south_africa,2,0,-3.2727646282902416,NA,thabazimbi,-24.5437,27.1865,waterberg district municipality
1701,south_africa,4,0,-2.4099102320897328,NA,thabazimbi,-24.5437,27.1865,waterberg district municipality
1702,south_africa,1,0,-2.0010417187308907,NA,thabazimbi,-24.5437,27.1865,waterberg district municipality
1703,south_africa,1,0,-0.8583843612590395,NA,thabazimbi,-24.5437,27.1865,waterberg district municipality
1704,south_africa,2,1,-1.573885186785912,1,thabazimbi,-24.5437,27.1865,waterberg district municipality
1705,south_africa,2,0,-2.0010417187308907,NA,thabazimbi,-24.5437,27.1865,waterberg district municipality
1706,south_africa,5,0,-1.0754111243456987,1,thabazimbi,-24.5437,27.1865,waterberg district municipality
1707,south_africa,3,0,-2.1835902758074686,NA,thabazimbi,-24.5437,27.1865,waterberg district municipality
1708,south_africa,6,0,-1.9180174256669413,NA,thabazimbi,-24.5437,27.1865,waterberg district municipality
1709,south_africa,5,0,-2.4623322872701245,1,thabazimbi,-24.5437,27.1865,waterberg district municipality
1710,south_africa,7,0,-1.5723147367146877,NA,thabazimbi,-24.5437,27.1865,waterberg district municipality
1711,south_africa,11,0,-0.43975528814455844,NA,thabazimbi,-24.5437,27.1865,waterberg district municipality
1712,south_africa,1,0,-0.7115554468254561,NA,thabazimbi,-24.5437,27.1865,waterberg district municipality
1713,south_africa,3,0,-2.845608096345263,NA,thabazimbi,-24.5437,27.1865,waterberg district municipality
1714,south_africa,1,0,-3.407694656002302,NA,thabazimbi,-24.5437,27.1865,waterberg district municipality
1715,south_africa,2,0,-3.407694656002302,NA,thabazimbi,-24.5437,27.1865,waterberg district municipality
1716,south_africa,3,0,0.5860754250737642,NA,thabazimbi,-24.5437,27.1865,waterberg district municipality
1717,south_africa,2,0,-2.6002833410840016,NA,thabazimbi,-24.5437,27.1865,waterberg district municipality
1718,south_africa,3,0,1.2712091434325203,NA,thabazimbi,-24.5437,27.1865,waterberg district municipality
1719,south_africa,6,0,-2.135971746442951,NA,thabazimbi,-24.5437,27.1865,waterberg district municipality
1720,south_africa,6,0,-0.8583843612590395,NA,thabazimbi,-24.5437,27.1865,waterberg district municipality
1721,south_africa,4,0,-0.43975528814455844,NA,thabazimbi,-24.5437,27.1865,waterberg district municipality
1722,south_africa,11,0,-1.2731173502424424,NA,thabazimbi,-24.5437,27.1865,waterberg district municipality
1723,south_africa,4,0,0.2739493757600039,NA,thabazimbi,-24.5437,27.1865,waterberg district municipality
1724,south_africa,1,0,-1.215770565161755,NA,thabazimbi,-24.5437,27.1865,waterberg district municipality
1725,south_africa,4,0,-2.3290078386431565,NA,thabazimbi,-24.5437,27.1865,waterberg district municipality
1726,south_africa,7,0,-3.2289409520087333,NA,thabazimbi,-24.5437,27.1865,waterberg district municipality
1727,south_africa,10,0,-4.095772547383835,NA,thabazimbi,-24.5437,27.1865,waterberg district municipality
1728,south_africa,5,0,-2.9463928019072263,NA,thabazimbi,-24.5437,27.1865,waterberg district municipality
1729,south_africa,4,0,-3.4706042463063214,NA,thabazimbi,-24.5437,27.1865,waterberg district municipality
1730,south_africa,5,0,-3.460116711182694,NA,thabazimbi,-24.5437,27.1865,waterberg district municipality
1731,south_africa,3,0,2.8674368450226186,NA,lephalale,-23.6763,27.7974,waterberg district municipality
1732,south_africa,2,0,3.18974268514795,NA,lephalale,-23.6763,27.7974,waterberg district municipality
1733,south_africa,4,0,3.2668012715392694,NA,lephalale,-23.6763,27.7974,waterberg district municipality
1734,south_africa,3,0,2.512207774492441,1,lephalale,-23.6763,27.7974,waterberg district municipality
1735,south_africa,2,0,1.654332197439602,NA,lephalale,-23.6763,27.7974,waterberg district municipality
1736,south_africa,3,0,-1.601063497118355,NA,lephalale,-23.6763,27.7974,waterberg district municipality
1737,south_africa,3,0,-0.7405076502220382,NA,lephalale,-23.6763,27.7974,waterberg district municipality
1738,south_africa,2,0,-1.16661870682432,NA,lephalale,-23.6763,27.7974,waterberg district municipality
1739,south_africa,3,0,-1.32073587960696,NA,lephalale,-23.6763,27.7974,waterberg district municipality
1740,south_africa,2,0,-1.475914002198287,NA,lephalale,-23.6763,27.7974,waterberg district municipality
1741,south_africa,1,0,-0.9097567521865862,NA,lephalale,-23.6763,27.7974,waterberg district municipality
1742,south_africa,2,0,0.9230141423598808,NA,mookgopong,-24.5508,28.8586,waterberg district municipality
1743,south_africa,4,0,0.3569280743371078,NA,mookgopong,-24.5508,28.8586,waterberg district municipality
1744,south_africa,4,0,3.2557929020547958,1,mookgopong,-24.5508,28.8586,waterberg district municipality
1745,south_africa,5,0,2.492943127894611,NA,mookgopong,-24.5508,28.8586,waterberg district municipality
1746,south_africa,3,0,0.40338730674531786,NA,mookgopong,-24.5508,28.8586,waterberg district municipality
1747,south_africa,2,0,-2.010285957954249,NA,mookgopong,-24.5508,28.8586,waterberg district municipality
1748,south_africa,3,0,1.80813431932498,NA,mookgopong,-24.5508,28.8586,waterberg district municipality
1749,south_africa,1,0,-2.0781003051222107,NA,mookgopong,-24.5508,28.8586,waterberg district municipality
1750,south_africa,4,0,2.8019370465899964,1,mookgopong,-24.5508,28.8586,waterberg district municipality
1751,south_africa,2,0,-2.747636911757638,NA,mookgopong,-24.5508,28.8586,waterberg district municipality
1752,south_africa,2,0,3.4402605924469905,NA,mookgopong,-24.5508,28.8586,waterberg district municipality
1753,south_africa,2,0,2.726555928542428,NA,mookgopong,-24.5508,28.8586,waterberg district municipality
1754,south_africa,3,0,3.4325547338078577,NA,mookgopong,-24.5508,28.8586,waterberg district municipality
1755,south_africa,2,1,1.8356552430361657,1,mookgopong,-24.5508,28.8586,waterberg district municipality
1756,south_africa,2,0,0.9461317182772768,NA,mookgopong,-24.5508,28.8586,waterberg district municipality
1757,south_africa,3,0,1.9418597956402623,NA,mookgopong,-24.5508,28.8586,waterberg district municipality
1758,south_africa,4,1,3.417143016529594,1,mookgopong,-24.5508,28.8586,waterberg district municipality
1759,south_africa,3,0,3.4402605924469905,NA,mookgopong,-24.5508,28.8586,waterberg district municipality
1760,south_africa,2,0,1.844738262422671,NA,mookgopong,-24.5508,28.8586,waterberg district municipality
1761,south_africa,3,0,1.8163905964383356,NA,mookgopong,-24.5508,28.8586,waterberg district municipality
1762,south_africa,3,0,3.4209959458491603,NA,mookgopong,-24.5508,28.8586,waterberg district municipality
1763,south_africa,4,0,3.417143016529594,NA,mookgopong,-24.5508,28.8586,waterberg district municipality
1764,south_africa,2,0,0.9461317182772768,NA,mookgopong,-24.5508,28.8586,waterberg district municipality
1765,south_africa,3,0,2.718850069903296,NA,mookgopong,-24.5508,28.8586,waterberg district municipality
1766,south_africa,2,0,2.595906933407663,NA,mookgopong,-24.5508,28.8586,waterberg district municipality
1767,south_africa,5,0,2.5530966076347075,NA,mookgopong,-24.5508,28.8586,waterberg district municipality
1768,south_africa,2,0,2.2993993965974497,NA,mookgopong,-24.5508,28.8586,waterberg district municipality
1769,south_africa,4,0,2.578782803098481,NA,mookgopong,-24.5508,28.8586,waterberg district municipality
1770,south_africa,2,0,0.9504127508545721,NA,mookgopong,-24.5508,28.8586,waterberg district municipality
1771,south_africa,5,0,3.414574396983217,NA,mookgopong,-24.5508,28.8586,waterberg district municipality
1772,south_africa,3,0,3.4274174947151037,NA,mookgopong,-24.5508,28.8586,waterberg district municipality
1773,south_africa,3,1,3.0053982018628798,1,mookgopong,-24.5508,28.8586,waterberg district municipality
1774,south_africa,3,0,1.7381344371317755,NA,mookgopong,-24.5508,28.8586,waterberg district municipality
1775,south_africa,2,0,3.4402605924469905,NA,mookgopong,-24.5508,28.8586,waterberg district municipality
1776,south_africa,1,0,-0.03178590127015965,NA,mookgopong,-24.5508,28.8586,waterberg district municipality
1777,south_africa,3,2,-0.24377451537354017,1,mookgopong,-24.5508,28.8586,waterberg district municipality
1778,south_africa,1,0,0.989838057302421,NA,mookgopong,-24.5508,28.8586,waterberg district municipality
1779,south_africa,1,0,-2.1551588915135307,NA,mookgopong,-24.5508,28.8586,waterberg district municipality
1780,south_africa,7,0,0.8305438386902965,NA,mookgopong,-24.5508,28.8586,waterberg district municipality
1781,south_africa,7,1,-0.5853450020967012,1,mookgopong,-24.5508,28.8586,waterberg district municipality
1782,south_africa,4,1,-0.8743922025914017,1,modimolle,-24.4465,28.184,waterberg district municipality
1784,south_africa,4,0,-0.03178590127015965,NA,modimolle,-24.4465,28.184,waterberg district municipality
1785,south_africa,7,0,-1.6581481068356438,NA,modimolle,-24.4465,28.184,waterberg district municipality
1786,south_africa,9,0,-0.8935793476619815,NA,modimolle,-24.4465,28.184,waterberg district municipality
1787,south_africa,1,0,-0.5785998314084597,NA,modimolle,-24.4465,28.184,waterberg district municipality
1789,south_africa,2,0,1.2435668490139642,NA,modimolle,-24.4465,28.184,waterberg district municipality
1790,south_africa,4,1,-0.03178590127015965,1,modimolle,-24.4465,28.184,waterberg district municipality
1791,south_africa,4,0,-0.2180883199097668,NA,modimolle,-24.4465,28.184,waterberg district municipality
1792,south_africa,5,0,0.2384554446680949,NA,modimolle,-24.4465,28.184,waterberg district municipality
1793,south_africa,6,0,0.006743391925500358,NA,modimolle,-24.4465,28.184,waterberg district municipality
1795,south_africa,1,0,-0.03828495166335319,NA,modimolle,-24.4465,28.184,waterberg district municipality
1796,south_africa,3,0,0.06453733171899045,NA,modimolle,-24.4465,28.184,waterberg district municipality
1797,south_africa,6,0,1.292910831504207,NA,modimolle,-24.4465,28.184,waterberg district municipality
1798,south_africa,1,0,0.4326094999810548,NA,modimolle,-24.4465,28.184,waterberg district municipality
1799,south_africa,2,0,-1.2264502244381903,NA,modimolle,-24.4465,28.184,waterberg district municipality
1800,south_africa,8,0,-0.888611907175288,NA,modimolle,-24.4465,28.184,waterberg district municipality
1801,south_africa,5,0,0.31581297574838196,NA,modimolle,-24.4465,28.184,waterberg district municipality
1802,south_africa,4,0,1.013768250587377,NA,modimolle,-24.4465,28.184,waterberg district municipality
1803,south_africa,1,0,-1.2264502244381903,NA,modimolle,-24.4465,28.184,waterberg district municipality
1804,south_africa,3,0,-0.8946402974706684,NA,modimolle,-24.4465,28.184,waterberg district municipality
1805,south_africa,4,0,-0.7437834775221375,NA,modimolle,-24.4465,28.184,waterberg district municipality
1806,south_africa,2,0,2.881197306878211,NA,modimolle,-24.4465,28.184,waterberg district municipality
1807,south_africa,5,1,-1.4867286914928701,1,modimolle,-24.4465,28.184,waterberg district municipality
1808,south_africa,5,0,2.655001526893345,NA,modimolle,-24.4465,28.184,waterberg district municipality
1809,south_africa,4,0,0.7108864404969747,NA,modimolle,-24.4465,28.184,waterberg district municipality
1810,south_africa,4,1,3.355496147416538,1,modimolle,-24.4465,28.184,waterberg district municipality
1812,south_africa,5,0,1.4415037207397652,NA,modimolle,-24.4465,28.184,waterberg district municipality
1813,south_africa,2,1,2.1729968277158864,1,modimolle,-24.4465,28.184,waterberg district municipality
