house,district,census_tract,country,hh_size,migrant_num,wealth_index,remit,lat,long
665,mukono,namumira b,senegal,3,1,0.114712190955696,0,0.58914,32.70173
667,mukono,namumira b,senegal,5,0,0.553076738999722,NA,0.58914,32.70173
668,mukono,namumira b,senegal,1,0,0.0118618519117722,NA,0.58914,32.70173
669,mukono,namumira b,senegal,3,0,0.114735740554875,NA,0.58914,32.70173
670,mukono,namumira b,senegal,4,0,0.358777121247664,NA,0.58914,32.70173
671,kisoro,bukara,senegal,1,0,-1.71097410081126,NA,-1.29114,29.62956
672,kisoro,bukara,senegal,4,0,-1.89938410372062,NA,-1.29114,29.62956
673,kisoro,bukara,senegal,5,0,-1.64398978441221,NA,-1.29114,29.62956
674,kisoro,bukara,senegal,3,1,-1.29043707082906,1,-1.29114,29.62956
675,kisoro,bukara,senegal,3,1,-2.46849685902512,0,-1.29114,29.62956
676,kisoro,bukara,senegal,1,0,-2.42558048696943,NA,-1.29114,29.62956
677,kisoro,bukara,senegal,6,1,-0.678407943468866,0,-1.29114,29.62956
678,kisoro,bukara,senegal,7,1,-0.757527306319311,1,-1.29114,29.62956
679,kisoro,bukara,senegal,3,0,-1.39301432962703,NA,-1.29114,29.62956
680,mukono,kabembe,senegal,2,1,0.483468745571306,0,0.66296,33.10365
681,mukono,kabembe,senegal,3,0,-0.368544270638236,NA,0.66296,33.10365
682,mukono,kabembe,senegal,5,2,-1.03020315131508,0,0.66296,33.10365
683,mukono,kabembe,senegal,1,1,2.5456005754061,0,0.66296,33.10365
684,mukono,kabembe,senegal,11,4,-0.554515216212918,0,0.66296,33.10365
685,mukono,kabembe,senegal,5,1,-1.41918618699615,0,0.66296,33.10365
686,mukono,kabembe,senegal,1,1,2.95294656028252,0,0.66296,33.10365
687,mukono,kabembe,senegal,3,0,-0.861746549225226,NA,0.66296,33.10365
688,mukono,kabembe,senegal,3,0,1.58237411863022,NA,0.66296,33.10365
689,mukono,kabembe,senegal,1,0,2.95294656028252,NA,0.66296,33.10365
691,kampala,lubowa zone e,senegal,6,0,2.50629641351832,1,0.24144,32.55585
692,kampala,lubowa zone e,senegal,4,0,2.83587056164901,NA,0.24144,32.55585
693,kampala,lubowa zone e,senegal,1,0,2.52021987895115,NA,0.24144,32.55585
694,kampala,lubowa zone e,senegal,5,0,2.17688890250559,NA,0.24144,32.55585
695,kampala,lubowa zone e,senegal,5,1,0.588509327811292,0,0.24144,32.55585
696,kampala,lubowa zone e,senegal,5,0,1.84145219630773,NA,0.24144,32.55585
698,kampala,lubowa zone e,senegal,3,0,2.50629641351832,1,0.24144,32.55585
699,kampala,lubowa zone e,senegal,13,0,3.36960166549283,1,0.24144,32.55585
701,wakiso,nansana east,senegal,4,1,3.13263099823042,0,0.36289,32.538
702,wakiso,nansana east,senegal,4,0,2.95069621238327,NA,0.36289,32.538
703,wakiso,nansana east,senegal,3,0,3.16124191293422,NA,0.36289,32.538
704,wakiso,nansana east,senegal,1,0,3.56497568764272,NA,0.36289,32.538
705,wakiso,nansana east,senegal,3,2,1.53742974942835,0,0.36289,32.538
706,wakiso,nansana east,senegal,1,2,3.63139153503258,0,0.36289,32.538
707,wakiso,nansana east,senegal,2,1,3.18985282763801,1,0.36289,32.538
708,wakiso,nansana east,senegal,3,1,3.60564171179916,0,0.36289,32.538
709,wakiso,nansana east,senegal,4,1,3.07540916882282,0,0.36289,32.538
710,wakiso,nansana east,senegal,1,3,3.63139153503258,1,0.36289,32.538
711,mbale,bunandutu,senegal,3,1,-0.862665652795535,1,1.05206,34.23564
713,mbale,bunandutu,senegal,5,1,-0.802500743790615,1,1.05206,34.23564
714,mbale,bunandutu,senegal,7,0,-1.50143580170934,NA,1.05206,34.23564
715,mbale,bunandutu,senegal,2,1,-1.27688835626841,0,1.05206,34.23564
716,mbale,bunandutu,senegal,9,0,-1.42839598108771,NA,1.05206,34.23564
717,mbale,bunandutu,senegal,6,2,-0.716667999679224,1,1.05206,34.23564
718,mbale,bunandutu,senegal,4,0,-1.22303777377281,NA,1.05206,34.23564
719,mbale,bunandutu,senegal,5,0,-1.91330756915345,NA,1.05206,34.23564
720,mbale,bunandutu,senegal,2,0,-1.78455845298636,NA,1.05206,34.23564
721,mbale,doko,senegal,3,0,0.386498000650591,NA,0.93333,34.05
722,mbale,doko,senegal,1,0,0.562970100340818,NA,0.93333,34.05
723,mbale,doko,senegal,2,0,0.477137356229427,NA,0.93333,34.05
724,mbale,doko,senegal,5,0,3.03249279676713,NA,0.93333,34.05
725,mbale,doko,senegal,4,0,0.866495175726235,NA,0.93333,34.05
726,mbale,doko,senegal,2,0,0.477137356229427,NA,0.93333,34.05
727,mbale,doko,senegal,2,0,-1.12403753415482,NA,0.93333,34.05
728,mbale,doko,senegal,2,0,-0.924924454633086,NA,0.93333,34.05
729,mbale,doko,senegal,4,0,-0.300225870011676,NA,0.93333,34.05
730,mbale,doko,senegal,5,1,-0.849498157288936,0,0.93333,34.05
731,kampala,namungoona,senegal,5,1,2.92923802635542,0,0.34012,32.54613
732,kampala,namungoona,senegal,6,1,3.51980896768777,0,0.34012,32.54613
733,kampala,namungoona,senegal,6,0,0.483468745571306,NA,0.34012,32.54613
734,kampala,namungoona,senegal,5,0,4.10585952016249,NA,0.34012,32.54613
735,kampala,namungoona,senegal,2,1,3.23915905468198,0,0.34012,32.54613
736,kampala,namungoona,senegal,3,2,0.114735740554875,0,0.34012,32.54613
737,kampala,namungoona,senegal,2,1,2.40371915472036,0,0.34012,32.54613
738,kampala,namungoona,senegal,2,1,2.82419744411543,1,0.34012,32.54613
739,kampala,namungoona,senegal,1,1,2.93556348143677,0,0.34012,32.54613
740,kampala,namungoona,senegal,1,0,2.52021987895115,NA,0.34012,32.54613
741,kampala,musoke,senegal,2,3,3.16124191293422,0,0.30072,32.57473
742,kampala,musoke,senegal,3,1,2.98957642471143,0,0.30072,32.57473
743,kampala,musoke,senegal,3,0,0.397636001459915,NA,0.30072,32.57473
744,kampala,musoke,senegal,2,1,3.07540916882282,0,0.30072,32.57473
745,kampala,musoke,senegal,1,0,0.569301489682698,NA,0.30072,32.57473
746,kampala,musoke,senegal,2,0,1.54376113877023,NA,0.30072,32.57473
747,kampala,musoke,senegal,9,0,0.2450700585189,NA,0.30072,32.57473
748,kampala,musoke,senegal,7,1,1.02876467410188,0,0.30072,32.57473
749,kampala,musoke,senegal,3,2,3.52205931558702,0,0.30072,32.57473
750,kampala,musoke,senegal,10,1,2.17688890250559,0,0.30072,32.57473
751,kampala,kigaga,senegal,3,0,3.11832554087852,NA,0.30261,32.5309
752,kampala,kigaga,senegal,5,1,3.56272533974346,0,0.30261,32.5309
753,kampala,kigaga,senegal,1,3,3.69962794753219,1,0.30261,32.5309
754,kampala,kigaga,senegal,4,1,3.56272533974346,1,0.30261,32.5309
755,kampala,kigaga,senegal,1,0,3.20415828498991,NA,0.30261,32.5309
756,kampala,kigaga,senegal,3,2,3.86708378667635,0,0.30261,32.5309
757,kampala,kigaga,senegal,1,1,2.69778851089632,0,0.30261,32.5309
758,kampala,kigaga,senegal,2,0,2.61195576678493,NA,0.30261,32.5309
759,kampala,kigaga,senegal,2,1,3.0017660760606,0,0.30261,32.5309
760,kampala,kigaga,senegal,3,1,2.2432227617685,0,0.30261,32.5309
761,jinja,bufuta,senegal,11,7,-2.57578778916436,0,0.60324,33.08398
762,jinja,bufuta,senegal,1,6,-0.571556360744629,1,0.60324,33.08398
763,jinja,bufuta,senegal,8,3,0.10879116724213,0,0.60324,33.08398
764,jinja,bufuta,senegal,9,2,-0.467474316738322,1,0.60324,33.08398
765,jinja,bufuta,senegal,4,1,-1.54793530316324,0,0.60324,33.08398
766,jinja,bufuta,senegal,4,7,-0.643083647504122,0,0.60324,33.08398
767,jinja,bufuta,senegal,10,0,-0.986414623949689,NA,0.60324,33.08398
768,jinja,bufuta,senegal,8,9,-0.764240687580257,1,0.60324,33.08398
769,jinja,bufuta,senegal,6,9,-1.37626981494046,1,0.60324,33.08398
770,jinja,bufuta,senegal,4,4,-1.28937163303573,1,0.60324,33.08398
772,kampala,mulimira,senegal,14,5,3.14776372917691,1,0.351332,32.59246
773,kampala,mulimira,senegal,2,0,4.16308134957009,NA,0.351332,32.59246
774,kampala,mulimira,senegal,6,0,2.52612302267354,NA,0.351332,32.59246
775,kampala,mulimira,senegal,7,1,2.57260235550364,1,0.351332,32.59246
776,kampala,mulimira,senegal,6,0,2.98502931002782,NA,0.351332,32.59246
777,kampala,mulimira,senegal,8,2,1.93659495516005,1,0.351332,32.59246
778,kampala,mulimira,senegal,6,0,2.98502931002782,NA,0.351332,32.59246
779,kampala,mulimira,senegal,6,0,3.88018108866505,NA,0.351332,32.59246
780,kampala,mulimira,senegal,8,1,2.89919656591643,1,0.351332,32.59246
781,kampala,kiruddu buziga,senegal,5,0,0.225970513237131,NA,0.25577,32.62395
782,kampala,kiruddu buziga,senegal,3,0,0.0801802525383328,NA,0.25577,32.62395
784,kampala,kiruddu buziga,senegal,8,2,1.92928403151251,0,0.25577,32.62395
785,kampala,kiruddu buziga,senegal,9,1,1.88019058045828,0,0.25577,32.62395
786,kampala,kiruddu buziga,senegal,8,0,0.426246916163712,NA,0.25577,32.62395
787,kampala,kiruddu buziga,senegal,7,0,3.52839224209891,NA,0.25577,32.62395
788,kampala,kiruddu buziga,senegal,10,1,1.96634320195464,0,0.25577,32.62395
789,kampala,kiruddu buziga,senegal,3,0,1.82641014286941,NA,0.25577,32.62395
790,kampala,kiruddu buziga,senegal,3,2,3.59705843738802,0,0.25577,32.62395
791,kampala,nakinyuguzi zone c,senegal,3,0,0.526385117627002,NA,0.26815,32.60222
792,kampala,nakinyuguzi zone c,senegal,8,3,2.89919656591643,1,0.26815,32.60222
793,kampala,nakinyuguzi zone c,senegal,5,1,2.84650051907653,0,0.26815,32.60222
794,kampala,nakinyuguzi zone c,senegal,5,0,0.225970513237131,NA,0.26815,32.60222
795,kampala,nakinyuguzi zone c,senegal,2,0,0.569301489682698,NA,0.26815,32.60222
796,kampala,nakinyuguzi zone c,senegal,6,2,3.51980896768777,0,0.26815,32.60222
797,kampala,nakinyuguzi zone c,senegal,4,1,3.56272533974346,0,0.26815,32.60222
798,kampala,nakinyuguzi zone c,senegal,6,3,3.54555879092119,0,0.26815,32.60222
799,kampala,nakinyuguzi zone c,senegal,2,2,4.20599772162578,1,0.26815,32.60222
800,kampala,nakinyuguzi zone c,senegal,2,0,-0.163884677753636,NA,0.26815,32.60222
801,wakiso,"kawafu ""a""",senegal,2,1,3.16124191293422,1,0.098,32.501
802,wakiso,"kawafu ""a""",senegal,2,0,2.0989504286419,NA,0.098,32.501
803,wakiso,"kawafu ""a""",senegal,6,1,2.95069621238327,0,0.098,32.501
804,wakiso,"kawafu ""a""",senegal,4,0,2.84973073732538,NA,0.098,32.501
805,wakiso,"kawafu ""a""",senegal,7,1,2.93639075503137,0,0.098,32.501
806,wakiso,"kawafu ""a""",senegal,1,0,1.94479928390395,NA,0.098,32.501
807,wakiso,"kawafu ""a""",senegal,5,1,-0.0592834429286533,0,0.098,32.501
808,wakiso,"kawafu ""a""",senegal,1,1,3.16124191293422,0,0.098,32.501
809,wakiso,"kawafu ""a""",senegal,8,0,0.23921186813014,NA,0.098,32.501
810,wakiso,"kawafu ""a""",senegal,4,1,0.540690574978901,1,0.098,32.501
811,mpigi,kasozi-ntenga,senegal,8,4,-0.389320905068341,0,0.08161,31.94261
812,mpigi,kasozi-ntenga,senegal,10,0,-1.88263958903404,NA,0.08161,31.94261
813,mpigi,kasozi-ntenga,senegal,9,0,-0.750374577643361,NA,0.08161,31.94261
814,mpigi,kasozi-ntenga,senegal,8,0,-1.19236979365341,NA,0.08161,31.94261
815,mpigi,kasozi-ntenga,senegal,3,0,-1.96212708493153,NA,0.08161,31.94261
816,mpigi,kasozi-ntenga,senegal,7,0,-1.51231437735336,NA,0.08161,31.94261
817,mpigi,kasozi-ntenga,senegal,8,0,-2.28005603280624,NA,0.08161,31.94261
818,mpigi,kasozi-ntenga,senegal,3,0,-1.79680684492265,NA,0.08161,31.94261
819,mpigi,kasozi-ntenga,senegal,3,0,-1.79680684492265,NA,0.08161,31.94261
820,mpigi,kasozi-ntenga,senegal,5,0,-0.454377014749628,NA,0.08161,31.94261
821,iganga,bubogo b,senegal,5,1,-0.551729751589411,0,0.66611,33.47934
822,iganga,bubogo b,senegal,6,9,-0.403099758654778,0,0.66611,33.47934
823,iganga,bubogo b,senegal,1,0,-0.338285853156232,NA,0.66611,33.47934
824,iganga,bubogo b,senegal,6,0,-0.995302276859759,NA,0.66611,33.47934
825,iganga,bubogo b,senegal,6,0,-0.580340666293208,NA,0.66611,33.47934
826,iganga,bubogo b,senegal,2,0,-0.627338079791529,NA,0.66611,33.47934
827,iganga,bubogo b,senegal,5,0,-0.97229977030974,NA,0.66611,33.47934
828,iganga,bubogo b,senegal,7,0,-0.892989803747345,NA,0.66611,33.47934
829,iganga,bubogo b,senegal,4,0,-1.70836434249575,NA,0.66611,33.47934
830,iganga,bubogo b,senegal,6,0,-1.38000530483885,NA,0.66611,33.47934
831,iganga,"idudi ""c""",senegal,6,0,2.67212067578985,NA,0.62319,33.6174
832,iganga,"idudi ""c""",senegal,3,1,-0.249717421865028,1,0.62319,33.6174
833,iganga,"idudi ""c""",senegal,5,0,0.913966411119336,NA,0.62319,33.6174
834,iganga,"idudi ""c""",senegal,11,1,-1.06465529197013,0,0.62319,33.6174
835,iganga,"idudi ""c""",senegal,3,0,1.05463990162587,NA,0.62319,33.6174
836,iganga,"idudi ""c""",senegal,1,2,0.641210768361258,1,0.62319,33.6174
837,iganga,"idudi ""c""",senegal,14,8,-1.99280892392296,1,0.62319,33.6174
838,iganga,"idudi ""c""",senegal,8,0,-0.00565249157305886,NA,0.62319,33.6174
839,iganga,"idudi ""c""",senegal,3,0,-0.532617682770067,NA,0.62319,33.6174
840,iganga,"idudi ""c""",senegal,4,8,-1.37626981494046,1,0.62319,33.6174
841,iganga,bukenke,senegal,16,5,-0.560986393291125,1,0.55361,33.62855
842,iganga,bukenke,senegal,6,1,-2.04795982904293,0,0.55361,33.62855
843,iganga,bukenke,senegal,8,9,-1.67370567222317,1,0.55361,33.62855
844,iganga,bukenke,senegal,10,0,-0.360709990364544,NA,0.55361,33.62855
845,iganga,bukenke,senegal,5,1,-0.360709990364544,0,0.55361,33.62855
846,iganga,bukenke,senegal,6,0,-0.789347107156041,NA,0.55361,33.62855
847,iganga,bukenke,senegal,3,0,-1.98521684783201,NA,0.55361,33.62855
848,iganga,bukenke,senegal,8,2,-1.49315253109032,1,0.55361,33.62855
849,iganga,bukenke,senegal,5,0,-2.3054580613771,NA,0.55361,33.62855
851,lira,ireda central,senegal,3,0,-0.803796320609733,1,2.22985,32.89252
852,lira,ireda central,senegal,2,0,-1.11847495276114,NA,2.22985,32.89252
853,lira,ireda central,senegal,6,3,0.247542348565408,1,2.22985,32.89252
854,lira,ireda central,senegal,3,0,-1.5334365633277,NA,2.22985,32.89252
855,lira,ireda central,senegal,11,0,2.38389572274915,NA,2.22985,32.89252
856,lira,ireda central,senegal,5,0,2.59972123372067,NA,2.22985,32.89252
857,lira,ireda central,senegal,12,0,1.34113104058291,NA,2.22985,32.89252
858,lira,ireda central,senegal,4,0,0.0124371263144851,NA,2.22985,32.89252
859,lira,ireda central,senegal,7,0,-0.187839276612095,NA,2.22985,32.89252
860,lira,ireda central,senegal,5,0,-0.58206667714064,NA,2.22985,32.89252
861,oyam,olaka/atyeto,senegal,9,0,-1.3977280009683,NA,2.30034154,32.63836793
862,oyam,olaka/atyeto,senegal,6,1,-2.07383505656691,0,2.30034154,32.63836793
863,oyam,olaka/atyeto,senegal,8,0,-2.02229199393645,NA,2.30034154,32.63836793
864,oyam,olaka/atyeto,senegal,5,2,-1.33623184763444,1,2.30034154,32.63836793
865,oyam,olaka/atyeto,senegal,6,0,-1.81633682423273,1,2.30034154,32.63836793
866,oyam,olaka/atyeto,senegal,6,0,-1.9252593312446,1,2.30034154,32.63836793
867,oyam,olaka/atyeto,senegal,8,0,-1.25481614501918,NA,2.30034154,32.63836793
868,oyam,olaka/atyeto,senegal,8,1,-0.694583293970957,0,2.30034154,32.63836793
869,oyam,olaka/atyeto,senegal,9,3,-0.653812740518046,1,2.30034154,32.63836793
870,oyam,olaka/atyeto,senegal,6,1,-0.728916391615514,1,2.30034154,32.63836793
871,kampala,busega central,senegal,4,0,2.65787368408435,NA,0.30932,32.51896
872,kampala,busega central,senegal,8,2,-0.268447498765304,0,0.30932,32.51896
873,kampala,busega central,senegal,8,2,2.9602331839512,1,0.30932,32.51896
874,kampala,busega central,senegal,3,0,1.23178170969361,NA,0.30932,32.51896
875,kampala,busega central,senegal,14,1,2.88632165429972,0,0.30932,32.51896
876,kampala,busega central,senegal,7,0,-0.0163670708729575,1,0.30932,32.51896
877,kampala,busega central,senegal,5,1,3.26815196130485,1,0.30932,32.51896
878,kampala,busega central,senegal,7,0,1.8791993821381,NA,0.30932,32.51896
879,kampala,busega central,senegal,8,4,0.920898389099639,0,0.30932,32.51896
880,kampala,busega central,senegal,1,3,3.64195556507706,0,0.30932,32.51896
881,masaka,gayaza nabowa,senegal,7,2,-1.86833413168215,1,-0.62889,31.48459
882,masaka,gayaza nabowa,senegal,3,5,-1.96212708493153,1,-0.62889,31.48459
883,masaka,gayaza nabowa,senegal,4,0,3.30522710740929,NA,-0.62889,31.48459
884,masaka,gayaza nabowa,senegal,4,6,0.348542550405689,1,-0.62889,31.48459
885,masaka,gayaza nabowa,senegal,6,0,0.617564946383695,NA,-0.62889,31.48459
886,masaka,gayaza nabowa,senegal,3,1,2.90777984032757,0,-0.62889,31.48459
887,masaka,gayaza nabowa,senegal,4,1,-1.75389047286696,1,-0.62889,31.48459
888,masaka,gayaza nabowa,senegal,1,0,-1.53065109870419,NA,-0.62889,31.48459
889,masaka,gayaza nabowa,senegal,5,4,1.96316223309929,1,-0.62889,31.48459
890,masaka,gayaza nabowa,senegal,4,4,1.67948730389754,1,-0.62889,31.48459
891,pallisa,kagumu 1,senegal,9,0,-2.49424668225854,NA,1.08955,33.85497
892,pallisa,kagumu 1,senegal,3,0,-1.46210255905185,NA,1.08955,33.85497
893,pallisa,kagumu 1,senegal,6,1,-0.728916391615514,0,1.08955,33.85497
894,pallisa,kagumu 1,senegal,6,0,-1.57102506606372,NA,1.08955,33.85497
895,pallisa,kagumu 1,senegal,4,0,-1.29043707082906,NA,1.08955,33.85497
896,pallisa,kagumu 1,senegal,3,0,-1.92555596108974,NA,1.08955,33.85497
897,pallisa,kagumu 1,senegal,5,0,-1.63376804727463,NA,1.08955,33.85497
898,pallisa,kagumu 1,senegal,7,0,-0.707458205587666,NA,1.08955,33.85497
899,pallisa,kagumu 1,senegal,9,0,-1.3977280009683,NA,1.08955,33.85497
900,pallisa,kagumu 1,senegal,2,0,-1.26182615612527,NA,1.08955,33.85497
901,kampala,muyenga lc i,senegal,3,1,3.51980896768777,1,0.29911,32.61857
902,kampala,muyenga lc i,senegal,4,1,3.47689259563207,1,0.29911,32.61857
903,kampala,muyenga lc i,senegal,2,0,3.47689259563207,NA,0.29911,32.61857
906,kampala,muyenga lc i,senegal,9,0,2.65028160799339,NA,0.29911,32.61857
907,kampala,muyenga lc i,senegal,12,0,3.47689259563207,NA,0.29911,32.61857
908,kampala,muyenga lc i,senegal,12,0,2.77903072416048,1,0.29911,32.61857
909,kampala,muyenga lc i,senegal,1,1,3.64855808385486,0,0.29911,32.61857
910,kampala,muyenga lc i,senegal,4,0,0.358777121247664,NA,0.29911,32.61857
912,mukono,bagala,senegal,2,3,3.90879200336884,1,0.64822,33.17245
913,mukono,bagala,senegal,1,0,1.7213297707154,1,0.64822,33.17245
914,mukono,bagala,senegal,5,2,3.03249279676713,1,0.64822,33.17245
915,mukono,bagala,senegal,7,6,0.595662056487241,0,0.64822,33.17245
916,mukono,bagala,senegal,1,0,1.99402349570235,NA,0.64822,33.17245
917,mukono,bagala,senegal,4,0,0.684127140416954,NA,0.64822,33.17245
918,mukono,bagala,senegal,4,1,2.96417439614057,1,0.64822,33.17245
919,mukono,bagala,senegal,11,0,2.02140328325068,NA,0.64822,33.17245
920,mukono,bagala,senegal,8,0,2.35214526878037,NA,0.64822,33.17245
921,kampala,gogonya 1 zone g,senegal,6,1,0.169130675748604,1,0.29483,32.5934
922,kampala,gogonya 1 zone g,senegal,4,1,2.90374368060004,1,0.29483,32.5934
923,kampala,gogonya 1 zone g,senegal,4,1,3.4652194780985,0,0.29483,32.5934
924,kampala,gogonya 1 zone g,senegal,3,0,2.01311768453051,NA,0.29483,32.5934
926,kampala,gogonya 1 zone g,senegal,2,0,1.99992663942473,NA,0.29483,32.5934
927,kampala,gogonya 1 zone g,senegal,3,1,0.191680831756197,1,0.29483,32.5934
928,kampala,gogonya 1 zone g,senegal,6,1,1.29615626777715,0,0.29483,32.5934
929,kampala,gogonya 1 zone g,senegal,6,0,3.70851560044226,NA,0.29483,32.5934
930,kampala,gogonya 1 zone g,senegal,5,1,-1.19763574520195,0,0.29483,32.5934
931,lira,baridike,senegal,12,8,-0.509980409648452,1,2.18621,32.93502
932,lira,baridike,senegal,7,0,-1.15808011217247,1,2.18621,32.93502
933,lira,baridike,senegal,11,0,-1.55883859189856,NA,2.18621,32.93502
934,lira,baridike,senegal,8,0,-2.056847481953,NA,2.18621,32.93502
935,lira,baridike,senegal,3,1,-1.25610397318451,1,2.18621,32.93502
936,lira,baridike,senegal,3,0,-1.2561117218383,NA,2.18621,32.93502
937,lira,baridike,senegal,7,1,-0.677416745148679,1,2.18621,32.93502
938,lira,baridike,senegal,3,0,-2.00504345698723,NA,2.18621,32.93502
939,lira,baridike,senegal,4,0,-1.31904798553286,NA,2.18621,32.93502
940,lira,baridike,senegal,1,0,-1.31885470304922,NA,2.18621,32.93502
941,bushenyi,rugarama ii,senegal,5,0,-1.67975342779196,NA,-0.27491,30.43991
943,bushenyi,rugarama ii,senegal,1,4,-2.04306862836656,0,-0.27491,30.43991
944,bushenyi,rugarama ii,senegal,4,1,-1.62253159838436,0,-0.27491,30.43991
945,bushenyi,rugarama ii,senegal,3,1,-1.60107341235651,0,-0.27491,30.43991
946,bushenyi,rugarama ii,senegal,5,0,-0.996636361087267,NA,-0.27491,30.43991
947,bushenyi,rugarama ii,senegal,6,0,-1.09633521513555,NA,-0.27491,30.43991
949,bushenyi,rugarama ii,senegal,4,0,-0.30348816095695,NA,-0.27491,30.43991
950,bushenyi,rugarama ii,senegal,4,0,-1.65114251308816,NA,-0.27491,30.43991
951,butalejja,busolwe south b,senegal,5,0,-0.0525127061717715,NA,0.84837,33.93236
952,butalejja,busolwe south b,senegal,3,1,0.0801802525383328,0,0.84837,33.93236
953,butalejja,busolwe south b,senegal,12,0,-1.54793530316324,NA,0.84837,33.93236
954,butalejja,busolwe south b,senegal,7,0,1.50367113140252,1,0.84837,33.93236
955,butalejja,busolwe south b,senegal,4,1,-0.625917098681844,1,0.84837,33.93236
956,butalejja,busolwe south b,senegal,2,0,-1.6506159093227,1,0.84837,33.93236
957,butalejja,busolwe south b,senegal,5,1,2.82194709621618,0,0.84837,33.93236
958,butalejja,busolwe south b,senegal,8,0,-0.17410909366291,NA,0.84837,33.93236
959,butalejja,busolwe south b,senegal,4,1,-0.81769221532423,1,0.84837,33.93236
960,butalejja,busolwe south b,senegal,5,0,-1.34765890023666,NA,0.84837,33.93236
961,sironko,bukisa,senegal,5,1,-1.29025002043191,1,0.85264,34.38154
962,sironko,bukisa,senegal,4,0,-2.22851297017578,NA,0.85264,34.38154
963,sironko,bukisa,senegal,9,1,-2.59724597519221,1,0.85264,34.38154
964,sironko,bukisa,senegal,3,1,-0.600167275448426,1,0.85264,34.38154
965,sironko,bukisa,senegal,4,1,-0.643083647504122,0,0.85264,34.38154
966,sironko,bukisa,senegal,3,1,-1.35769003366229,0,0.85264,34.38154
967,sironko,bukisa,senegal,8,1,-1.36627330807343,0,0.85264,34.38154
968,sironko,bukisa,senegal,6,0,-1.48643914982937,1,0.85264,34.38154
969,sironko,bukisa,senegal,6,0,-2.51141323108082,NA,0.85264,34.38154
970,sironko,bukisa,senegal,8,1,-1.86405980775588,0,0.85264,34.38154
971,bududa,buraba,senegal,7,0,-2.64016234724791,NA,1.08676,34.40457
972,bududa,buraba,senegal,5,1,-2.09722144931252,1,1.08676,34.40457
973,bududa,buraba,senegal,6,1,-2.25765048864504,0,1.08676,34.40457
974,bududa,buraba,senegal,7,1,-2.25712388487958,0,1.08676,34.40457
975,bududa,buraba,senegal,7,0,-1.73697525719955,NA,1.08676,34.40457
976,bududa,buraba,senegal,1,1,-0.727602210119123,0,1.08676,34.40457
977,bududa,buraba,senegal,1,1,-1.80308473951721,0,1.08676,34.40457
978,bududa,buraba,senegal,6,0,-1.85089231224928,NA,1.08676,34.40457
979,bududa,buraba,senegal,6,1,-2.22851297017578,0,1.08676,34.40457
980,bududa,buraba,senegal,5,1,-1.04289017415821,0,1.08676,34.40457
981,pallisa,rarak\kaucho b,senegal,5,0,-1.16375887894961,NA,1.18376,33.71364
982,pallisa,rarak\kaucho b,senegal,1,2,2.91531345077213,1,1.18376,33.71364
983,pallisa,rarak\kaucho b,senegal,6,1,-1.33335344288476,0,1.18376,33.71364
984,pallisa,rarak\kaucho b,senegal,3,1,0.972398035566474,1,1.18376,33.71364
985,pallisa,rarak\kaucho b,senegal,2,0,0.703397690495086,1,1.18376,33.71364
986,pallisa,rarak\kaucho b,senegal,1,0,-0.102388524419771,NA,1.18376,33.71364
987,pallisa,rarak\kaucho b,senegal,2,0,-0.835574691856105,NA,1.18376,33.71364
988,pallisa,rarak\kaucho b,senegal,2,0,-1.75389047286696,NA,1.18376,33.71364
989,pallisa,rarak\kaucho b,senegal,1,0,-1.39351835188968,NA,1.18376,33.71364
990,pallisa,rarak\kaucho b,senegal,4,0,2.96786276120554,NA,1.18376,33.71364
991,kampala,wheeling zone c,senegal,3,0,1.54350988196437,1,0.292038,32.6046
992,kampala,wheeling zone c,senegal,4,0,1.4985708692161,NA,0.292038,32.6046
993,kampala,wheeling zone c,senegal,3,0,0.910641339602944,NA,0.292038,32.6046
994,kampala,wheeling zone c,senegal,4,0,1.9202458610436,NA,0.292038,32.6046
995,kampala,wheeling zone c,senegal,1,0,1.53742974942835,NA,0.292038,32.6046
996,kampala,wheeling zone c,senegal,5,0,2.89026549684274,NA,0.292038,32.6046
997,kampala,wheeling zone c,senegal,2,0,-0.149577885067289,NA,0.292038,32.6046
998,kampala,wheeling zone c,senegal,3,0,2.22339615261328,1,0.292038,32.6046
999,kampala,wheeling zone c,senegal,4,7,2.96786276120554,1,0.292038,32.6046
1000,kampala,wheeling zone c,senegal,2,0,-0.627338079791529,1,0.292038,32.6046
1001,busia,custom road b,senegal,9,0,0.9845851021943,NA,0.3860537751,34.03459414
1002,busia,custom road b,senegal,4,0,-0.950544954436756,NA,0.3860537751,34.03459414
1003,busia,custom road b,senegal,3,0,0.391304612118035,NA,0.3860537751,34.03459414
1004,busia,custom road b,senegal,8,0,1.92728494041912,NA,0.3860537751,34.03459414
1005,busia,custom road b,senegal,11,0,-1.45344504516756,NA,0.3860537751,34.03459414
1006,busia,custom road b,senegal,3,3,-1.39301432962703,0,0.3860537751,34.03459414
1007,busia,custom road b,senegal,6,0,-0.839310181754499,NA,0.3860537751,34.03459414
1008,busia,custom road b,senegal,7,1,2.4779850584932,0,0.3860537751,34.03459414
1009,busia,custom road b,senegal,3,0,0.218627180849232,NA,0.3860537751,34.03459414
1010,busia,custom road b,senegal,2,0,-0.0106526365859926,NA,0.3860537751,34.03459414
1011,mayuge,nango beach,senegal,9,1,-1.77437047745193,0,0.19358,33.47831
