house,district,census_tract,country,hh_size,migrant_num,wealth_index,remit,lat,long
1341,luwero,mpangati,senegal,4,0,-0.625917098681844,NA,0.524318,32.49622
1342,luwero,mpangati,senegal,5,0,-1.41918618699615,NA,0.524318,32.49622
1343,luwero,mpangati,senegal,1,0,-0.614033385385322,NA,0.524318,32.49622
1344,luwero,mpangati,senegal,8,1,-0.694583293970957,1,0.524318,32.49622
1345,luwero,mpangati,senegal,12,2,-1.46210255905185,1,0.524318,32.49622
1346,luwero,mpangati,senegal,3,1,-1.82114343570018,0,0.524318,32.49622
1347,luwero,mpangati,senegal,1,2,-0.565841926457664,0,0.524318,32.49622
1348,luwero,mpangati,senegal,7,1,0.231677147535124,0,0.524318,32.49622
1349,luwero,mpangati,senegal,6,3,-0.6602501963264,1,0.524318,32.49622
1351,luwero,ntawawulwa,senegal,5,6,-2.55432960313651,1,0.66685,32.64197
1352,luwero,ntawawulwa,senegal,8,3,0.564775707115004,1,0.66685,32.64197
1354,luwero,ntawawulwa,senegal,7,1,-0.707458205587666,1,0.66685,32.64197
1355,luwero,ntawawulwa,senegal,6,1,-1.37626981494046,1,0.66685,32.64197
1356,luwero,ntawawulwa,senegal,2,3,-1.29043707082906,0,0.66685,32.64197
1357,luwero,ntawawulwa,senegal,4,0,-0.118909904947883,NA,0.66685,32.64197
1358,luwero,ntawawulwa,senegal,2,1,-1.67922682402649,0,0.66685,32.64197
1359,luwero,ntawawulwa,senegal,6,0,-1.11770614481294,NA,0.66685,32.64197
1360,luwero,ntawawulwa,senegal,1,0,-1.6220049946189,NA,0.66685,32.64197
1361,soroti,aswi,senegal,3,1,-2.00504345698723,0,1.41827,33.26408
1362,soroti,aswi,senegal,3,1,-1.94066889890369,1,1.41827,33.26408
1363,soroti,aswi,senegal,5,0,-1.37199549101419,NA,1.41827,33.26408
1364,soroti,aswi,senegal,9,0,-1.8468932589336,NA,1.41827,33.26408
1365,soroti,aswi,senegal,5,1,-0.628778190152223,1,1.41827,33.26408
1366,soroti,aswi,senegal,12,0,-1.48643914982937,NA,1.41827,33.26408
1367,soroti,aswi,senegal,12,0,-1.89839290540043,1,1.41827,33.26408
1368,soroti,aswi,senegal,6,0,-0.686000019559818,NA,1.41827,33.26408
1369,soroti,aswi,senegal,5,1,-0.700305476911717,0,1.41827,33.26408
1401,kyenjojo,kaigoro,senegal,4,1,-1.49960112666571,0,0.58136,30.52402
1402,kyenjojo,kaigoro,senegal,6,1,-2.85474420752638,0,0.58136,30.52402
1403,kyenjojo,kaigoro,senegal,10,2,-0.843360050430702,1,0.58136,30.52402
1404,kyenjojo,kaigoro,senegal,5,0,-0.986414623949689,NA,0.58136,30.52402
1405,kyenjojo,kaigoro,senegal,4,0,-0.285367415944345,NA,0.58136,30.52402
1406,kyenjojo,kaigoro,senegal,5,1,-1.65810463805216,0,0.58136,30.52402
1407,kyenjojo,kaigoro,senegal,1,0,-1.11099874756926,NA,0.58136,30.52402
1408,kyenjojo,kaigoro,senegal,1,0,-1.6363104519708,NA,0.58136,30.52402
1409,kyenjojo,kaigoro,senegal,10,2,-1.44352277777368,0,0.58136,30.52402
1410,kyenjojo,kaigoro,senegal,5,0,-1.65810463805216,NA,0.58136,30.52402
1411,bundibugyo,bugombwa central,senegal,7,0,-0.888011346720519,NA,0.69299,30.05738
1412,bundibugyo,bugombwa central,senegal,8,2,-1.40060640571798,0,0.69299,30.05738
1413,bundibugyo,bugombwa central,senegal,3,2,-0.716667999679224,0,0.69299,30.05738
1415,bundibugyo,bugombwa central,senegal,1,1,-2.09976385400869,0,0.69299,30.05738
1416,bundibugyo,bugombwa central,senegal,6,0,-1.20430769687254,NA,0.69299,30.05738
1417,bundibugyo,bugombwa central,senegal,5,1,-1.98358527095938,1,0.69299,30.05738
1418,bundibugyo,bugombwa central,senegal,6,0,-0.556954273547594,NA,0.69299,30.05738
1419,bundibugyo,bugombwa central,senegal,5,0,-1.31189525685691,NA,0.69299,30.05738
1420,bundibugyo,bugombwa central,senegal,4,1,-1.34338457631039,1,0.69299,30.05738
1421,masindi,nyangahya,senegal,3,0,0.605915378449297,NA,1.63576,31.6976
1422,masindi,nyangahya,senegal,4,0,-0.728916391615514,NA,1.63576,31.6976
1423,masindi,nyangahya,senegal,1,0,-1.00753680992402,NA,1.63576,31.6976
1424,masindi,nyangahya,senegal,2,1,3.00791804179086,1,1.63576,31.6976
1425,masindi,nyangahya,senegal,7,2,1.88448221766385,1,1.63576,31.6976
1426,masindi,nyangahya,senegal,6,2,-0.686000019559818,1,1.63576,31.6976
1427,masindi,nyangahya,senegal,1,3,-1.75389047286696,1,1.63576,31.6976
1428,masindi,nyangahya,senegal,3,2,-0.643083647504122,0,1.63576,31.6976
1429,masindi,nyangahya,senegal,5,2,2.21029885062459,1,1.63576,31.6976
1430,masindi,nyangahya,senegal,4,2,-0.671694562207919,0,1.63576,31.6976
1431,hoima,katanga zavu,senegal,2,0,-1.28616274690279,NA,1.45481,31.17483
1432,hoima,katanga zavu,senegal,5,0,-2.48280231637702,NA,1.45481,31.17483
1433,hoima,katanga zavu,senegal,3,0,-2.46849685902512,NA,1.45481,31.17483
1434,hoima,katanga zavu,senegal,1,0,-2.38266411491373,NA,1.45481,31.17483
1435,hoima,katanga zavu,senegal,2,0,-2.42558048696943,NA,1.45481,31.17483
1436,hoima,katanga zavu,senegal,6,0,-1.40060640571798,NA,1.45481,31.17483
1437,hoima,katanga zavu,senegal,3,0,-1.96212708493153,NA,1.45481,31.17483
1438,hoima,katanga zavu,senegal,10,0,-2.62585688989601,NA,1.45481,31.17483
1439,hoima,katanga zavu,senegal,4,0,-1.70783773873029,NA,1.45481,31.17483
1440,hoima,katanga zavu,senegal,4,0,-1.40060640571798,NA,1.45481,31.17483
1441,buliisa,muvulei ajiigo,senegal,9,1,-2.06941801507077,0,2.192923746,31.48996065
1442,buliisa,muvulei ajiigo,senegal,4,0,-1.99073799963533,NA,2.192923746,31.48996065
1443,buliisa,muvulei ajiigo,senegal,2,1,-1.93351617022774,0,2.192923746,31.48996065
1444,buliisa,muvulei ajiigo,senegal,4,1,-1.93351617022774,0,2.192923746,31.48996065
1445,buliisa,muvulei ajiigo,senegal,5,1,-1.98358527095938,0,2.192923746,31.48996065
1446,buliisa,muvulei ajiigo,senegal,5,0,-1.33623184763444,NA,2.192923746,31.48996065
1447,buliisa,muvulei ajiigo,senegal,1,1,-1.2718572895509,0,2.192923746,31.48996065
1448,buliisa,muvulei ajiigo,senegal,4,0,-1.29760711278431,NA,2.192923746,31.48996065
1449,buliisa,muvulei ajiigo,senegal,6,1,-2.00504345698723,0,2.192923746,31.48996065
1450,buliisa,muvulei ajiigo,senegal,3,0,-1.96212708493153,NA,2.192923746,31.48996065
1451,kampala,"lower nsooba ""f""",senegal,2,0,0.0200153435334133,NA,0.35045,32.57514
1452,kampala,"lower nsooba ""f""",senegal,4,1,3.07540916882282,0,0.35045,32.57514
1453,kampala,"lower nsooba ""f""",senegal,1,2,3.93740291807264,1,0.35045,32.57514
1454,kampala,"lower nsooba ""f""",senegal,1,1,-0.749741947744714,0,0.35045,32.57514
1455,kampala,"lower nsooba ""f""",senegal,2,1,2.90695256673297,0,0.35045,32.57514
1456,kampala,"lower nsooba ""f""",senegal,2,3,2.43438713483976,0,0.35045,32.57514
1457,kampala,"lower nsooba ""f""",senegal,1,1,3.21846374234181,0,0.35045,32.57514
1458,kampala,"lower nsooba ""f""",senegal,2,0,3.16124191293422,NA,0.35045,32.57514
1459,kampala,"lower nsooba ""f""",senegal,1,1,1.54376113877023,0,0.35045,32.57514
1460,kampala,"lower nsooba ""f""",senegal,3,0,0.397636001459915,NA,0.35045,32.57514
1461,kampala,bataka a,senegal,1,0,3.16124191293422,NA,0.405804,32.44391
1462,kampala,bataka a,senegal,2,0,3.56272533974346,NA,0.405804,32.44391
1463,kampala,bataka a,senegal,2,2,2.18478317275329,0,0.405804,32.44391
1464,kampala,bataka a,senegal,1,1,3.60564171179916,0,0.405804,32.44391
1465,kampala,bataka a,senegal,1,0,3.20415828498991,NA,0.405804,32.44391
1466,kampala,bataka a,senegal,4,1,2.18047978055759,0,0.405804,32.44391
1467,kampala,bataka a,senegal,2,1,3.16124191293422,0,0.405804,32.44391
1468,kampala,bataka a,senegal,1,1,4.16308134957009,0,0.405804,32.44391
1469,kampala,bataka a,senegal,4,1,2.95069621238327,0,0.405804,32.44391
1470,kampala,bataka a,senegal,2,1,2.97930712708706,0,0.405804,32.44391
1471,kampala,"industrial area ""d""",senegal,10,0,2.43213678694051,NA,0.3177,32.61207
1472,kampala,"industrial area ""d""",senegal,3,0,3.11832554087852,NA,0.3177,32.61207
1473,kampala,"industrial area ""d""",senegal,1,0,1.21032352366576,NA,0.3177,32.61207
1474,kampala,"industrial area ""d""",senegal,5,0,3.56272533974346,NA,0.3177,32.61207
1475,kampala,"industrial area ""d""",senegal,2,0,3.16124191293422,NA,0.3177,32.61207
1476,kampala,"industrial area ""d""",senegal,6,0,1.03865803544298,NA,0.3177,32.61207
1477,kampala,"industrial area ""d""",senegal,1,0,0.0995166983029255,NA,0.3177,32.61207
1478,kampala,"industrial area ""d""",senegal,6,0,0.0738488631964538,NA,0.3177,32.61207
1479,kampala,"industrial area ""d""",senegal,1,1,0.746870121627868,0,0.3177,32.61207
1480,kampala,"industrial area ""d""",senegal,5,0,-0.346688166785743,NA,0.3177,32.61207
1481,kampala,"good hope zone ""c""",senegal,4,1,3.07540916882282,1,0.3681,32.563
1482,kampala,"good hope zone ""c""",senegal,9,4,3.49405914445435,1,0.3681,32.563
1483,kampala,"good hope zone ""c""",senegal,1,0,4.16308134957009,NA,0.3681,32.563
1484,kampala,"good hope zone ""c""",senegal,4,0,3.90558311723591,NA,0.3681,32.563
1485,kampala,"good hope zone ""c""",senegal,2,1,3.59133625444726,0,0.3681,32.563
1486,kampala,"good hope zone ""c""",senegal,2,0,1.58442716292667,NA,0.3681,32.563
1487,kampala,"good hope zone ""c""",senegal,2,1,3.16124191293422,0,0.3681,32.563
1488,kampala,"good hope zone ""c""",senegal,1,2,4.20599772162578,0,0.3681,32.563
1489,kampala,"good hope zone ""c""",senegal,3,0,3.11832554087852,NA,0.3681,32.563
1490,kampala,"good hope zone ""c""",senegal,4,0,3.90558311723591,NA,0.3681,32.563
1491,kampala,kawaala road zone c,senegal,7,1,0.030932491140758,0,0.34763,32.55798
1492,kampala,kawaala road zone c,senegal,6,1,0.721202286521396,0,0.34763,32.55798
1493,kampala,kawaala road zone c,senegal,4,0,0.489371889293693,NA,0.34763,32.55798
1494,kampala,kawaala road zone c,senegal,2,1,1.21032352366576,0,0.34763,32.55798
1495,kampala,kawaala road zone c,senegal,6,0,0.166012996649724,NA,0.34763,32.55798
1496,kampala,kawaala road zone c,senegal,1,1,2.22769954480899,0,0.34763,32.55798
1497,kampala,kawaala road zone c,senegal,2,0,1.30783474176433,NA,0.34763,32.55798
1498,kampala,kawaala road zone c,senegal,2,0,2.0989504286419,NA,0.34763,32.55798
1499,kampala,kawaala road zone c,senegal,5,1,0.274154172175817,0,0.34763,32.55798
1500,kampala,kawaala road zone c,senegal,3,1,2.01311768453051,0,0.34763,32.55798
1501,yumbe,ambataraku,senegal,4,3,-0.972981321907483,1,3.33594,31.24232
1502,yumbe,ambataraku,senegal,5,1,-1.77976570039094,1,3.33594,31.24232
1503,yumbe,ambataraku,senegal,7,1,-1.2221186702025,1,3.33594,31.24232
1504,yumbe,ambataraku,senegal,6,1,-0.368544270638236,0,3.33594,31.24232
1505,yumbe,ambataraku,senegal,6,1,-0.368544270638236,0,3.33594,31.24232
1506,yumbe,ambataraku,senegal,2,1,-1.9110572212542,1,3.33594,31.24232
1507,yumbe,ambataraku,senegal,9,1,-1.0416475171966,1,3.33594,31.24232
1508,yumbe,ambataraku,senegal,9,0,-0.43291882872178,NA,3.33594,31.24232
1509,yumbe,ambataraku,senegal,4,2,-1.46504563864917,1,3.33594,31.24232
1510,yumbe,ambataraku,senegal,4,0,-1.0831506567964,NA,3.33594,31.24232
1511,koboko,yamiro/ arumadri/ ab,senegal,4,1,-1.69393295627955,1,3.43578,31.07471
1512,koboko,yamiro/ arumadri/ ab,senegal,6,1,-0.960746788843216,1,3.43578,31.07471
1513,koboko,yamiro/ arumadri/ ab,senegal,3,1,-2.15104111010354,1,3.43578,31.07471
1514,koboko,yamiro/ arumadri/ ab,senegal,8,0,-0.468682472101526,NA,3.43578,31.07471
1515,koboko,yamiro/ arumadri/ ab,senegal,3,0,-1.14464681013027,NA,3.43578,31.07471
1516,koboko,yamiro/ arumadri/ ab,senegal,7,0,-1.14838230002866,NA,3.43578,31.07471
1517,koboko,yamiro/ arumadri/ ab,senegal,1,0,-1.15353446304034,NA,3.43578,31.07471
1518,koboko,yamiro/ arumadri/ ab,senegal,8,0,-1.35433746973238,NA,3.43578,31.07471
1519,koboko,yamiro/ arumadri/ ab,senegal,3,0,-1.47935109600107,NA,3.43578,31.07471
1520,koboko,yamiro/ arumadri/ ab,senegal,3,0,-0.972981321907483,NA,3.43578,31.07471
1521,moyo,lionga south,senegal,5,1,0.276153263269205,1,3.02755,31.43969
1522,moyo,lionga south,senegal,6,1,-1.05881406601887,0,3.02755,31.43969
1523,moyo,lionga south,senegal,6,2,-0.861746549225226,0,3.02755,31.43969
1524,moyo,lionga south,senegal,4,0,-2.08272270947698,1,3.02755,31.43969
1525,moyo,lionga south,senegal,5,0,-1.49365655335297,NA,3.02755,31.43969
1526,moyo,lionga south,senegal,3,0,-2.15104111010354,1,3.02755,31.43969
1527,moyo,lionga south,senegal,3,0,-1.14464681013027,NA,3.02755,31.43969
1528,moyo,lionga south,senegal,7,0,-2.22256839686303,NA,3.02755,31.43969
1529,moyo,lionga south,senegal,10,0,-0.454377014749628,1,3.02755,31.43969
1530,moyo,lionga south,senegal,5,0,0.0431051064338908,1,3.02755,31.43969
1531,adjumani,atura,senegal,4,1,-1.69393295627955,0,2.12162,32.32608
1532,adjumani,atura,senegal,3,0,-1.81144562355637,NA,2.12162,32.32608
1533,adjumani,atura,senegal,5,0,-1.36229767887037,1,2.12162,32.32608
1534,adjumani,atura,senegal,7,0,-0.872304286416316,1,2.12162,32.32608
1535,adjumani,atura,senegal,4,0,-1.39090859357417,1,2.12162,32.32608
1536,adjumani,atura,senegal,4,0,-1.21722746952614,NA,2.12162,32.32608
1537,adjumani,atura,senegal,7,0,-1.06770171892894,1,2.12162,32.32608
1538,adjumani,atura,senegal,6,0,-1.73050408012134,NA,2.12162,32.32608
1539,adjumani,atura,senegal,5,0,-0.0432542414429625,NA,2.12162,32.32608
1540,adjumani,atura,senegal,6,0,-0.157697900258151,1,2.12162,32.32608
1541,koboko,alimakondra,senegal,1,1,-0.572173315799543,1,3.420377,30.9621
1542,koboko,alimakondra,senegal,2,1,-0.658006059910935,1,3.420377,30.9621
1543,koboko,alimakondra,senegal,6,1,-0.0658174005779781,1,3.420377,30.9621
1544,koboko,alimakondra,senegal,12,1,-0.921407435967497,1,3.420377,30.9621
1545,koboko,alimakondra,senegal,6,2,-0.970669056237095,1,3.420377,30.9621
1546,koboko,alimakondra,senegal,8,1,-0.245443097938757,1,3.420377,30.9621
1547,koboko,alimakondra,senegal,4,1,-1.54660405883429,1,3.420377,30.9621
1548,koboko,alimakondra,senegal,4,0,0.590378793941937,NA,3.420377,30.9621
1549,koboko,alimakondra,senegal,1,0,-0.430133364098273,NA,3.420377,30.9621
1550,koboko,alimakondra,senegal,5,0,-0.386058614123067,NA,3.420377,30.9621
1551,kabale,nyamashamba,senegal,3,0,-1.75022535534181,NA,-1.05385,29.94735
1552,kabale,nyamashamba,senegal,4,1,-0.702362542327325,0,-1.05385,29.94735
1553,kabale,nyamashamba,senegal,7,0,-0.738126185707072,NA,-1.05385,29.94735
1554,kabale,nyamashamba,senegal,10,1,-2.16240348785811,0,-1.05385,29.94735
1555,kabale,nyamashamba,senegal,3,1,-1.29964686492062,0,-1.05385,29.94735
1556,kabale,nyamashamba,senegal,5,1,-2.01934891433913,0,-1.05385,29.94735
1557,kabale,nyamashamba,senegal,8,4,-1.40693779505986,0,-1.05385,29.94735
1558,kabale,nyamashamba,senegal,6,0,-0.690918176445806,NA,-1.05385,29.94735
1559,kabale,nyamashamba,senegal,4,0,-1.34971596565227,NA,-1.05385,29.94735
1560,kabale,nyamashamba,senegal,4,2,-0.673751627623528,1,-1.05385,29.94735
1561,mbarara,"rwentondo ""b""",senegal,9,0,-0.756705966985241,1,-0.7976,29.9558
1562,mbarara,"rwentondo ""b""",senegal,9,1,2.88203001709415,0,-0.7976,29.9558
1563,mbarara,"rwentondo ""b""",senegal,4,1,1.9488567757474,0,-0.7976,29.9558
1564,mbarara,"rwentondo ""b""",senegal,12,0,-0.906913269180176,NA,-0.7976,29.9558
1565,mbarara,"rwentondo ""b""",senegal,4,2,0.034723848240966,0,-0.7976,29.9558
1567,mbarara,"rwentondo ""b""",senegal,3,1,1.58442716292667,1,-0.7976,29.9558
1569,mbarara,"rwentondo ""b""",senegal,3,0,-1.54457456413702,NA,-0.7976,29.9558
1570,mbarara,"rwentondo ""b""",senegal,3,5,-0.649415036846001,0,-0.7976,29.9558
1571,mubende,kasambya,senegal,5,0,-1.98358527095938,NA,0.26895,31.33879
1572,mubende,kasambya,senegal,3,1,-0.360183386599083,1,0.26895,31.33879
1573,mubende,kasambya,senegal,1,2,-1.96212708493153,1,0.26895,31.33879
1574,mubende,kasambya,senegal,4,1,-0.446016130710474,0,0.26895,31.33879
1575,mubende,kasambya,senegal,7,2,-0.757527306319311,1,0.26895,31.33879
1576,mubende,kasambya,senegal,5,1,-1.06475863933162,1,0.26895,31.33879
1577,mubende,kasambya,senegal,3,0,-1.26897888480122,NA,0.26895,31.33879
1578,mubende,kasambya,senegal,3,1,-0.621625461476274,1,0.26895,31.33879
1579,mubende,kasambya,senegal,3,1,-1.67922682402649,0,0.26895,31.33879
1580,mubende,kasambya,senegal,1,0,-1.6363104519708,NA,0.26895,31.33879
1581,wakiso,"butto lc 1 ""c""",senegal,8,1,1.5712361178209,0,0.37226,32.6731
1582,wakiso,"butto lc 1 ""c""",senegal,8,2,2.9602331839512,0,0.37226,32.6731
1583,wakiso,"butto lc 1 ""c""",senegal,11,3,0.84038228641076,1,0.37226,32.6731
1584,wakiso,"butto lc 1 ""c""",senegal,6,4,-0.303771794730047,1,0.37226,32.6731
1585,wakiso,"butto lc 1 ""c""",senegal,8,5,2.44951986578626,1,0.37226,32.6731
1586,wakiso,"butto lc 1 ""c""",senegal,2,1,-0.0815689523078338,1,0.37226,32.6731
1587,wakiso,"butto lc 1 ""c""",senegal,11,0,3.1764779912422,NA,0.37226,32.6731
1588,wakiso,"butto lc 1 ""c""",senegal,6,0,-0.274350642487691,NA,0.37226,32.6731
1589,wakiso,"butto lc 1 ""c""",senegal,5,4,2.89347438297567,1,0.37226,32.6731
1590,wakiso,"butto lc 1 ""c""",senegal,6,3,0.748928522377925,1,0.37226,32.6731
1591,luwero,kiyenje,senegal,11,2,-0.8719709651345,1,0.154152,32.36414
1592,luwero,kiyenje,senegal,5,1,0.123096624594029,0,0.154152,32.36414
1593,luwero,kiyenje,senegal,4,2,-0.944793828713111,0,0.154152,32.36414
1594,luwero,kiyenje,senegal,7,1,2.49651134502405,1,0.154152,32.36414
1595,luwero,kiyenje,senegal,3,0,-1.33335344288476,NA,0.154152,32.36414
1596,luwero,kiyenje,senegal,5,0,-0.386058614123067,NA,0.154152,32.36414
1597,luwero,kiyenje,senegal,6,0,-0.728916391615514,1,0.154152,32.36414
1598,luwero,kiyenje,senegal,6,2,-0.643083647504122,1,0.154152,32.36414
1599,luwero,kiyenje,senegal,5,1,-0.846303130028027,1,0.154152,32.36414
1600,luwero,kiyenje,senegal,6,9,0.288459629527715,1,0.154152,32.36414
1601,kampala,kanyanya quarters d,senegal,6,1,2.80086979195694,0,0.46383,31.12193
1602,kampala,kanyanya quarters d,senegal,7,3,3.52839224209891,0,0.46383,31.12193
1603,kampala,kanyanya quarters d,senegal,4,1,3.57989188856574,0,0.46383,31.12193
1604,kampala,kanyanya quarters d,senegal,1,0,3.20415828498991,NA,0.46383,31.12193
1605,kampala,kanyanya quarters d,senegal,2,0,3.6142249862103,NA,0.46383,31.12193
1606,kampala,kanyanya quarters d,senegal,5,2,2.92923802635542,1,0.46383,31.12193
1607,kampala,kanyanya quarters d,senegal,5,3,2.92923802635542,0,0.46383,31.12193
1608,kampala,kanyanya quarters d,senegal,4,0,3.07540916882282,NA,0.46383,31.12193
1609,kampala,kanyanya quarters d,senegal,5,0,3.75143197249796,NA,0.46383,31.12193
1610,kampala,kanyanya quarters d,senegal,1,0,3.88018108866505,NA,0.46383,31.12193
1611,kampala,lugoba zone c,senegal,6,1,2.93352966356099,0,0.37304,32.55312
1612,kampala,lugoba zone c,senegal,1,0,2.24200500216089,NA,0.37304,32.55312
1613,kampala,lugoba zone c,senegal,15,2,2.8755925612858,0,0.37304,32.55312
1614,kampala,lugoba zone c,senegal,2,1,3.59133625444726,0,0.37304,32.55312
1615,kampala,lugoba zone c,senegal,2,2,2.97930712708706,0,0.37304,32.55312
1616,kampala,lugoba zone c,senegal,10,0,2.28379895087622,NA,0.37304,32.55312
1617,kampala,lugoba zone c,senegal,2,0,1.45792839465884,NA,0.37304,32.55312
1618,kampala,lugoba zone c,senegal,2,0,3.59133625444726,NA,0.37304,32.55312
1619,kampala,lugoba zone c,senegal,3,0,1.37209565054745,NA,0.37304,32.55312
1620,kampala,lugoba zone c,senegal,5,0,4.10585952016249,NA,0.37304,32.55312
1621,kampala,keti falawo m,senegal,3,1,3.58418352577131,0,0.36617,32.56294
1622,kampala,keti falawo m,senegal,6,0,2.90777984032757,NA,0.36617,32.56294
1623,kampala,keti falawo m,senegal,5,1,2.5036640737,0,0.36617,32.56294
1624,kampala,keti falawo m,senegal,1,0,2.87834165202918,NA,0.36617,32.56294
1625,kampala,keti falawo m,senegal,1,1,2.88670253606833,1,0.36617,32.56294
1626,kampala,keti falawo m,senegal,3,0,3.16124191293422,NA,0.36617,32.56294
1627,kampala,keti falawo m,senegal,4,1,3.57989188856574,0,0.36617,32.56294
1628,kampala,keti falawo m,senegal,5,0,3.82295925925745,NA,0.36617,32.56294
1629,kampala,keti falawo m,senegal,3,1,1.99790405809676,1,0.36617,32.56294
1630,kampala,keti falawo m,senegal,3,0,1.21161311646762,NA,0.36617,32.56294
1631,kitgum,katunguru pwod ating,senegal,7,0,-2.34022094181115,NA,3.538939498,32.55655648
1632,kitgum,katunguru pwod ating,senegal,6,0,-2.25438819769976,NA,3.538939498,32.55655648
1633,kitgum,katunguru pwod ating,senegal,5,0,-2.23687385421493,NA,3.538939498,32.55655648
1634,kitgum,katunguru pwod ating,senegal,1,0,-1.8252244771428,NA,3.538939498,32.55655648
1635,kitgum,katunguru pwod ating,senegal,6,0,-2.25438819769976,NA,3.538939498,32.55655648
1636,kitgum,katunguru pwod ating,senegal,4,0,-1.9110572212542,NA,3.538939498,32.55655648
1637,kitgum,katunguru pwod ating,senegal,10,0,-2.30840114097442,NA,3.538939498,32.55655648
1638,kitgum,katunguru pwod ating,senegal,8,0,-2.70895394682759,NA,3.538939498,32.55655648
1642,kitgum,lotukubor,senegal,7,0,-1.7090458940935,NA,3.44106,33.0038
1644,kitgum,lotukubor,senegal,9,0,-1.81633682423273,NA,3.44106,33.0038
1645,kitgum,lotukubor,senegal,8,0,-1.90216956834413,NA,3.44106,33.0038
1646,kitgum,lotukubor,senegal,9,1,-1.59085167521894,0,3.44106,33.0038
1647,kitgum,lotukubor,senegal,5,0,-0.942688092660251,NA,3.44106,33.0038
1648,kitgum,lotukubor,senegal,9,1,-2.06894385589054,0,3.44106,33.0038
1649,kitgum,lotukubor,senegal,5,0,-1.43382496562987,NA,3.44106,33.0038
1650,kitgum,lotukubor,senegal,5,1,-1.43382496562987,1,3.44106,33.0038
1651,kitgum,auch,senegal,6,0,-1.92555596108974,NA,3.27612,32.877
1652,kitgum,auch,senegal,7,2,-1.12198046873921,0,3.27612,32.877
1653,kitgum,auch,senegal,2,2,-0.600167275448426,1,3.27612,32.877
1654,kitgum,auch,senegal,7,0,-1.62153351421036,1,3.27612,32.877
1655,kitgum,auch,senegal,11,1,-0.692130929853489,0,3.27612,32.877
1656,kitgum,auch,senegal,5,0,-1.81432118840748,NA,3.27612,32.877
1657,kitgum,auch,senegal,5,1,-0.703514363044649,1,3.27612,32.877
1658,kitgum,auch,senegal,5,0,-0.771832763671209,NA,3.27612,32.877
1659,kitgum,auch,senegal,5,1,-1.81432118840748,0,3.27612,32.877
1660,kitgum,auch,senegal,5,1,-0.417405216006677,1,3.27612,32.877
1661,rakai,kisansa,senegal,1,0,-0.600167275448426,NA,-0.71182,31.42733
1662,rakai,kisansa,senegal,5,3,-0.66454183353197,1,-0.71182,31.42733
1663,rakai,kisansa,senegal,1,0,-0.95031498051643,NA,-0.71182,31.42733
1664,rakai,kisansa,senegal,5,3,-2.01934891433913,1,-0.71182,31.42733
1666,rakai,kisansa,senegal,9,0,-0.750374577643361,NA,-0.71182,31.42733
1667,rakai,kisansa,senegal,6,0,0.607914469542686,NA,-0.71182,31.42733
1668,rakai,kisansa,senegal,5,2,-0.30348816095695,0,-0.71182,31.42733
1669,rakai,kisansa,senegal,4,0,-1.06101091917081,NA,-0.71182,31.42733
1670,rakai,kisansa,senegal,6,0,0.0102002070662827,NA,-0.71182,31.42733
1671,mpigi,butenga,senegal,8,0,-1.54793530316324,NA,0.19,31.67472
1672,mpigi,butenga,senegal,7,4,-1.35481162891261,0,0.19,31.67472
1673,mpigi,butenga,senegal,14,7,-0.757527306319311,0,0.19,31.67472
1674,mpigi,butenga,senegal,10,3,-0.771832763671209,0,0.19,31.67472
1675,mpigi,butenga,senegal,10,7,-1.35155912336862,0,0.19,31.67472
1676,mpigi,butenga,senegal,8,4,-0.671694562207919,1,0.19,31.67472
1677,mpigi,butenga,senegal,9,0,-1.35910326611818,NA,0.19,31.67472
1678,mpigi,butenga,senegal,5,0,-0.994439507935331,NA,0.19,31.67472
1680,wakiso,buwoya,senegal,4,0,-0.44845518804515,NA,0.28149,33.05336
1681,wakiso,buwoya,senegal,6,5,-1.35769003366229,0,0.28149,33.05336
1682,wakiso,buwoya,senegal,2,0,-0.643083647504122,NA,0.28149,33.05336
1683,wakiso,buwoya,senegal,6,2,-0.686000019559818,1,0.28149,33.05336
1684,wakiso,buwoya,senegal,6,1,-0.643083647504122,0,0.28149,33.05336
1685,wakiso,buwoya,senegal,7,0,-1.50501893110754,NA,0.28149,33.05336
1686,wakiso,buwoya,senegal,1,3,-0.317267014543387,0,0.28149,33.05336
1687,wakiso,buwoya,senegal,6,4,-1.33335344288476,1,0.28149,33.05336
1688,wakiso,buwoya,senegal,4,0,-1.31477366160659,NA,0.28149,33.05336
1689,wakiso,buwoya,senegal,10,2,-2.76891146341499,1,0.28149,33.05336
1690,wakiso,kiyanja c,senegal,5,0,3.39331019941993,NA,0.35124,32.57049
1691,wakiso,kiyanja c,senegal,10,0,2.79295418959331,NA,0.35124,32.57049
1692,wakiso,kiyanja c,senegal,5,2,0.230387554733268,1,0.35124,32.57049
1693,wakiso,kiyanja c,senegal,5,4,-0.417405216006677,1,0.35124,32.57049
1694,wakiso,kiyanja c,senegal,11,2,-0.747199543048546,0,0.35124,32.57049
1695,wakiso,kiyanja c,senegal,7,0,2.96142530539719,NA,0.35124,32.57049
1697,wakiso,kiyanja c,senegal,6,0,1.91353247978265,NA,0.35124,32.57049
1698,wakiso,kiyanja c,senegal,6,0,0.94340512894361,NA,0.35124,32.57049
1699,wakiso,kiyanja c,senegal,6,2,-0.446016130710474,0,0.35124,32.57049
